Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Roach, Katherine A.; Winemiller, Kirk O.; Layman, Craig A.; Zeug, Steven C.",,,,,"Winemiller, Kirk/0000-0003-0236-5129; Zeug, Steven/0000-0003-4330-1236",,,Consistent trophic patterns among fishes in lagoon and channel habitats of a tropical floodplain river: evidence from stable isotopes.,,,,,,,,Acta Oecologica,,,,35,4,,,513,522,,,,,,July-August 2009,2009,"The relationship between food web dynamics and hydrological connectivity in rivers should be strongly influenced by annual flood pulses that affect primary production dynamics and movement of organic matter and consumer taxa. We sampled basal production sources and fishes from connected lagoons and the main channel of a low-gradient, floodplain river within the Orinoco River Basin in Venezuela. Stable isotope analysis was used to model the contribution of four basal production Sources to fishes, and to examine patterns of mean trophic position during the falling-water period of the annual flood cycle. IsoSource, a multi-source mixing model, indicated that proportional contributions from production sources to fish assemblages were similar in lagoons and the main channel. Although distributions differed, the means for trophic positions of fish assemblages as well as individual species were similar between the two habitats. These findings contradict recent food web studies conducted in temperate floodplain rivers that described significant differences in trophic positions of fishes from slackwater and floodplain versus main channel habitats. Low between-habitat trophic variation in this tropical river probably results from an extended annual flood pulse (ca. 5 mo.) that allows mixing of sestonic and allochthonous basal production Sources and extensive lateral movements of fishes throughout the riverscape. (C) 2009 Elsevier Masson SAS. All rights reserved.",,,,,,,,,27,0,0,0,28,0,29,,,1146-609X,,,ZOOREC:ZOOR14511068662,,
J,"Ward, J. V.; Malard, Florian; Tockner, Klement",,,,"Tockner, Klement/G-9265-2011","Tockner, Klement/0000-0002-0038-8151",,,Landscape ecology: A framework for integrating pattern and process in river corridors,,,,,,,,Landscape Ecology,,,,17,Supplement 1,,,35,45,,10.1023/A:1015277626224,,,,2002,2002,"Investigations of European floodplain rivers demonstrate how landscape ecology can provide an effective framework to integrate pattern and process in river corridors, to examine environmental dynamics and interactive pathways between landscape elements, and to develop viable strategies for river conservation. The highly complex and dynamic nature of intact river corridors is particularly amenable to a landscape ecology perspective. Analysis of spatial patterns has provided considerable insight into environmental heterogeneity across river corridors and is an essential prelude to examining dynamic interactions. For example, data from aerial photographs, digitized maps and year-round field measurements in a glacial flood plain, enabled us to distinguish six channel types, based on the correspondence between connectivity and physicochemical attributes. Spatial data were also used to analyze longitudinal changes in landscape elements along the course of a morphologically-intact riverine corridor, providing insight into the structural complexity that must have characterized many Alpine rivers in the pristine state. Landscape indices were employed to investigate seasonal dynamics in a glacial flood plain of the Swiss Alps which exhibits a predictable expansion/contraction cycle, with corresponding shifts in flow paths (surface and subsurface) and water sources (snowmelt, englacial, subglacial, alluvial aquifer, hillslope aquifer). Surface connectivity exhibited an unexpected biphasic relationship with total channel length, whereas riverscape diversity progressively increased along the entire range of channel length. Reconstituting the functional integrity that characterizes intact river corridors should perhaps be the major goal of river conservation initiatives. Although understanding functional processes at the landscape scale is essential in this regard, few data are available. In the Alluvial Zone National Park on the Austrian Danube, three phases of hydrological connectivity were identified (disconnection, seepage connection and surface connection) that corresponded to the predominance of three functional processes (biotic interactions, primary production and particulate transport) within the river corridor.",,,,,,,,,120,4,0,0,88,1,132,,,0921-2973,,,BIOSIS:PREV200200350447,,
J,"Leigh, Catherine; Sheldon, Fran",,,,"Leigh, Catherine/B-8868-2009; Sheldon, Fran/C-3730-2009","Leigh, Catherine/0000-0003-4186-1678; Sheldon, Fran/0000-0001-9944-6392",,,Hydrological connectivity drives patterns of macroinvertebrate biodiversity in floodplain rivers of the Australian wet dry tropics,,,,,,,,Freshwater Biology,,,,54,3,,,549,571,,10.1111/j.1365-2427.2008.02130.x,,,,MAR 2009,2009,"1. Floodplain rivers in Australia's wet/dry tropics are regarded as being among the most ecologically intact and bio-diverse lotic ecosystems in the world, yet there have been relatively few community-based studies of their aquatic fauna.2. To investigate relationships between hydrological connectivity and biodiversity in the region, macroinvertebrates were collected from sites within two contrasting floodplain rivers, the 'tropical' Gregory River and 'dryland' Flinders River systems, during the dry season and analysed at various spatial scales. A subset of sites was re-sampled in the following dry season to explore temporal variation. The fauna consisted of 124 morphotaxa, dominated by gatherers and the Insecta.3. As predicted, hydrological connectivity (the lotic or lentic status of waterbodies) had a major influence on macroinvertebrate assemblage composition and diversity, both in space and time. Assemblages from waterbodies with similar connection histories were most alike, and beta-diversity between assemblages was greatest between lotic and lentic waterbodies, tending to increase with increasing spatial separation.4. At smaller spatial scales, a number of within-waterbody, habitat and water quality characteristics were important for explaining variation (61%) in the taxonomic organization of assemblages, and characteristics associated with primary productivity and habitat diversity were important for explaining variation (45%) in the functional organization of assemblages. However, much of the small-scale environmental variation across the study region appeared to be related to broad-scale variation in hydrological connectivity, which had both direct and indirect effects on macroinvertebrate assemblages.5. Conservation of the biodiversity in Australia's wet/dry tropics may depend on conserving the natural variation in hydrological connectivity and the unregulated flow of floodplain rivers.",,,,,,,,,61,1,0,0,53,1,63,,,0046-5070,1365-2427,,BIOSIS:PREV200900342240,,
J,"Roach, Katherine A.",,,,,,,,Environmental factors affecting incorporation of terrestrial material into large river food webs,,,,,,,,Freshwater Science,,,,32,1,,,283,298,,10.1899/12-063.1,,,,MAR 2013,2013,"Three enduring conceptual models make predictions regarding the basal production sources supporting the upper food web of rivers: the River Continuum Concept, the Flood Pulse Concept, and the Riverine Productivity Model. Sources of primary production supporting metazoan biomass might best be understood by using a pluralistic approach that views basal sources as a dependent variable and key physicochemical and hydrological factors as independent variables. Here, I review studies in which chemical markers (stable-isotope and fatty-acid analyses) were used to estimate dominant primary producers contributing to consumer biomass in large rivers and evaluate associated independent variables (e.g., hydrologic regime, turbidity, concentration of dissolved organic matter, floodplain vegetation, lateral connectivity, and upstream impoundment) that have been hypothesized to contribute to variation in basal production sources. My review shows that C-4 grasses rarely support riverine metazoans and that algae are the predominant source of C supporting upper trophic levels of large rivers worldwide. However, I also found that many consumers assimilate material from C-3 plants in rivers with high sediment loads and low transparency during high-flow pulses. Exceptions to this pattern occur when river reaches are downstream from an impoundment, in which case, algae assume greater importance. Terrestrial C-3 plants also subsidize consumers in rivers with high dissolved organic matter concentrations via the microbial loop and, in other rivers, after periods of high discharge or leaf fall that increase the amount of terrestrial material in the particulate organic matter pool. I highlight the natural causes of differences in turbidity and dissolved organic matter among large rivers and the importance of transported materials as a source of nutrients for ecologically and economically important fish species.",,,,,,,,,47,0,0,0,45,2,47,,,2161-9549,2161-9565,,BIOSIS:PREV201300237303,,
J,"Cook, Bradley J.; Hauer, F. Richard",,,,,,,,"Effects of hydrologic connectivity on water chemistry, soils, and vegetation structure and function in an intermontane depressional wetland landscape",,,,,,,,Wetlands,,,,27,3,,,719,738,,10.1672/0277-5212(2007)27[719:EOHCOW]2.0.CO;2,,,,SEP 2007,2007,,,,,,,,,,50,3,0,0,33,0,51,,,0277-5212,,,BIOSIS:PREV200700566467,,
J,"Chen, Xu; McGowan, Suzanne; Peng, Jia; Zheng, Ting; Bai, Xue; Zeng, Linghan",,,,"Chen, Xu/A-7846-2015","Chen, Xu/0000-0002-8164-3088",,,Local and Regional Drivers of Environmental Changes in Two Subtropical Montane Ponds (Central China) Over the Last Two Centuries,,,,,,,,Ecosystems,,,,24,3,,,,,,10.1007/s10021-020-00535-2,,,,APR 2021,2021,"Central China, one of the Earth's distinctive ecoregions due to its endemic subtropical biota, has been subjected to enhanced nitrogen deposition and climate warming during recent decades. However, the extent and timescale of ecological changes are largely unexplored. Multiproxy analyses (diatoms, photosynthetic pigments and geochemistry) of(210)Pb-dated sediment cores from two shallow ponds within an alpine basin (central China) were used to investigate the response of primary producer communities to external stressors during the last two centuries. The study sites include one drainage pond and one seepage pond. Both ponds exhibited unambiguous changes in production and composition of photoautotrophs since the early twentieth century, which are linked to climate warming, nitrogen deposition and local factors (for example, lake morphometry, desiccation and macrophyte). Although primary producers responded to regional warming and nitrogen deposition, the ecological responses differed among ponds due to local factors. In the deeper seepage pond, light attenuation due to terrestrial organic matter input caused recent decreases in carotenoids and small fragilarioid taxa. In contrast, the co-occurrence of euterrestrial and tychoplanktonic diatoms in the shallower drainage pond was indicative of its hydrological instability. Our results indicate that subtropical montane ponds in the East Asian monsoon region appear to be strongly influenced by a combination of local (for example, catchment-lake connectivity) and regional driving forces (for example, warming and nitrogen deposition).",,,,,,,,,2,0,0,0,2,0,2,,,1432-9840,1435-0629,,BIOSIS:PREV202100466662,,
J,"Cazzanelli, Matteo; Soria-Barreto, Miriam; Castillo, Maria Mercedes; Rodiles-Hernandez, Rocio",,,,"Cazzanelli, Matteo/AAG-5168-2021","Cazzanelli, Matteo/0000-0002-8203-1366; Rodiles-Hernandez, Rocio/0000-0003-0355-5477",,,Seasonal variations in food web dynamics of floodplain lakes with contrasting hydrological connectivity in the Southern Gulf of Mexico,,,,,,,,Hydrobiologia,,,,848,4,,,,,,10.1007/s10750-020-04468-8,,,,FEB 2021,2021,"Floodplains are some of the most productive and diverse ecosystems on Earth. The Usumacinta River Basin, in the Southern Gulf of Mexico, hosts several floodplain lakes, whose integrity is threatened by water resource development. We aimed to investigate how food webs in these ecosystems vary in relation to their hydrological connectivity and seasonal flood cycles. To do this, we combined analysis of water quality and stable isotopes in two lakes with permanent connection to the Usumacinta River and two isolated lakes during dry, early rainy and late rainy season. Significant differences in chlorophyll-a, nutrients and suspended solids were reflected in distinct trophic dynamics among lakes. Stable isotope analysis revealed that fish from all lakes relied predominantly on autochthonous primary production, but while phytoplankton was the dominant resource for fish in the isolated lakes, aquatic macrophytes made the highest contribution to consumers' production in the connected lakes. Fish tended to have broader isotopic niches during the early rainy season, likely reflecting consumption of a wider range of resources following the first flow pulses of the year. Our study highlights the importance of hydrological connectivity and natural flow regimes to maintain the outstanding biodiversity and fishery yield of these floodplain ecosystems.",,,,,,,,,0,0,0,0,0,0,0,,,0018-8158,1573-5117,,BIOSIS:PREV202100276311,,
J,"Vrijenhoek, Robert C.",,,,,,,,Genetic diversity and connectivity of deep-sea hydrothermal vent metapopulations,,,,,,,,Molecular Ecology,,,,19,20,,,4391,4411,,10.1111/j.1365-294X.2010.04789.x,,,,OCT 2010,2010,"Deep-sea hydrothermal vents provide ephemeral habitats for animal communities that depend on chemosynthetic primary production. Sporadic volcanic and tectonic events destroy local vent fields and create new ones. Ongoing dispersal and cycles of extirpation and colonization affect the levels and distribution of genetic diversity in vent metapopulations. Several species exhibit evidence for stepping-stone dispersal along relatively linear, oceanic, ridge axes. Other species exhibit very high rates of gene flow, although natural barriers associated with variation in depth, deep-ocean currents, and lateral offsets of ridge axes often subdivide populations. Various degrees of impedance to dispersal across such boundaries are products of species-specific life histories and behaviours. Though unrelated to the size of a species range, levels of genetic diversity appear to correspond with the number of active vent localities that a species occupies within its range. Pioneer species that rapidly colonize nascent vents tend to be less subdivided and more diverse genetically than species that are slow to establish colonies at vents. Understanding the diversity and connectivity of vent metapopulations provides essential information for designing deep-sea preserves in regions that are under consideration for submarine mining of precious metals.",,,,,,,,,131,5,0,0,106,0,136,,,0962-1083,1365-294X,,BIOSIS:PREV201000617765,20735735,
J,"Tockner, Klement; Pennetzdorfer, Doris; Reiner, Niko; Schiemer, Fritz; Ward, J. V.",,,,"Tockner, Klement/G-9265-2011","Tockner, Klement/0000-0002-0038-8151",,,"Hydrological connectivity, and the exchange of organic matter and nutrients in a dynamic river-floodplain system (Danube, Austria)",,,,,,,,Freshwater Biology,,,,41,3,,,521,535,,10.1046/j.1365-2427.1999.00399.x,,,,"May, 1999",1999,"1. The relationship between hydrological connectivity, and the exchange processes of suspended sediments, organic matter and nutrients (NO3-N) was investigated in a dynamically connected river-floodplain segment of the Danube over a 15-month period in 1995 and 1996 in the Alluvial Zone National Park, Austria. 2. Based on water level dynamics and water retention times, three phases of river-floodplain connectivity were identified: disconnection (phase I), seepage inflow (phase II) and upstream surface connection (phase III). The frequency of occurrence of these phases was 67.5%, 29.3% and 3.2%, respectively, during the study period. 3. A conceptual model is presented linking hydrological connectivity with ecological processes. Generally, the floodplain shifts from a closed and mainly biologically controlled ecosystem during phase I to an increasingly open and more hydrologically controlled system during phases II and III. Phase I, with internal processes dominating, is designated the 'biotic interaction phase'. 4. Phase II, with massive nutrient inputs to the floodplain yet relatively high residence times, and therefore, high algal biomass, is classified as the 'primary production phase'. This demonstrates that water level fluctuations well below bankfull may considerably enhance floodplain productivity. 5. Finally, since transport of particulate matter is mainly restricted to short flood pulses above bankfull level, phase III has been defined as the 'transport phase'. 6. The floodplain served as a major sink for suspended sediments (250 mt ha-1 year-1), FPOM (96 mt ha-1 year-1), particulate organic carbon (POC; 2.9 mt ha-1 year-1) and nitrate-nitrogen (0.96 mt ha-1 year-1), but was a source for dissolved organic carbon (DOC; 240 kg ha-1 year-1), algal biomass (chlorophyll-a; 0.5 kg ha-1 year-1) and CPOM (21 kg ha-1 year-1). Considerable quantities of DOC and algal biomass were exported to the river channel during phase II, whereas particulate matter transport was largely restricted to the short floods of phase III. 7. The Danube Restoration Project will create a more gradual change between the individual phases by increasing hydrological connectivity between the river channel and the floodplain, and is predicted to enhance productivity by maintaining a balance between retention and export of nutrients and organic matter.",,,,,,,,,391,1,1,0,314,6,410,,,0046-5070,,,BIOSIS:PREV199900344294,,
J,"Kim, Ji Yoon; Rastogi, Gurdeep; Do, Yuno; Kim, Dong-Kyun; Muduli, Pradipta R.; Samal, Rabindra N.; Pattnaik, Ajit K.; Joo, Gea-Jae",,,,"RASTOGI, GURDEEP/AAQ-5076-2021; Muduli, R/A-7645-2016","Muduli, R/0000-0003-3213-7434; Kim, Ji Yoon/0000-0001-5228-4939",,,Trends in a satellite-derived vegetation index and environmental variables in a restored brackish lagoon,,,,,,,,Global Ecology and Conservation,,,,4,,,,614,624,,10.1016/j.gecco.2015.10.010,,,,JUL 2015,2015,"We evaluated relative influence of climatic variables on the plant productivity after lagoon restoration. Chilika Lagoon, the largest brackish lake ecosystem in East Asia, experienced severe problems such as excessive dominance of freshwater exotic plants and rapid debasement of biodiversity associated with decreased hydrologic connectivity between the lagoon and the ocean. To halt the degradation of the lagoon ecosystem, the Chilika Development Authority implemented a restoration project, creating a new channel to penetrate the barrier beach of the lagoon. Using a satellite-derived normalized difference vegetation index (NDVI) dataset, we compared the trend of vegetation changes after the lagoon restoration, from April 1998 to May 2014. The time series of NDVI data were decomposed into trend, seasonal, and random components using a local regression method. The results were visualized to understand the traits of spatial distribution in the lagoon. The NDVI trend, indicative of primary productivity, decreased rapidly during the restoration period, and gradually increased (slope coefficient: 2.1 x 10(-4), p < 0.05) after two years of restoration. Level of seawater exchange had more influences on plant productivity than local precipitation in the restored lagoon. Higher El Nino/Southern Oscillation increased sea level pressure, and caused intrusion of seawater into the lagoon, and the subsequently elevated salinity decreased the annual mean NDVI. Our findings suggest that lagoon restoration plans for enhancing interconnectivity with the ocean should consider oceanographic effects due to meteorological forcing, and long-term NDVI results can be used as a valuable index for adaptive management of the restoration site. (C) 2015 The Authors. Published by Elsevier B.V.",,,,,,,,,14,2,0,0,8,0,14,,,2351-9894,2351-9894,,BIOSIS:PREV201800093354,,
J,"Crook, David A.; Buckle, Duncan J.; Morrongiello, John R.; Allsop, Quentin A.; Baldwin, Wayne; Saunders, Thor M.; Douglas, Michael M.",,,,"; Morrongiello, John/E-8716-2011","Crook, David/0000-0003-4035-050X; Morrongiello, John/0000-0002-9608-4151",,,Tracking the resource pulse: Movement responses of fish to dynamic floodplain habitat in a tropical river,,,,,,,,Journal of Animal Ecology,,,,89,3,,,,,,10.1111/1365-2656.13146,,,,MAR 2020,2020,"Natural river floodplains are among the Earth's most biologically diverse and productive ecosystems but face a range of critical threats due to human disturbance. Understanding the ecological processes that support biodiversity and productivity in floodplain rivers is essential for their future protection and rehabilitation. Fish assemblage structure on tropical river floodplains is widely considered to be driven by dispersal limitation during the wet season and by environmental filtering and interspecific interactions during the dry season. However, the individual-level movement behaviours (e.g. site attachment, nomadism, homing) that regulate dispersal of fish on floodplains are poorly understood. We combined radiotelemetry and remote sensing to examine the movement behaviour of two large-bodied fishes (barramundi Lates calcarifer, forktail catfish Neoarius leptaspis) over the flood cycle in a tropical river-floodplain system in northern Australia to: (a) quantify movement responses in relation to dynamic habitat resources at a landscape scale; and (b) determine the extent of spatial 'reshuffling' of individual fish following the wet season. Both species altered their behaviour rapidly in response to changes in the availability and distribution of aquatic habitat, with most individuals undertaking extensive movements (up to similar to 27 km from the tagging location) on the inundated floodplain during the wet season. Although there was considerable individual variation in movement patterns, overall barramundi distributions closely tracked the extent of floodplain primary productivity, whereas catfish distributions were most closely associated with the extent of flooded area. Most individuals of both species exhibited homing back to previously occupied dry season refugia during the wet-to-dry transition, even though other potential refugia were available in closer proximity to wet season activity areas. We postulate that homing behaviour modulates temporal variation in fish assemblage composition and abundance and limits the transfer of aquatic-derived energy and nutrients into terrestrial food webs by reducing fish mortality on drying floodplains. Our study demonstrates the importance of quantifying individual-level behaviour across the three stages of dispersal (emigration, inter-patch movement, immigration) for our understanding of how animal movement influences energetic subsidies and other large-scale ecosystem processes.",,,,,,,,,9,0,0,0,8,0,9,,,0021-8790,1365-2656,,BIOSIS:PREV202000306187,31750933,
J,"Castillo, Maria M.",,,,,,,,"Suspended sediment, nutrients, and chlorophyll in tropical floodplain lakes with different patterns of hydrological connectivity",,,,,,,,Limnologica,,,,82,,,,125767,Article No.: 125767,,10.1016/j.limno.2020.125767,,,,MAY 2020,2020,"The ecological functioning of floodplain lakes is largely influenced by the interaction with the river mainstem. In this study, seasonal variation in water chemistry and the relationship with the river conditions were compared between floodplain lakes that differ in the level of connection to the Usumacinta River, the largest river of Mesoamerica. Samples for suspended solids, nutrients, and chlorophyll a were collected through the year in lakes permanently connected to the river and in lakes that only received water from the Usumacinta for a short period during peak flow. Floodplain lakes showed higher total suspended solids than the river during the dry season while during the rainy season greater differences were observed between the river and the lakes, probably explained by higher concentrations in the river and greater sedimentation in the lakes. Greater organic matter content in the suspended solids was observed in the floodplain lakes, particularly in the more isolated lakes, likely related to high algal biomass. Nitrate concentrations were always higher in the river than in the lakes and lower nitrate concentrations occurred at the isolated lakes, suggesting that processes that remove nitrate occur through the year and are a common feature of floodplain lakes. Phosphorus in the connected lakes was higher than in the river only during the dry season, while in the isolated lakes concentrations were always greater than in the river. Chlorophyll a concentrations were higher in the connected lakes than in the river only during the dry season, while the more isolated lakes exhibited higher values through the year, showing signs of eutrophication. Suspended organic matter, nitrate, and chlorophyll showed larger differences between lake and river sites in the more isolated lakes, probably related to greater water residence time and its influence on primary production. Less connected lakes are more vulnerable to flow alteration because the brief period of connection to the river can be compromised and the effects of eutrophication exacerbated.",,,,,,,,,6,0,0,0,4,0,6,,,0075-9511,1873-5851,,BIOSIS:PREV202000571103,,
J,"Stavi, Ilan; Gusarov, Yulia; Halbac-Cotoara-Zamfir, Rares",,,,"Halbac-Cotoara-Zamfir, Rares/E-3429-2012",,,,"Collapse and failure of ancient agricultural stone terraces: On-site geomorphic processes, pedogenic mechanisms, and soil quality",,,,,,,,Geoderma,,,,344,,,,144,152,,10.1016/j.geoderma.2019.03.007,,,,JUN 15 2019,2019,"Water is the major limiting factor for primary productivity in drylands. In ancient times, stone terraces aimed at runoff harvesting and soil erosion control were established, allowing agricultural crop production. Land abandonment and cease of maintenance have led to the collapse and failure of terraces in the hinterlands of the Roman/Byzantine city of Avdat in the arid Negev Desert, Israel. The objective of this study was to assess the geomorphic processes and pedogenic mechanisms related to terrace collapse, and their on-site impact on soil quality. We studied key properties of the top 10 cm of soil in intact-terrace plots and partially-collapsed terrace plots, as well as in 'natural' lands. Unexpectedly, the soil texture was finer in the partially collapsed-terrace plots (clay loam) than that in the intact-terrace plots (loam). This was attributed to transportation of mineral material by rolling, which sorts out the large primary particles. This process, which characterizes rill erosion of high erosive power, is probably the predominant surface process in this study. The soil penetration resistance was significantly greater in the partially-collapsed terrace plots, and was attributed to the continuous removal of recently deposited loose sediments and exposure of the underlying, compacted older sediments. Soil stoniness, which was 16-fold greater in the partially-collapsed terrace plots, was also attributed to soil erosion. Unexpectedly, the total organic carbon was similar in both terrace states. Yet, labile organic carbon was 41% lower in soil of the partially-collapsed terrace plots, suggesting greater susceptibility of this fraction to erosional processes. The low electrical conductivity in the soil of the intact-terrace plots, was attributed to the better leaching of salts. The soil's calculated available water capacity was 42% greater in the intact-terrace plots. The study suggests that these processes and mechanisms strengthen each other through a chain of feedbacks, resulting in accelerated degradation of the collapsed-terrace lands.",,,,,,,,,10,0,1,0,5,1,11,,,0016-7061,1872-6259,,BIOSIS:PREV201900486093,,
J,"Dias, Beatriz S.; Frisk, Michael G.; Jordaan, Adrian",,,,,"dos Santos Dias, Beatriz/0000-0001-5905-4044",,,Opening the tap: Increased riverine connectivity strengthens marine food web pathways,,,,,,,,PLoS One,,,,14,5,,,e0217008,Article No.: e0217008,,10.1371/journal.pone.0217008,,,,MAY 23 2019,2019,"Reduction of ecosystem connectivity has long-lasting impacts on food webs. Anadromous fish, which migrate from marine to freshwater ecosystems to complete reproduction, have seen their historically larger ecosystem role undercut by widespread riverine habitat fragmentation and other impacts mainly derived from anthropogenic sources. The result has been extensive extirpations and increased susceptibility to a suite of environmental factors that currently impede recovery. Under this present-day context of reduced productivity and connectivity, aggressive management actions and enforcement of catch limits including bycatch caps and complete moratoria on harvest have followed. What remains less understood are the implications of changes to food webs that co-occurred. What benefits restoration could provide in terms of ecosystem functioning in relation to economic costs associated with dam removal and remediation is unknown and can limit the scope and value of restoration activities. Here we employ, historical landscape-based biomass estimates of anadromous alosine for the first time in an ecosystem modeling of the Northeast US large marine ecosystem ( LME), to evaluate the value of improving connectivity by measuring the increase in energy flow and population productivity. We compared a restored alosine model to a contemporary model, analyzing the impacts of the potential increase of connectivity between riverine and oceanic systems. There was the potential for a moderate biomass increase of piscivorous species with high economic value, including Atlantic cod, and for a major increase for species of conservation concern such as pelagic sharks, seabirds and marine mammals. Our study highlights the benefits of increased connectivity between freshwater and ocean ecosystems. We demonstrate the significant role anadromous forage fish could play in improving specific fisheries and overall ecosystem functioning, mainly through the diversification of species capable of transferring primary production to upper trophic levels, adding to benefits associated with their restoration.",,,,,,,,,9,0,0,0,5,0,9,,,1932-6203,1932-6203,,BIOSIS:PREV201900594533,31120934,
