Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Preiner, S.; Drozdowski, I.; Schagerl, M.; Schiemer, F.; Hein, T.",,,,"Michael, Schagerl/AAC-3356-2021; Hein, Thomas/M-1244-2013","Michael, Schagerl/0000-0002-8277-7205; Hein, Thomas/0000-0002-7767-4607; Preiner, Stefan/0000-0003-0823-8219",,,"The significance of side-arm connectivity for carbon dynamics of the River Danube, Austria",,,,,,,,Freshwater Biology,,,,53,2,,,238,252,,10.1111/j.1365-2427.2007.01888.x,,,,FEB 2008,2008,"1. Side-arms connected to the main stem of the river are key areas for biogeochemical cycling in fluvial landscapes, exhibiting high rates of carbon processing.2. This work focused on quantifying autochthonous and allochthonous carbon pools and, thereby, on comparing transport and transformation processes in a restored side-arm system of the River Danube (Regelsbrunn). We established a carbon budget and quantified carbon processing from March to September 2003. In addition, data from previous studies during 1997 to 1999 were assessed.3. Gross primary production (GPP) and community respiration were estimated by diel oxygen time curves and an oxygen mass balance. Plankton primary production was determined to estimate its contribution to GPP under different hydrological conditions.4. Based on the degree of connectivity, three hydrological phases were differentiated. Most of the organic matter, dominated by allochthonous carbon, was transported in the main channel and through the side-arm during floods, while at intermediate and low flows (and thus connectivity), transformation processes became more important and autochthonous carbon dominated the carbon pool. The side-arm system functioned as a sink for particulate matter [total suspended solids and particulate organic carbon (POC)] and a source of dissolved organic carbon (DOC) and chlorophyll-a.5. Autochthonous primary production of 4.2 t C day(-1) in the side-arm was equivalent to about 20% of the allochthonous inputs of 20 t C day(-1) (POC and DOC) entering the area at mean flow (1% of the discharge of the main channel). Pelagic photosynthesis was generally high at mean flow (1.3-3.8 g C m(-2) day(-1)), and contributed up to 90% of system productivity. During long stagnant periods at low discharge, the side-arm was controlled by biological processes and a shift from planktonic to benthic activity occurred (benthic primary production of 0.4-14 g C m(-2) day(-1)).6. The transformation of the organic matter that passes through the side-arm under different hydrological conditions, points to the importance of these subsystems in contributing autochthonous carbon to the food web of the main channel.",,,,,,,,,34,1,1,0,30,0,40,,,0046-5070,1365-2427,,BIOSIS:PREV200800147953,,
J,"Neves, Mayara P.; Baumgartner, Dirceu; Baumgartner, Gilmar; Delariva, Rosilene L.",,,,"Delariva, Rosilene L/L-2000-2016; Baumgartner, Dirceu/J-2332-2016; Neves, Mayara Pereira/AAD-4449-2019","Delariva, Rosilene L/0000-0002-6489-2437; Neves, Mayara Pereira/0000-0003-2523-3874; Baumgartner, Dirceu/0000-0001-9943-6290",,,Do environmental variables predict the trophic structure of fish fauna in a subtropical river (Uruguay River Ecoregion)?,,,,,,,,Journal of Limnology,,,,77,2,,,285,299,,10.4081/jlimnol.2018.1738,,,,2018,2018,"Trophic interactions represent the routes through which energy flows upwards within ecosystems and the understanding of such structuring under varying environmental conditions is still challenging. Here we test the hypothesis that differences in environmental variables act as environmental filters on the composition and trophic structure of local the fish fauna of a subtropical mountain river. We predict that differences in the trophic structure of the fish fauna occur along the river continuum. Main environmental parameters have been measured and fishes were sampled quarterly between August 2013 and May 2014 at six sampling sites in the main channel of the Pelotas River, Upper Uruguay ecoregion We collected 3848 individuals belonging to 38 species, 4 orders and 11 families. The most (82.1%) consisted of small- and medium-sized individuals. The species were classified into eight trophic guilds: aquatic insectivorous. carnivorous, detritivorous. detritivorous/aquatic insectivorous. herbivorous, iliophagous, omnivorous and piscivorous. In general, herbivorous and piscivorous guilds were the most representative in both number and biomass. Significant differences detected by Permanova were for richness, numerical abundance and biomass between all the sites sampled. Relationships between the environmental variables and the composition of trophic guilds were observed along the longitudinal gradient by RLQ and fourth-corner analyses. The abundance of guilds omnivorous, aquatic insectivorous and herbivorous increases with higher values of chlorophyll-a and vegetation cover. especially characterizing the upstream sites (S1, S2 and S3). On the other hand, the abundance of the iliophagous, detritivorous/insectivorous and piscivorous guilds increases with greater values of width, temperature, inorganic phosphorus and total solids. a fact observed in downstream sites (S4, S5 and S6). Thus, it was possible to identify a clear variation in the trophic structure of the fish fauna along the Pelotas River (upstreamdownstream), in which the local variables were efficient in predicting environmental filters that influence the trophic organization. In this scenario. our study follows the longitudinal model and evidences a greater accumulation of energy in food webs in the upstream-downstream direction. which favors the greatest abundance of piscivorous, detritivorous and iliophagous verified in stretches of greater volume and dimensions of river. These results highlight the importance of the local variables and the interrelationships in the lateral connectivity processes along the river continuum.",,,,,,,,,3,0,0,0,3,1,3,,,1129-5767,1723-8633,,BIOSIS:PREV201900235419,,
J,"Amorim, Eva; Ramos, Sandra; Elliott, Michael; Bordalo, Adriano A.",,,,"Elliott, Michael/M-9819-2019; Ramos, Sandra/I-4359-2013; Elliott, Michael/B-4312-2013","Elliott, Michael/0000-0002-2519-4871; Ramos, Sandra/0000-0002-4065-7651; Elliott, Michael/0000-0002-2519-4871; Bordalo, Adriano/0000-0002-9637-6541",,,Immigration and early life stages recruitment of the European flounder (Platichthys flesus) to an estuarine nursery: The influence of environmental factors,,,,,,,,Journal of Sea Research,,,,107,"Part 1, Sp. Iss. SI",,,56,66,,10.1016/j.seares.2015.07.005,,,,JAN 2016,2016,"Connectivity between coastal spawning grounds and estuarine nurseries is a critical step in the life cycle of many fish species. Larval immigration and transport-associated physical-biological processes are determinants of recruitment success to nursery areas. The recruitment of the European flounder, Platichthys flesus, to estuarine nurseries located at the southern edge of the species distribution range, has been usually investigated during its juvenile stages, while estuarine recruitment during the earlier planktonic life stage remains largely unstudied. The present study investigated the patterns of flounder larval recruitment and the influence of environmental factors on the immigration of the early life stages to the Lima estuary (NW Portugal), integrating data on fish larvae and post-settlement individuals (<50 mm length), collected over 7 years. Late-stage larvae arrived at the estuary between February and July and peak abundances were observed in April. Post-settlement individuals (<50 mm) occurred later between April and October, whereas newly-settled ones (<20 mm) were found only in May and June. Variables associated with the spawning, survival and growth of larvae in the ocean (sea surface temperature, chlorophyll a and inland hydrological variables) were the major drivers of flounder occurrence in the estuarine nursery. Although the adjacent coastal area is characterized by a current system with strong seasonality and mesoscale variability, we did not identify any influence of variables related with physical processes (currents and upwelling) on the occurrence of early life stages in the estuary. A wider knowledge on the influence of the coastal circulation variability and its associated effects upon ocean-estuarine connectivity is required to improve our understanding of the population dynamics of marine spawning fish that use estuarine nurseries. (C) 2015 Published by Elsevier B.V.",,,,,,,,,17,0,0,0,13,0,17,,,1385-1101,1873-1414,,BIOSIS:PREV201600194698,,
J,KYLE D J; STAEHELIN L A; ARNTZEN C J,,,,,"Staehelin, Andrew/0000-0002-0611-4346",,,LATERAL MOBILITY OF THE LIGHT HARVESTING COMPLEX IN CHLOROPLAST MEMBRANES CONTROLS EXCITATION ENERGY DISTRIBUTION IN HIGHER PLANTS,,,,,,,,Archives of Biochemistry and Biophysics,,,,222,2,,,527,541,,10.1016/0003-9861(83)90551-9,,,,1983,1983,"Chloroplast [pea] thylakoid protein phosphorylation produces changes in light-harvesting properties and in membrane structure as revealed by freeze-fracture electron microscopy. Protein phosphorylation resulted in an increase in the 77.degree. K fluorescence signal at 735 nm relative to that at 685 nm. In addition, a decrease in connectivity between Photosystem II centers (PS II) and a dynamic quenching of the room temperature variable fluorescence was observed upon phosphorylation. Accompanying these fluorescence changes was a 23% decrease in the amount of stacked membranes. Microscopic analyses indicated that 8.0-nm particles fracturing on the P-face moved from the stacked into the unstacked regions upon phosphorylation. The movement of the 8.0-nm particles was accompanied by the appearance of chlorophyll b and 25 to 29 kD [kiloDalton] polypeptides in isolated stroma lamellae fractions. Phosphorylation of a population of the light-harvesting chlorophyll a/b protein complexes (LHC) in grana partitions causes the migration of these pigment proteins from the PS II-rich appressed membranes into the Photosystem I (PS I) enriched unstacked regions. This increases the absorptive cross section of PS I. In addition, we suggest that the mobile population of LHC functions to interconnect PS II centers in grana partitions; removal of this population of LHC upon phosphorylation limits PS II .fwdarw. PS II energy transfer and thereby favors spillover of energy from PS II to PS I.",,,,,,,,,212,1,2,0,178,0,215,,,0003-9861,,,BIOSIS:PREV198376083516,6847199,
J,"Vidal, Luciana O.; Abril, Gwenael; Artigas, Luiz F.; Melo, Michaela L.; Bernardes, Marcelo C.; Lobao, Lucia M.; Reis, Mariana C.; Moreira-Turcq, Patricia; Benedetti, Marc; Tornisielo, Valdemar L.; Roland, Fabio",,,,"Roland, Fabio/C-7918-2013; Bernardes, Marcelo C/H-7869-2012; Benedetti, Marc F./S-3675-2019; Benedetti, Marc F./A-5463-2011; de Melo, Michaela/AAE-6608-2019; Vidal, Luciana O/V-4819-2019; Abril, Gwenael/C-7835-2011; Reis, Mariana Camara dos/AAC-4225-2021; Artigas, Luis Felipe/L-1264-2016; Lobao, Lucia/AAF-8188-2021; Vidal, Luciana O/D-5957-2013","Bernardes, Marcelo C/0000-0002-4338-4353; Benedetti, Marc F./0000-0003-1075-8205; Benedetti, Marc F./0000-0003-1075-8205; de Melo, Michaela/0000-0002-8545-4153; Abril, Gwenael/0000-0002-4914-086X; Reis, Mariana Camara dos/0000-0003-4887-5351; Lobao, Lucia/0000-0002-6775-9148; Artigas, Luis Felipe/0000-0003-0512-5315",,,Hydrological pulse regulating the bacterial heterotrophic metabolism between Amazonian mainstems and floodplain lakes,,,,,,,,Frontiers in Microbiology,,,,6,,,,1054,Article No.: 1054,,10.3389/fmicb.2015.01054,,,,SEP 30 2015,2015,"We evaluated in situ rates of bacterial carbon processing in Amazonian floodplain lakes and mainstems, during both high water (HW) and low water (LW) phases (p < 0.05). Our results showed that bacterial production (BP) was lower and more variable than bacterial respiration, determined as total respiration. Bacterial carbon demand was mostly accounted by BR and presented the same pattern that BR in both water phases. Bacterial growth efficiency (BGE) showed a wide range (0.2 -23%) and low mean value of 3 and 6%, (in HW and LW, respectively) suggesting that dissolved organic carbon was mostly allocated to catabolic metabolism. However, BGE was regulated by BP in LW phase. Consequently, changes in BGE showed the same pattern that BP. In addition, the hydrological pulse effects on mainstems and floodplains lakes connectivity were found for BP and BGE in LW. Multiple correlation analyses revealed that indexes of organic matter (OM) quality (chlorophyll-a, N stable isotopes and C/N ratios) were the strongest seasonal drivers of bacterial carbon metabolism. Our work indicated that: (i) the bacterial metabolism was mostly driven by respiration in Amazonian aquatic ecosystems resulting in low BGE in either high or LW phase; (ii) the hydrological pulse regulated the bacterial heterotrophic metabolism between Amazonian mainstems and floodplain lakes mostly driven by OM quality.",,,,,,,,,6,0,0,0,6,0,6,,,1664-302X,1664-302X,,BIOSIS:PREV201500808592,26483776,
J,"Descy, Jean-Pierre; Darchambeau, Francois; Lambert, Thibault; Stoyneva-Gaertner, Maya P.; Bouillon, Steven; Borges, Alberto V.",,,,"Bouillon, Steven/C-5177-2011; Borges, Alberto Vieira/C-4989-2008; Darchambeau, Francois/AAX-1206-2021; Stoyneva-Gartner, Maya P/F-4549-2018; Stoyneva-Gartner, Maya/AAW-4761-2020; Lambert, Thibault/M-7192-2017","Bouillon, Steven/0000-0001-7669-2929; Borges, Alberto Vieira/0000-0002-5434-2247; Stoyneva-Gartner, Maya/0000-0003-2439-3737; Lambert, Thibault/0000-0002-7666-5370",,,Phytoplankton dynamics in the Congo River,,,,,,,,Freshwater Biology,,,,62,1,,,87,101,,10.1111/fwb.12851,,,,JAN 2017,2017,"1. We report a dataset of phytoplankton in the Congo River, acquired along a 1700-km stretch in the mainstem during high water (HW, December 2013) and falling water (FW, June 2014). Samples for phytoplankton analysis were collected in the main river, in tributaries and one lake, and various relevant environmental variables were measured. Phytoplankton biomass and composition were determined by high-performance liquid chromatography analysis of chlorophyll a (Chl a) and marker pigments and by microscopy. Primary production measurements were made using the C-13 incubation technique. In addition, data are also reported from a 19-month regular sampling (bi-monthly) at a fixed station in the mainstem of the upper Congo (at the city of Kisangani).2. Chl a concentrations differed between the two periods studied: in the mainstem, they varied between 0.07 and 1.77 mu g L-1 in HW conditions and between 1.13 and 7.68 mu g L-1 in FW conditions. The relative contribution to phytoplankton biomass from tributaries (mostly black waters) and from a few permanent lakes was low, and the main confluences resulted in phytoplankton dilution. Based on marker pigment concentration, green algae (both chlorophytes and streptophytes) dominated in the mainstem in HW, whereas diatoms dominated in FW; cryptophytes and cyanobacteria were more abundant but still relatively low in the FW period, both in the tributaries and in the main channel.3. Daily integrated production measured in the mainstem (n = 15) varied between 64.3 and 434.1 mg C m(-2) day(-1) in FW conditions and between 51.5 and 247.6 mg C m(-2) day(-1) in HW. Phytoplankton biomass in the Congo River mainstem was likely constrained by hydrological factors (accumulation due to increased retention time during FW, dilution by increased discharge during HW), even though increased nutrient availability in the FW period might have also stimulated phytoplankton production.4. In contrast to other tropical river systems where connectivity with the floodplain and the presence of natural lakes and man-made reservoirs play a prominent role in the recruitment of phytoplankton to the main river, our results show that phytoplankton growth in the Congo River can take place in the main channel, with hydrological processes allowing maintenance of phytoplankton biomass even during HW.",,,,,,,,,30,1,0,0,25,0,33,,,0046-5070,1365-2427,,BIOSIS:PREV201700164454,,
J,"Affonso, A. G.; Queiroz, H. L.; Novo, E. M. L. M.",,,,"Queiroz, Helder/M-3049-2019; Novo, Evlyn/M-6883-2016","Queiroz, Helder/0000-0002-4425-3208; Novo, Evlyn/0000-0002-1223-9276",,,Abiotic variability among different aquatic systems of the central Amazon floodplain during drought and flood events,,,,,,,,Brazilian Journal of Biology,,,,75,"4, Suppl. S",,,S60,S69,,10.1590/1519-6984.04214,,,,NOV 2015,2015,"This paper examines water properties from lakes, (depression lakes, sensu Junk et al., 2012), channels (scroll lakes with high connectivity, sensu Junk et al., 2012) and paleo-channels (scroll lakes with low connectivity-sensu Junk et al., 2012, locally called ressacas) located in Mamiraua Sustainable Development Reserve, in Central Amazon floodplain, Amazonas, Brazil. We analysed surface temperature, conductivity, pH, dissolved oxygen, turbidity, transparency, suspended inorganic and organic matter, chlorophyll-a, pheophytin, total nitrogen, total phosphorus, organic and inorganic carbon in 2009 high water phase, 2009 and 2010 low water phases. Multivariate statistical analyses of 24 aquatic systems (6 ressacas, 12 lakes and 6 channels, 142 samples) were applied to the variables in order to: 1) quantify differences among aquatic system types; 2) assess how those differences are affected in the different phases of the hydrological year. First, we analysed the entire set of variables to test for differences among phases of the hydrological year and types of aquatic systems using a PERMANOVA two-way crossed design. The results showed that the all measured limnological variables are distinct regarding both factors: types of aquatic systems and hydrological phases. In general, the magnitude and amplitude of all variables were higher in the low water phase than in the high water phase, except for water transparency in all aquatic system's types. PERMANOVA showed that the differences between aquatic system's types and hydrological phases of all variables were highly significant for both main factors (type and phase) and for the type x phase interaction. Limnological patterns of Amazon floodplain aquatic systems are highly dynamic, dependent on the surrounding environment, flood pulse, main river input and system type. These patterns show how undisturbed systems respond to natural variability in such a diverse environment, and how distinct are those aquatic systems, especially during the low water phase. Aquatic systems in Mamiraua floodplain represent limnological patterns of almost undisturbed areas and can be used as future reference for comparison with disturbed areas, such as those of the Lower Amazon, and as a baseline for studies on the effects of anthropogenic influences and climate change and on Amazon aquatic ecosystem.",,,,,,,,,13,0,0,0,9,0,13,,,1519-6984,1678-4375,,BIOSIS:PREV201600140604,26602352,
J,"Kalcheva, Hristina; Dinka, Maria; Agoston-Szabo, Edit; Berczik, Arpad; Kalchev, Roumen; Tarjanyi, Nikolett; Kiss, Anita",,,,,,,,"BACTERIOPLANKTON FROM TWO HUNGARIAN DANUBE RIVER WETLANDS (BEDA-KARAPANCSA, DANUBE-DRAVA NATIONAL PARK) AND ITS RELATIONS TO ENVIRONMENTAL VARIABLES",,,,,,,,Transylvanian Review of Systematical and Ecological Research,,,,18,1,,,1,12,,10.1515/trser-2015-0075,,,,2016,2016,"Seasonal and spatial distribution of bacterioplankton from two Hungarian oxbow lake type wetlands, Mocskos-Danube and Riha, was studied. They were both covered by macrophytes and they had different hydrological connectivity to the Danube. The six sampling campaigns from April to October 2014 included parallel samples from the Danube River at Mohacs, Hungary. Bacterial abundance was the highest in spring and in Mocskos-Danube, followed by Mohacs and Riha. Positive relationships existed between bacterioplankton and temperature on one hand and suspended solids, pH, PO4-P and chl-a on the other. Negative correlations were with DOC, dissolved oxygen and NH4-N.",,,,,,,,,2,0,0,0,2,0,2,,,1841-7051,2344-3219,,BIOSIS:PREV201800624763,,
J,"Negishi, Junjiro N.; Katsuki, Kotaro; Kume, Manabu; Nagayama, Shigeya; Kayaba, Yuichi",,,,"Kume, Manabu/Y-5237-2018; Kume, Manabu/AAI-7926-2020","Kume, Manabu/0000-0001-7287-029X; Kume, Manabu/0000-0001-7287-029X",,,Terrestrialization alters organic matter dynamics and habitat quality for freshwater mussels (Unionoida) in floodplain backwaters,,,,,,,,Freshwater Biology,,,,59,5,,,1026,1038,,10.1111/fwb.12325,,,,MAY 2014,2014,"Anthropogenically induced reduction in flood inundation frequency often leads to terrestrialisation, which accompanies establishment and expansions of tree cover on areas formerly with little or no trees. We tested hypotheses that terrestrialisation degrades habitat for freshwater mussels (Unionoida: Unio douglasiae nipponensis and Lanceolaria grayana) by changing the organic matter (OM) dynamics in floodplain backwaters.Stable isotope composition of seston, periphyton, fine and coarse benthic particulate OM (FBPOM and CBPOM) and mussel tissues was measured to understand OM dynamics and food webs in 14 backwaters in the middle segment of the Kiso River, Japan. Isotope ratios, C:N ratio and chlorophyll a as a proxy of food resource characteristics and the frequency of hypoxia were related to mussel growth rates.delta C-13 of seston, periphyton and FBPOM was low at sites with lower inundation frequency (a greater degree of terrestrialisation), whereas such a trend was not observed for CBPOM (i.e. riparian leaf litter). Mussels fed exclusively on seston or mixtures of seston and periphyton with their delta C-13 tracking fluctuations in food resources.Sestonic delta C-13 differences were attributed to changes in dominant carbon origin from predominantly river-borne to autochthonous sources, while periphytic delta C-13 differences were possibly caused by a varying level of dependence on respiratory CO2. FBPOM-delta C-13 differences were associated with a greater contribution of CBPOM to the FBPOM pool in infrequently flooded backwaters. Variability in mussel growth was more closely related to hypoxia than food resource characteristics.We inferred that terrestrialisation changes quality of seston and benthic detritus and degrades habitat conditions largely by accumulating riparian leaf litter in the benthic detrital pool and increasing the frequency of hypoxia. The removal of riparian trees may temporarily improve habitat condition in backwaters heavily affected by terrestrialisation. However, ecological integrity in the long run requires the recovery of the process that suppresses terrestrialisation, which includes restoration of incised channels and flood pulses.",,,,,,,,,6,0,0,0,6,0,6,,,0046-5070,1365-2427,,BIOSIS:PREV201400370733,,
J,"Persic, Vesna; Horvatic, Janja",,,,"Persic, Vesna/AAK-6674-2021; Persic, Vesna/AAB-3941-2020","Persic, Vesna/0000-0002-5417-7499; ",,,Spatial Distribution of Nutrient Limitation in the Danube River Floodplain in Relation to Hydrological Connectivity,,,,,,,,Wetlands,,,,31,5,,,933,944,,10.1007/s13157-011-0208-1,,,,OCT 2011,2011,"In this paper, we describe the influence of flooding on nutrient conditions and phytoplankton Chl-a concentrations in a hydrologically dynamic Danube floodplain in North-Eastern Croatia. Based on hydrological typology, the connectivity gradient extends from the main river stream (Eupotamal) to the backwater channels and side-arms (Parapotamal) to the edge of the floodplain (Paleopotamal). A spatial gradient of phytoplankton Chl-a occurred during low water levels, while uniformity of Chl-a across wetland habitats was observed during high water levels. Nutrient enrichment assays indicated that inorganic nutrients in Eupotamal waters (N/P ratio 16-22) could support a higher growth rate of the assay alga Chlorella kessleri, while potential N limitation was found in Parapotamal and Paleopotamal waters (both with N/P ratios< 14). Spatial expansion of N limitation toward the main river was observed as inundation continued. Lateral flood pulse connectivity along with the duration of inundation period affects the input and the retention of nutrients, especially of nitrogen. Understanding of the relationship between spatial (location of the floodplain waterbodies regarding the river) and temporal (hydrological connectivity between the river and its floodplain) dimensions contribute to the importance of healthy floodplains for the maintenance of water quality and environmental conditions in the Danube River.",,,,,,,,,23,0,0,0,17,0,23,,,0277-5212,1943-6246,,BIOSIS:PREV201100752041,,
J,"Hill, Ryan A.; Weber, Marc H.; Debbout, Rick M.; Leibowitz, Scott G.; Olsen, Anthony R.",,,,"Weber, Marc/AAG-1392-2019; Weber, Marc/AAA-5400-2020","Weber, Marc/0000-0002-9742-4744; Leibowitz, Scott/0000-0002-9955-9503; Olsen, Anthony R./0000-0001-7263-3868; Hill, Ryan/0000-0001-9583-0426",,,The Lake-Catchment (LakeCat) Dataset: characterizing landscape features for lake basins within the conterminous USA,,,,,,,,Freshwater Science,,,,37,2,,,208,221,,10.1086/697966,,,,JUN 2018,2018,"Natural and human-related landscape features influence the ecology and water quality of lakes. Summarizing these features in a hydrologically meaningful way is critical to understanding and managing lake ecosystems. Such summaries are often done by delineating watershed boundaries of individual lakes. However, many technical challenges are associated with delineating hundreds or thousands of lake watersheds at broad spatial extents. These challenges can limit the application of analyses and models to new, unsampled locations. We present the Lake-Catchment (LakeCat) Dataset (https://www.epa.gov/national-aquatic-resource-surveys/lakecat) of watershed features for 378,088 lakes within the conterminous USA. We describe the methods we used to: 1) delineate lake catchments, 2) hydrologically connect nested lake catchments, and 3) generate several hundred watershed-level metrics that summarize both natural (e.g., soils, geology, climate, and land cover) and anthropogenic (e.g., urbanization, agriculture, and mines) features. We illustrate how this data set can be used with a random forest model to predict the probability of lake eutrophication by combining LakeCat with data from US Environmental Protection Agency's National Lakes Assessment (NLA). This model correctly predicted the trophic state of 72% of NLA lakes, and we applied the model to predict the probability of eutrophication at 297,071 unsampled lakes across the conterminous USA. The large suite of LakeCat metrics could be used to improve analyses of lakes at broad spatial extents, improve the applicability of analyses to unsampled lakes, and ultimately improve the management of these important ecosystems.",,,,,,,,,15,0,0,0,9,0,18,,,2161-9549,2161-9565,,BIOSIS:PREV201800492376,29963332,
J,"Caglierani Casanova, Silvia Maria; Panarelli, Eliana Aparecida; Henry, Raoul",,,,,,,,"Rotifer abundance, biomass, and secondary production after the recovery of hydrologic connectivity between a river and two marginal lakes (Sao Paulo, Brazil).",,,,,,,,Limnologica,,,,39,4,,,292,301,,,,,,December 2009,2009,"Rotifera density, biomass, and secondary production on two marginal lakes of Paranapanema River were compared after the recovery of hydrologic connectivity with the river (Sao Paulo State, Brazil). Daily samplings were performed in limnetic zone of both lakes during the rainy season immediately after lateral inflow of water and, in the dry period, six months after hydrologic connectivity recovery. In order to identify the factors that affect rotifer population dynamics, lake water level, volume, depth, temperature, transparency, dissolved oxygen, pH, alkalinity, conductivity, suspended solids, nutrients, and chlorophyll-a were determined. Variations of water physical and chemical factors that affect rotifer population were related to the lake-river degree of connection and to water level rising after drought. The water lateral inflow from the river resulted in an increase in lake water volume, depth, and transparency and a decrease in water pH, alkalinity, and suspended solids. The lake with the wider river connection, more frequent biota exchange, and larger amount of particulate and dissolved materials was richer and more diverse, while rotifer density, biomass, and productivity were lower in both periods studied. Density, biomass, and secondary production were higher in the lake with the smaller river connection and the higher physical and chemical stability. Our results show that the connectivity affects the limnological stability, associated to seasonality. Stable conditions, caused by low connectivity in dry periods, were related with high density, biomass and secondary production. Conversely, instability conditions in rainy periods were associated to elevated richness and diversity values, caused by exchange biota due to higher connectivity. (C) 2008 Elsevier GmbH. All rights reserved.",,,,,,,,,0,0,0,0,0,0,0,,,0075-9511,,,ZOOREC:ZOOR14605031370,,
J,"Lopes, Paloma M.; Bini, Luis M.; Declerck, Steven A. J.; Farjalla, Vinicius F.; Vieira, Ludgero C. G.; Bonecker, Claudia C.; Lansac-Toha, Fabio A.; Esteves, Francisco A.; Bozelli, Reinaldo L.",,,,"Bonecker, Claudia C/D-5946-2013; Bini, Luis Mauricio/D-5865-2013; Vieira, Ludgero/G-6985-2017; Vieira, Ludgero/C-7251-2015; Lansac-Toha, Fabio A/I-3556-2016; Farjalla, Vinicius/G-4945-2010; Declerck, Steven/E-4338-2010; Bozelli, Reinaldo/S-6414-2019; Farjalla, Vinicius F/V-4351-2019; KNAW, NIOO-KNAW/A-4320-2012","Bonecker, Claudia C/0000-0003-4338-9012; Bini, Luis Mauricio/0000-0003-3398-9399; Vieira, Ludgero/0000-0002-9411-6666; Vieira, Ludgero/0000-0002-9411-6666; Farjalla, Vinicius/0000-0003-4084-5983; Declerck, Steven/0000-0001-6179-667X; Farjalla, Vinicius F/0000-0003-4084-5983; KNAW, NIOO-KNAW/0000-0002-3835-159X",,,Correlates of Zooplankton Beta Diversity in Tropical Lake Systems,,,,,,,,PLoS One,,,,9,10,,,e109581,Article No.: e109581,,10.1371/journal.pone.0109581,,,,OCT 16 2014,2014,"The changes in species composition between habitat patches (beta diversity) are likely related to a number of factors, including environmental heterogeneity, connectivity, disturbance and productivity. Here, we used data from aquatic environments in five Brazilian regions over two years and two seasons (rainy and dry seasons or high and low water level periods in floodplain lakes) in each year to test hypotheses underlying zooplankton beta diversity variation. The regions present different levels of hydrological connectivity, where three regions present lakes that are permanent and connected with the main river, while the water bodies of the other two regions consist of permanent lakes and temporary ponds, with no hydrological connections between them. We tested for relationships between zooplankton beta diversity and environmental heterogeneity, spatial extent, hydrological connectivity, seasonality, disturbance and productivity. Negative relationships were detected between zooplankton beta diversity and both hydrological connectivity and disturbance (periodic dry-outs). Hydrological connectivity is likely to affect beta diversity by facilitating dispersal between habitats. In addition, the harsh environmental filter imposed by disturbance selected for only a small portion of the species from the regional pool that were able to cope with periodic dry-outs (e.g., those with a high production of resting eggs). In summary, this study suggests that faunal exchange and disturbance play important roles in structuring local zooplankton communities.",,,,,,,,,50,0,0,0,47,6,53,,,1932-6203,1932-6203,,BIOSIS:PREV201400794556,25330034,
