"ID","connectivity_type","connectivity_measure","seasonal_code","repeats_code","chlorophyll","country","watershed","water_body_type","basin_size","site_size","water_body_size","latitude","longitude","year","seasonality","seasons","study_type","connectivity","lateral","longitudinal","hyporheic","spatial","temporal_def","temporal","connectivity_process","connectivity_quantitative","connectivity_metric","connectivity_def","predictors","responses","primary_productivity_metric","chlorophyll_method","chlorophyll_response","p_value","food_web","mean","sd","n","data_published","data_figure","data_analysis_method","include_exclude","notes","regulated","cc_notes","meta_analysis","include_exclude_reason"
"chl_21","2","d","n","n","ÃÂ¼g LÃ¢ÂÂ1","china","Yangtze","lake",NA,"variable","variable","several","several","2008-2011","N","all","observational","Y","N","Y","N","Y","N","N","river stage - control




gates/dams","N","water quality","flow rate/residence time","lake morphology, hydrologic characteristics","Chl-a, nutrients","chl-a","lab","mixed, Chl-a concentration in the lakes with relative depth less than 0.09 were significantly higher than those with  relative depth greater than 0.09 - Table 2; Chl-a in the lakes hydraulically connected with rivers were lower than in the isolated lakes (Table 3); chl tended to increase with increase of relative depth for the lakes with spatial area less than 25 km2 and decrease with increase of relative depth for lakes with spatial area greater than 25 km2","Y","N","Y","N","Y","2014","Y","correlation analysis","include","seasonality not discussed","yes, no",NA,"Y","all 3 criteria met"
"chl_47","1, 2","b,i","y","n","ÃÂ¼g LÃ¢ÂÂ1","china","pearl","estuary",NA,"not defined","not defined","N 22.5","E 113.5","2016","Y","winter, summer","observational","Y","Y","Y","N","Y","more than one season","Y","river inflow, tidal currents","Y","source contributions and transport routes","discharge, salinity","river-tide dynamics","trace metals","chl-a","lab","increase, higher chla observed near the mouths of freshwater outlets of the estuary","N","N","Y","N","Y","2021","Y","pearson's correlation analysis, multiple linear regression, hierarchial clustering, coefficient of variance to describe the spatial variability","include","water boday and site size not defined but could estimate water body/site size from map; riverine inputs to estuary are regulated but estuary itself is not; percent of variance of eigenvalues exists in table 1","no",NA,"Y","all 3 criteria met"
"chl_17","2","b,d","y","y","Y","USA","Upper Mississippi River, Illinois River","floodplain river",NA,NA,"1300 river km",NA,NA,"1994-2002, 2004-2011","Y","spring (last week April), summer (last week July), autumn (2nd week October)","observational","Y","Y","N - different reaches but no analysis of differences","N","Y","three seasons (see seasons); 17 years of data","Y","not described but dams mentioned","N","habitat","backwater vs main channel","discharge","ISS, VSS, chlorophyll, nutrients (total N, total P, NO3-, NO2-, NH3/NH4+, soluble reactive P, DIN): 1) concentration; 2) relative difference between concentration in backwater and concentration in main channel","chlorophyll-a","fluorometrically","decrease in connected channel areas (higher in backwater). Exceptions may be due to times when N is limiting, when low discharge increases residence time in main channel, when high veg shades production.",NA,"phytoplankton","N","N","Y","not reported","Y","locally weighted least squares regression; multiple regression, regression tree analysis (ISS and TP)","include",NA,"Y","habitat: backwater vs main channel; discharge","N",NA
"chl_3","2","c,d","y","n","Y","Brazil","Central Amazon floodplain","lake, channel, ressaca (intermittent shallow channels) in floodplain",NA,NA,NA,"3ÃÂ°50'0""-2ÃÂ°0'0"" S","65ÃÂ°10'0"" -64ÃÂ°0'0""W","2009, 2010","Y","high (5/20-6/11/2009) and low (11/11-12/2009/10; 8/29-9/7/2010) water level periods, which are dependent on precipitation","observational","Y","Y","N","N","Y","two seasons (high/low); 1.5 years (1 year high/low, 1 year low)","Y","precipitation","N","water level; habitat","high (5/20-6/11/2009) and low (11/11-12/2009/10; 8/29-9/7/2010) water level periods; aquatic system type (lake, channel always connected; ressaca sometimes dried out during low water level periods)","aquatic system type (lake, channel, ressaca); hydrological year phase (low, high water phase)","surface temperature, conductivity, pH, dissolved oxygen, turbidity, transparency, suspended inorganic and organic matter, chlorophyll-a, pheophytin, total nitrogen, total phosphorus, organic and inorganic carbon","chlorophyll-a","lab","decrease in high water period; during low water, increase in more connected habitats",NA,"phytoplankton","Y","N","Y","not reported","Y","PERMANOVA two-way crossed design; Canonical Analysis of Principal Coordinates (CAP)","include","does pheophytin count as a primary productivity metric? Seems to be post-photosynthesis?","U","C (sometimes organized by month) is high or low water phase by date, D (river always connected but lake and ressaca change) is aquatic habitat type","Y",NA
"chl_35","2","c,d","y","n","Y","Austria","Danube River","river-floodplain complex",NA,NA,"drains




104 000 km2 area; 10 km long river segment; channel network 37km; 520ha floodplain area",NA,NA,"1995, 1996","Y","Winter, Spring, Summer, Autumn; also connectivity phases could be related to wet/dry seasons","observational","Y","Y","N","maybe? Mentions groundwater.","Y",NA,"N","not described","Y","water level","disconnection (Phase I <MW -0.2m), seepage inflow groundwater (phase II MW -0.2 - 1.5m), upstream surface connection overbank (Phase III >MW 1.5m)","connectivity","specific conductance, temperature, dissolved oxygen, nitrate, suspended solids, particulate organic carbon, chlorophyll-a, dissolved organic matter, fine and coarse particulate matter","chlorophyll-a; Particulate organic matter: CPOM (>1.0MM), SPOM (0.1-1.0mm); contribution of chl-a to POC; chl-a, SPOM, CPOM, FPOM, DOC, POC flux (metric tons/year)","HPLC after extraction with hot ethanol","not significant; highest chla- in spring, contribution of chla to POC highest in autumn/winter and higher in floodplain. Above 3000m^3/s, decrease in concentrations.",NA,"phytoplankton; zooplankton","Y","Y","Y","not reported","Y","Wilcoxon paired-sample test (river-floodplain); correlation analyses (discharge vs parameters)","include","CPOM and SPOM significantly greater in main channel; floodplain major sink for FPOM, SPOM, POC, but also a net exporter. I think the fact there might be a optimal flow for chla could be relevant to us.","Y","C = categorical water level, D = 3 sites, one in channel, two in side channel","Y",NA
"chl_43","2","c","n","y","Y","Argentina","Maluco river-floodplain system","river-floodplain complex",NA,NA,"1,580.4 ha","18ÃÂº 05Ã¢ÂÂ 24.49Ã¢ÂÂ N, 92ÃÂº 45Ã¢ÂÂ 34.30Ã¢ÂÂ W and 18ÃÂº 05Ã¢ÂÂ 22.47Ã¢ÂÂ N, 92ÃÂº 45Ã¢ÂÂ 10.45Ã¢ÂÂ W","18ÃÂº 05Ã¢ÂÂ 24.49Ã¢ÂÂ N, 92ÃÂº 45Ã¢ÂÂ 34.30Ã¢ÂÂ W and 18ÃÂº 05Ã¢ÂÂ 22.47Ã¢ÂÂ N, 92ÃÂº 45Ã¢ÂÂ 10.45Ã¢ÂÂ W","2004, 2005","N",NA,"observational","Y","Y","N","N","Y","6 sampling time points per year (Feb-Dec, every 2 months)","Y","not described","N","water level","not really defined, but overbanking would have led to connection. In this situation, disconnected.","water level","No2-, No3-, NH4+, TP, Chla","chlorophyll-a","SCOR-UNESCO 1966 (lab?)","not significant; decrease with higher WL but not sure it was significant",NA,"phytoplankton","N","SE","Y","not reported","Y","PCA, similarity profile","include","neither year was an overbank year.","U","water level, as corresponds to sampling event","Y",NA
"chl_54","2","c,d","y","n","Y","Brazil","Patos lagoon, Upper Parana River, Ivinhema River","floodplain lake",NA,NA,NA,NA,NA,"1993, 1994","Y","month, representing high or low water levels","observational","Y","Y","N","N",NA,"month","Y","not described but precipitation during some seasons","Y (one plot of water level vs chlorophyll); rest N (month to represent high or low)","water level","water level = mean 14 days water level; used months to represent high vs low water level","water level (numeric for chla), water level month (applicable to rest of analyses), precipitation, depth, habitat","chlorophyll, total phosphorus, reactive soluble phosphorus, total Khedhahl nitrogen, silica, CO2, bicarbonate, total Nitrogen, water flow, temperature,","chlorophyll","Golterman et al. 1978?","decrease",NA,"phytoplankton","N","N","Y","not reported","Y","regression; PCA","include","Flood events led dilution in nutrients/chlorophyll, followed by intense decomposition (flooded vegetation) when environments interconnected. During low connectivity, precipitation influenced events. |High water = high CO2, low O2, low phytoplankton","U","C is sometimes quantitative water level, sometimes not","Y",NA
"chl_62","1, 2, 3","a,c,d","n","y","Y","Canada","Utikuma River Drainage Basin","boreal lakes",NA,"0.01-3000 ha",NA,"map","map","1984-1991, 1993-1994, 1997-2003","N",NA,"observational","Y","Y","Y","Y","Y","year","Y","land-to-lake: saturated overland flow, lake-to-lake: streamflow, groundwater: Ca+Mg variation","N","land-lake: surface overland flow, lake-lake: stream connections, groundwater: groundwater flow path length","land-lake: % wetland in contributing area (using soil moisture, satellite imagery, buffering area), lake-lake: isolated




(no stream connections), outflow (only outflowing stream),




and flow through (both inflowing and outflowing streams) (based on DEM, classifications by Strahler order, modified, and lake connectivity index - Martin and Sorano), groundwater: Ca + Mg, where higher values indicate higher flow path length,  absorbing more P","connectivity (surface-lake, lake-lake, groundwater), Ca-Mg (flow path length), % wetland","trophic status (chla)","chlorophyll","satellite","increase with flow path length, decrease with % wetland, increase with lake connectivity",NA,"phytoplankton","Y","N","Y","not reported","Y","regression trees","include","boreal lakes - are these relevant?","U","1D: lake connectivity index, based on type of stream connections; 2C: long-term average of percent wetland within contributing area (continuous, not categorical); 3A: Ca+Mg as proxy for groundwater flow length","Y",NA
"chl_71","2","d","n","n","Y","Argentina","Salado River Basin","Pampean Lakes",NA,NA,"600 ha and 1700 ha","35ÃÂº 47Ã¢ÂÂS 57ÃÂº 52Ã¢ÂÂW, 36ÃÂº 04Ã¢ÂÂS 58ÃÂº 01Ã¢ÂÂW","35ÃÂº 47Ã¢ÂÂS 57ÃÂº 52Ã¢ÂÂW, 36ÃÂº 04Ã¢ÂÂS 58ÃÂº 01Ã¢ÂÂW","2016, 2017","N",NA,"observational/cage","Y","Y","N","N","Y","6 sampling time points","Y","hydro-meteorological conditions (e.g. rainfall)","N","type of lake","connected lake/not connected lake","lake (type)","water temperature, conductivity, pH, depth, transparency, hourly rainfall, phosphorus, dissolved nutrients, chlorophyll-a, phosophorus, nitrite, ammonia nitrogen","chlorophyll-a; phytoplankton","fluorometrically","not significant",NA,"phytoplankton; zooplankton; fish","Y","Y","can be determined","not reported","Y","MANOVA; Spearman correlations; ANOVA; one-way ANOSIM, SIMPER, 2-way ANOVA","include","Difference in species comp phyto (Cyanobacteria in connected lake); More cladocerans in disconnected","U","lake: connected/not connected","Y",NA
"pro_18","2","d,e","y","n","Y","USA","Illinois River","floodplain lakes",NA,NA,"484 ha (Merwin) and 2723 ha (Emiquon)",NA,NA,"2013","Y","months","observational","Y","Y","N","N","Y","month; pre-flood, flood, post-flood","Y","levee failure from rain, flooding","N","habitat; flood period","river vs lake; pre-during-post flood",NA,"water temperature, dissolved oxygen, pH, conductivity, turbidity, total depth, secchi depth, chla, TSS, nitrate, soluble reactive phosphorus, total ammonia, total phosphorus, total nitrogen, pelagic bacterial community composition, zooplankton; aquatic vegetation; fishes; waterbirds","chlorophyll a","lab","greater at more connected lake",NA,"phytoplankton; zooplankton; fishes; waterbirds","N","N","Y","not reported","Y","NMDS, ANOSIM, Shannon diversity index","include",NA,"U","D: comparison of a site with longer flooding vs shorter flooding; E: sampled by month but talk in terms of pre-flood, flooding, and post-flood","Y",NA
"pro_20","2","c,d","y","y","Y","USA","Upper Missippi River",NA,NA,NA,NA,"map","map","2006, 2007","Y","day of year","observational","Y","Y","N","N","Y","model results by day of year","Y","not described","N","habitat (main channel vs backwater)","main channel, backwater, backwater could be low connectivity or high connectivity depending on number of connections to main channel","total daily surface irradiance, mean daily water temperature, TN, TP, chlorophyll,  discharge","dissolved oxygen, rates of ecosystem metabolism","aquatic GPP, aquatic respiration, aquatic net ecosystem production (NEP)","fluorometrically","chlorophyll is a predictor",NA,"aquatic ecosystem","N","N","N","not reported","Y","first order autoregressive model","include","backwater had greater GPP and R than main channel, but NEP>0 more common in main channel. Chlorophyll correlated with NEP, R, GPP in models. Chlorophyll is not the response variable here.","Y","habitat: backwater (low connectivity and high connectivity) vs main channel","N",NA
"pro_24","1,3","d","n","y","N","USA","Bandy Experimental Ranch, Blackfoot Valley","depressional wetlands",NA,"1609 x 804m",NA,"113.2341deg W)","47.0566deg N","1976-1999","N",NA,"observational","Y","N","from high to low elevation?","Y","Y","year","Y","overland flow from spring snowmelt","N","isolated vs connected wetland","receives surface/groundwater inflow; does not","Type of wetland (ground water discharge vs. surface water discharge, connected vs isolated), precipitation, geomorphology","Species richness, species evenness, net primary productivity, vegetation species comp","NPP",NA,NA,NA,"vegetation","Y","SE","Y","not reported","Y","DCA for vegetation species composition and relationships with abiotic measurements","include","Not relevant to our system. Lots of variation in dates for different parameters. The study was between 1998-1999.",NA,"1D, 3D: isolated (no visible connection to other wetland) vs connected wetlands (visually confirmed or suspected connection to upslope wetland)","N",NA
"pro_33","0","g","n","y","N","USA","Lake Logan Martin (part of Coosa River), Choccolocco Creek","lake, creek",NA,"Lake Logan Martin: 6179 ha",NA,"map","map","1996, 1999, 2000, 2001, 2002","N","drought","observational","N","N","N","N","Y","years; drought periods","Y",NA,"N","habitat","lentic vs lotic","PDSI (drought index); Habitat (lotic vs lentic)","fish lipid content, fish growth",NA,NA,NA,NA,"fish","N","SE","Y","not reported","Y","Pearson correlation, ANCOVA, growth modeling","include","wholly focused on fish. lentic vs lotic - does this count as connectivity?More ""hydrologic habitats."" Really don't discuss connectivity in this paper so I put ""N"" for connectivity but did put lentic v lotic as a classification for the coding exercise.  did not separate out fish analyses since not phyto.","N","habitat: lentic vs lotic. No mention of connectivity except one small note in intro.","N",NA
"pro_7","2","c","y","y","N","South America","Amazon River Basin",NA,NA,"2000-km reach",NA,"22ÃÂ° 43Ã¢ÂÂ12Ã¢ÂÂÃ¢ÂÂS e 53ÃÂ° 17Ã¢ÂÂ37Ã¢ÂÂÃ¢ÂÂW","22ÃÂ° 43Ã¢ÂÂ12Ã¢ÂÂÃ¢ÂÂS e 53ÃÂ° 17Ã¢ÂÂ37Ã¢ÂÂÃ¢ÂÂW","1982-1991","Y","low water, rising, falling","modeling","Kind of?","Kind of?","N","N",NA,"low water, rising, falling waters",NA,"not described","N","hydrograph stage","low water, rising, falling waters","Hydrograph stage, station","carbon flux, proportion of aquatic carbon flux, Carbon13 isotopic signature, Nitrate, pH, O2, DON, DOC/DON, fumic to humic acid ratio, outgassing rates of CH4, , mineralization rate of DOM, moreÃ¢ÂÂ¦","Carbon flux, Carbon isotopic signature",NA,NA,NA,NA,"overall mean annual flux","N","N","Y","Y","process-based model","include","There is a lot I don't understand in this paper. The main useful takeaway seems to be that flooded area and discharge affect the processes. During low waters, there is more aquatic photosynthesis, and depending on water stage (falling, low, rising), main source (terrestrial/aquatic) of carbonsequestraton will change.","U","season = falling water, low water, rising water. This study not really focused on connectivity, but does talk about water stage.","N",NA
"chl_22","2","b,c","y","y","ug/L","US","Guadalupe","estuary",NA,"10km","10km","N",NA,"2005-2006","Y","Y","observational","Y","Y","N","N","Y","connected","Y","critical depth at which ponds connected","Y","surface water connectivity","critical depth (tidal creek water level above which surface water connection occurs) build on relationship btwn tidal creek and pond water level","chl-a, sediment, TSS","chl-a","chl-a","photometric","mixed","<.005","Y","N","N","Y","N","N","statistical, nmds","Y","chlorophyll used as surrogate for algal biomass, sampled monthly but lack clear dataset, could pull from figures?","no","monthly sampling using chla as surrogate for algal biomass and food web floodpulse concept","N","connectivity and chl-a"
"chl_33","1, 2","d,e","n","n","ug/L","Austria","Danube","river",NA,"large","350km","N",NA,"1991","N",NA,"observational","Y","Y","Y","Y","Y",NA,"N","water level at different habitat transects","N","cross section measurements of nutrients/wq","water flow/level","chl-a","chl-a","chl-a and inorg sed, nitrate","photometric","mixed",NA,"N","N","N","N","N","Y","statistical, lm","Y",NA,"yes","effect of hydrologic connectivity/flood pulses on backwater nutrients and trophic process","N","connectivity metric, response"
"chl_41","1, 2","b,c,d","y","n","ug/L","North America","Saskatchewan","floodplain",NA,"large","10000 sqkm","Y",NA,"2014","Y","wet/dry","observational","Y","Y","Y","N","Y","2 seasons","Y","dams, precip, snowmelt","N","remote sensing, dO18 and dH2, and connectivity class (based on flow)","surface water coverage area for different flood categories (discharge based)","dO18 and dH2","dO18 and dH2, Surface Water Coverage Area (SWCA), O, TN, TP, DOC, chl- a,SO 4,NO 3- NO 2,NH 3-NH 4, turbidity, pH, and conductivity","chl-a and others","Turner Trilogy fluorometer following a 7 min digestion in 90% EtOH at 80 ÃÂ°C","mixed","N","N","N","N","Y","N","Y","isotope, remote sensing, PCA","Y","drainage area 405 864 sqkm, could extract from figures but not clear what specific mean would be for connectivity measure","no","floodplain connected lakes via surface water remote sensing","N","connectivity metric"
"chl_51","1","b,c,e","y","n","ug/L","Africa","Congo","river",NA,"large","1700 km","N",NA,"2013-2014","Y","wet/dry","observational","Y","Y","Y","N","Y","wet/dry","Y","high flow, falling flow","N","phytoplankton","chla composition, diatom vs. green algae","phytoplankton","chl-a, TSM, DOC, POC","phytoplankton","Li-Cor LI-190 Quantum Sensor","mixed","N","Y","Y","N","Y","Y","Y","phytoplankton analysis","Y","chla differed between two periods studied in the mainstem","no","chlorophyll in mainstem and trib during high water and falling water","N","connectivity metric"
"chl_60","1, 2","a","n","n","ug/L","Canada","St Lawrence River","river",NA,"large","1600000 sqkm","Y",NA,"2006","N",NA,"observational","Y","Y","Y","N","Y",NA,"N","river flow","Y","water mass distribution map AEM","asymmetric eigenvector map","DOM components (heavy or labile)","chl-a, P, bacterial abundance, irradiance","DOM/DOC","machine","mixed","N","Y","Y","Y","Y","Y","Y","eigenvector","Y","dense paper but may be difficult to extract connectivity specific metric for use","no","difference in env vs. spatial variation for describing high protein weight DOM vs. more labile DOM.","N","connectivity metric"
"chl_68","2","c,d,e","y","n","ug/L","Austria","Danube","floodplain",NA,"large","350km","N",NA,"2009, 2013","Y","wet/dry","observational","Y","Y","Y","N","Y","wet/dry","Y","flow connection","Y","CV of variables when connected across sites (based on water connection and duration)","categorical small/large floodplain and rarely or frequently connected","non-reactive geochemical (Ca, Alk, Cl, DOC)","chl-a, NO3, NH4, PO4, SO4","chl-a","photometric","mixed","N","N","Y","N","Y","Y","Y","anova/tukey","Y",NA,"yes","biogeochemical comparison in connected small and large floodplain areas","N","connectivity metric"
"chl_78","2","g","n","n","ug/L","China","Yangtze","lake",NA,"large","large","N",NA,"2004-2010","N",NA,"modeling","N","Y","N","N","Y",NA,"N","connectivity type for lakes","N","connectivity type, river connected, river isolated, and non-river connected lakes",NA,"TN, and TP","chl-a","chl-a","photometric","mixed","N","N","N","N","Y","N","Y","models using mult methods","Y","dense modeling paper, not really on target for our purposes","no","goals of paper were to derive chla critera based on cyanotox limits for drinking water supply. Connectivity was used to classify lake-river connections, but no mention of method.","N","chl-a"
"pro_15","3","c,f","n","n",NA,"Australia","Pilbara","creek",NA,"small","small","Y",NA,"2012","N","wet/dry","observational","Y","N","Y","Y","Y",NA,"N","alluvial/hyporheic water connection","Y","water isotope and DIC isotope",NA,"DOM, DOC, DIC, H","DIC","none",NA,"none","N","Y","Y","Y","Y","Y","Y","isotope & DIC measure","Y","method comparison of DIC isotope and water isotopes in two isolated pools of a creek to compare ER and GPP in relation to DO","no","method of isotope, DIC, and DO comparison to see ER and GPP response","N","mentions connectivity"
"pro_21","2","c,d","y","n","ug/L","Denmark","Roskilde Ford","estuary",NA,"30km","123 sqkm","N",NA,"2015-2016","Y","spring/winter","observational","Y","Y","N","N","Y","spring/winter","Y","depth and wind connections in estuary","Y","GPP, NEP","net ecosystem production and gross primary production","GPP, NEP","GPP, NEP","chl-a","photometric","increase",NA,"Y","Y","Y","Y","Y","Y","chl-a increased with draw down of Diss inorganic N in late Apr, but overall chl-a is low. Correlates with increase GPP and respiration in spring, GPP increased more strongly with water temps and solar radiation.","Y",NA,"no","seasonal measurements of ecosystem metabolism across lateral depth gradients using GPP and NEP to assess productivity connectivity (metabolic) between shallow and deep sites.","N","chl-a and foodweb discussion"
"pro_44","2","b","y","y",NA,"Poland","Vistula","river",NA,"large","1068km","Y",NA,"2006-2008, 2013",NA,"potamophase/limnophase","observational","Y","Y","N","N","N","monthly april to sept","Y","connected oxbow",NA,"zooplankton diversity","shannon-weaver diversity index","zooplankton and physical chem params","DO, conductivity, pH, secchi","zooplankton",NA,"none","N","Y","Y","Y","Y","Y","Y","CCA of diversity and physio params","Y",NA,"no","measured water quality and zooplankton bi monthly in connected/disconnected oxbow in Poland","N","connectivity & zooplankton"
"pro_69","1","a,b,f","y","y",NA,"Canada","Batchawana and Magpie","river",NA,"30km","large","Y",NA,"2003-2006","Y","spring/summer","observational/experimental","Y","N","Y","N","Y","spring/summer, regulated unregulated","Y","River regulation","Y","food web length based on isotopes and ramping rates","inverts to fish deltaN15","deltaN15","N15, C13","N15",NA,"none","N","Y","Y","Y","Y","Y","Y","isotopic analysis of food web chain length","Y",NA,"yes","measured isotopes for food web length in regulated vs unregulated sites in river","N","connectivity of foodweb length, but less about connectivity of flowsÃ¢ÂÂ¦more about flow regimes"
"pro_75","1, 2","g","n","n",NA,"USA","Louisiana","wetland",NA,"large","14000 sqkm","Y",NA,"2003-2013","Y","annual","remote sensing","Y","Y","N","N","Y","pre/post flood","Y","wetlands open to hydrological fluxes","Y","NDVI and Sed potential","surfaces elev change in river and NDVI","NDVI, sediment potential",NA,"none",NA,"none","N","N","Y","Y","Y","Y","Y","remote sensing","Y","GIS NDVI paper looking at connectivity btwn floodplains and rivers in Louisiana","no","remote sensing so hard to infer measure in this way","N","connectivity measure"
"chl_5","0","h","n","y","mg/m3","Brazil","subtropical reservoirs in SÃÂ£o Paulo","reservoir","248219.481 km2",NA,"12.0 - 574000.0",NA,NA,"1998-2017","every 2 months, representing dry and wet seasons","dry and rainy","observational","n","n","n","n","y","rainy and dry","y","na","na","na","na","EC, DO, pH, TP, TN, chl, rainy/dry, latitude, longitude, size, altitude, and mean depth","lake type","chl",NA,"Chl-a showed higher correlations with TN in both dry and rainy seasons","correlations","no","y","no","n","no","n","principal component analysis based on a covariation matrix and cluster analysis","include","table with reference values for chl in lakes","The reservoirs




analyzed belonged to the following units: predominantly industrialized (units 2, 5, and 6), in the process of industrialization (units 4, 8, 12, and 13), conservation (unit 14), and predominantly agricultural (units 15 to 22)","the word connectivity is not present anywhere in this article","no",NA
"chl_10","1","b","n","n","ug cm-2","USA","Nyack Flood Plain, Middle Fork of the Flathead River in northwestern




Montana","floodplain","3,000 km2","200 m-long transect","~30 km2",NA,NA,"2004","120 sites beginning on June 25 and ending on August 4 2004.","month","observational","y","n","y","y","y","month","n","hyporheic flux","y","piezometer into the sediments and calculating vertical hydraulic gradient (VHG), hydraulic conductivity (K, cms-1), and vertical discharge (Q, cm3 s-1).","hyporheic-surface exchange","site category (upwelling, downwelling, neutral)","algal cell abundance, chl","benthic algae","spectrophotometric chlorophyll a analysis following methanol extraction","Algal cell density and chlorophyll a concentration were significantly higher at sites with hyporheic discharge (+VHG, upwelling) compared to both sites with hyporheic recharge (-VHG, downwelling) and sites




with no hyporheic-surface water exchange (=VHG, neutral) (ANOVA, P\0.05). The assemblages of algae at upwelling sites were also significantly different from downwelling and neutral exchange sites (ANOSIM, P\0.05). Filamentous green algae Stigeoclonium sp. and Zygnema sp. and a chrysophyte, Hydrurus foetidus (Villars) Trevisan were abundant at upwelling sites, whereas an assemblage of diatoms Achnanthidium minutissimum (KuÃÂ¨tzing) Czarnecki, Cymbella excisa KuÃÂ¨tzing, Diatoma moniliformis KuÃÂ¨tzing, and Gomphonema olivaceoides Hustedt, were the most abundant taxa at downwelling and neutral exchange sites, occurring attached to, or in close association with the stalks of Didymosphenia geminata (Lyngbye) Schmidt.","statistically significant (ANOVA, F2, 117 = 29.33, P<0.001, TukeyÃ¢ÂÂs test, P<0.05)","no","y","no","y","no","y","anova, linear regression","include","sd in figure","no","talk about other forms of connecitvity but analysis focuses on hyporheic","yes",NA
"pro_4","2","c","n","n","ugl -1","Austria","Danube Floodplain National Park","floodplain",NA,NA,NA,NA,NA,"2009","between July and October 2009, which covered the post-flood period.","5-9 dates post flooding","observational","y","y","y","y","y","5-9 dates of sampling. The intensity of sampling was more frequent at the onset of the post-flood phase (every few days) and decreased toward the end of the investigation period (every month). In subsystem I the first sample wastaken 7days after flood while in subsystem II, 3days after the flooding.","n","landscape alteration and water level",NA,"site, I semi-natural and restored side-arms of the river-floodplain, II temporarily disconnected backwaters, III permanently separated from the main channel","Subsystem I is located in a semi-natural and restored part of the river-floodplain, where two sidearms (A and B) were chosen. Although A and B are situated in different sections of the DFNP, both have very similar characteristics. They have been restored by lowering the riverbank, which results in frequent changes of lentic to lotic and flowing conditions (220 (A) and 180 (B) days per year). In subsystem II two temporarily disconnected backwaters (C) and (D) were selected. Section C and D are located in a semi-separated area of the floodplain, which is protected from direct flow-through by a levee and additional weirs. Here, a surface connection of back-waters with the main channel is established only rarely (average 18 days per year), during higher water level of the Danube (>1.30m above mean water). Subsystem III informer times was an integral part of theÃ¢ÂÂactiveÃ¢ÂÂ floodplain area, but due to a major regulation of the river in the nineteenth century (embankment and additional weirs), subsystem III has been permanently separated from the main channel. Therefore, it is never flushed even during excep- tional floods. Hence, surface connection with the Danube is never established; the only connection with the Danube is through infiltration from groundwater","system I, II, III, water level, temperature, oxygen saturation, vertical profiles of light intensity, nitrate, ammonia, dissolved organic nitrogen (DON)Ã¢ÂÂand soluble reactive phosphorus (SRP).","phytoplanlkton productivity and biomass, bacterial secondary production, bacterial abunance, DOM characterization, extracellulat enzymatic activity,","phytoplanlkton productivity and biomass, bacterial secondary production, bacterial abunance, DOM characterization, extracellulat enzymatic activity,","""standard""","Our results stress the importance of primary production in sustaining Bacterial secondary production in backwaters with a connectivity gradient. Nonetheless,the only modest variation of Bacterial secondary production compared to more dynamic primary production (the rate of carbon fixed in particulate organic matter (pPP), the rate of dissolved organic carbon released extracellularly by phytoplankton, and chl a) demonstrates that organic matter derived from sources other than phyto-planktonal sosupported  Bacterial secondary production in this river-floodplain system. chla (ugl -1) was highest in system I, intermediate in system II and lowerst in system III (statistically significant, data in Figure 2B)","y","no","y","no","y","no","y","T-test and One-Way ANOVA, Wilcox- and Kruska L-Wallis tests","include","boxplots with means and 25th and 75th percentiles in figure two (by the connectivity types), n = 42","parts of this area are severely impacted by human activity (river regulation),where as others were restored about 15 years ago",NA,"yes",NA
"pro_74","1","d","n","y","ÃÂ¼g LÃ¢ÂÂ1","USA","Brooks Mountain Range, Alaska (Lakes  Fog1,  Fog2, Fog3 and Fog5)","lake",NA,NA,"0.7 - 30.7 ha","68ÃÂ° 37.796Ã¢ÂÂ² N,","149ÃÂ° 35.834Ã¢ÂÂ² W","2013, 2014, 2015, 2016","May",NA,"observational","y","n","y","n","y",NA,"n","site","n","the lakes in one cluster of lakes are isolated with no surface water connectivity between the lakes (closed; n = 4) and contain arctic char as the only apex predator (e.g., Klobucar et al. 2017). The other cluster of lakes are leaky (n = 3) and defined by increased surface water connectivity (e.g., seasonal inlet and outlet steams).","varying degrees of connectedness (e.g., strings of lakes fully connected by perennial streams = hereafter Ã¢ÂÂopenÃ¢ÂÂ and seasonally, moderately connected lakes = hereafter Ã¢ÂÂleakyÃ¢ÂÂ;","lake, Surface area (ha), Max. depth (m) Mean depth (m), Secchi depth (m), Chl-ÃÂ± (ÃÂ¼g LÃ¢ÂÂ1)","fish catch and fish diets","chlorophyll-a concentrations","chlorophyll concentrations are average measurements","not analysed",NA,"yes","y","no","n","no","n","Bayesian Ellipses","include","chl used to characterize sites, focus of article is fihs diets","no",NA,"yes",NA
"chl_13","0","g","y","y",NA,"Poland, Germany","Young Glacial","river, ponds",NA,"32.5 sqkm","small (<1 ha)","N",NA,"2012-2014","Y","wet/dry","observational","Y","Y","Y","N","Y","2 seasons","Y","seasonal runoff and precip","N","total N, total P","river network density, total length of water courses, and pond surface area","total N, total P",NA,"none",NA,"none","N","N","Y","N","Y","Y","Y","biogenic ions and water levels","N",NA,"no","biogenic ion paper looking at drainage network length, density and surface area and changes in N and P in relation to pollution and flow.","N","doesn't mention chlorophyl or connectivity"
