"title","abstract","authors","article_type","pub_year","volume","database_id","database_type","ID","reviewer_name","consistency_check","marine_y_n","water_body_type","original_research_y_n","response_variable","connectivity_metric","inclusion","notes"
"linkages between flow regime, biota, and ecosystem processes: implications for river restoration","River restoration guided by research Human activities have altered the flow regimes of many of Earth's rivers, with negative impacts on biodiversity, water quality, and ecological processes. In a Review, Palmer and Ruhi explain how restoration designs now attempt to mimic ecologically important aspects of natural flow regimes, guided by insights into how variations in flow affect biota and ecosystem processes. To be successful, such efforts must go beyond accounting for flood pulses to restore natural flow variability and achieve hydrological connectivity between a river and its surroundings. Science , this issue p. eaaw2087 BACKGROUND Early civilizations developed around seasonal river floodplains, and the natural rhythm of rivers remains critical to humans today. We use streams and rivers to meet drinking water, irrigation, and hydropower needs by storing and moving water in complex ways, at the times and places of our choosing. Consequently, many of Earth’s rivers have flow regimes that are “unnatural” in magnitude, frequency, duration, and timing. The rise in river degradation globally has motivated research on the link between hydrologic alteration and declines in valued biota. At the same time, largely fueled by new technologies and methods, research has expanded to understand the patterns in, and drivers of, riverine processes like primary production, in both near-pristine and degraded rivers. A third line of research, stymied by how difficult it has been to restore degraded rivers, has called for process-based restoration, building on knowledge from the other two research thrusts. Today’s hydroecological science seeks to understand the mechanisms whereby flow regimes affect biota and ecosystem processes, and the interplay between them, in a three-way interaction we call the flow-biota-ecosystem processes nexus. ADVANCES By shifting the focus from static patterns at sites to dynamic processes along river networks, advances are being made to understand the interactions and feedbacks at the nexus. Fueled by increasingly available time-series data and novel modeling, emerging research ranges from studies on regime-based properties such as flow periodicity and its change, to studies on river network structure and associated spatial variation in flow and water chemistry. These studies demonstrate how flow variability influences long-term persistence of riverine assemblages, and they are disentangling the direct effects of flow on communities and ecosystem processes from its indirect effects (e.g., via species interactions, light-blocking turbidity). Changes in temporal patterns in flow magnitudes can increase risk of community collapse and alter key ecosystem processes such as primary production. Growing research shows that storm flows not only enhance inputs and downstream export of terrestrially derived carbon to rivers but, when associated with sustained hydrologic connectivity with soils, exert particular influence on water chemistry and biogeochemical processes that can influence food webs. Increased availability of environmental sensors has stimulated research, showing that extreme flows may impart disproportionate impacts on stream metabolism, but the relationship can depend on the predictability of those flows. Research combining changes in flow patterns with stable isotope analyses is revealing how temporal fluctuations in habitat, and in the quality and quantity of basal resources, influence trophic pathways and resulting food-web structure. Evidence suggests that restoring particular facets of a flow regime can produce desirable conservation outcomes, but context is paramount. Restoration actions going beyond discrete flow events and enhancing groundwater-influenced river habitat or redirecting subsurface flow paths may be critical in future climates. OUTLOOK Our understanding of the flow-biota-ecosystem processes nexus is still incomplete and is a frontier research topic. Challenges include connecting organismal and ecosystem-level processes, and understanding the role of microbial communities as intermediaries. Capturing the effects of watershed-level physical and biogeochemical heterogeneity, and parsing out direct, indirect, or cascading effects of flow alteration on biota and processes would also reduce uncertainty in restoration outcomes, particularly in novel, nonstationary environments. Understanding how much flow restoration alone can achieve in urban watersheds is an urgent need, as is translating findings from hydroecology to design green infrastructure and flow release programs from reservoirs. These management tools may offer growing opportunities to experiment with flow regimes, which will assist in refining process-based river restoration. Both solid science, and effective translation into practice will be needed to curb the fast pace of global river ecosystem degradation. River ecosystems are highly biodiverse, influence global biogeochemical cycles, and provide valued services. However, humans are increasingly degrading fluvial ecosystems by altering their streamflows. Effective river restoration requires advancing our mechanistic understanding of how flow regimes affect biota and ecosystem processes. Here, we review emerging advances in hydroecology relevant to this goal. Spatiotemporal variation in flow exerts direct and indirect control on the composition, structure, and dynamics of communities at local to regional scales. Streamflows also influence ecosystem processes, such as nutrient uptake and transformation, organic matter processing, and ecosystem metabolism. We are deepening our understanding of how biological processes, not just static patterns, affect and are affected by stream ecosystem processes. However, research on this nexus of flow-biota-ecosystem processes is at an early stage. We illustrate this frontier with evidence from highly altered regulated rivers and urban streams. We also identify research challenges that should be prioritized to advance process-based river restoration.",NA,"Scholarly Journals",2019,365,"2296393153","proquest",46,"DC","PG",NA,NA,NA,NA,NA,NA,NA
"linkages between hydrogeomorphology and nutrient availability in wetlands","Hydrogeomorphology is an important determinant of nutrient transport, cycling, and availability in wetlands. Fluvial geomorphic position in the landscape can influence the connectivity of wetlands to flowing water, thereby affecting the inputs of nutrients to the wetland, and ultimately controlling biogeochemical transformations. Similarly, internal geomorphic heterogeneity (microtopography) can influence soil wetness within the wetland and biogeochemistry. Nitrogen (N) and phosphorus (P) inputs and soil biogeochemical transformations were measured across a range of wetland ecosystems, including floodplain wetlands, tidal freshwater wetlands, and created wetlands. Nitrogen and P inputs from sedimentation and inorganic ion loading to the soil surface were greater at locations with greater connectivity to river water. Nutrient inputs from sedimentation also vary across broad landscape gradients from nontidal, tidal freshwater, and tidal oligohaline wetlands. Both N and P mineralization in wetland soils increased with N and P inputs. Thus, greater hydrologic connectivity (as influenced by landscape position and river-wetland geomorphology) stimulates nutrient availability for primary production, other biogeochemical processes, and ecosystem nutrient retention. Furthermore, microtopographic heterogeneity within wetlands stimulated nutrient availability and retention. In tidal freshwater wetlands, hummocks were hotspots of soil nitrification relative to low lying hollows. In created wetlands, building microtopography during construction resulted in greater soil nitrification and denitrification. In conclusion, geomorphology and hydrology at multiple scales influence the inputs, biogeochemical transformations, and availability of nutrients in wetland ecosystems.","Noe, G B;Hupp, C R;Schenk, E;Batson, J;Krauss, K;Ensign, S;Wolf, K;Ahn, C;Anonymous","Scholarly Journals",2013,2013,"2366757336","proquest",47,"PG","CP",NA,NA,NA,NA,NA,NA,NA
"local and regional drivers of environmental changes in two subtropical montane ponds (central china) over the last two centuries","Central China, one of the Earth's distinctive ecoregions due to its endemic subtropical biota, has been subjected to enhanced nitrogen deposition and climate warming during recent decades. However, the extent and timescale of ecological changes are largely unexplored. Multiproxy analyses (diatoms, photosynthetic pigments and geochemistry) of(210)Pb-dated sediment cores from two shallow ponds within an alpine basin (central China) were used to investigate the response of primary producer communities to external stressors during the last two centuries. The study sites include one drainage pond and one seepage pond. Both ponds exhibited unambiguous changes in production and composition of photoautotrophs since the early twentieth century, which are linked to climate warming, nitrogen deposition and local factors (for example, lake morphometry, desiccation and macrophyte). Although primary producers responded to regional warming and nitrogen deposition, the ecological responses differed among ponds due to local factors. In the deeper seepage pond, light attenuation due to terrestrial organic matter input caused recent decreases in carotenoids and small fragilarioid taxa. In contrast, the co-occurrence of euterrestrial and tychoplanktonic diatoms in the shallower drainage pond was indicative of its hydrological instability. Our results indicate that subtropical montane ponds in the East Asian monsoon region appear to be strongly influenced by a combination of local (for example, catchment-lake connectivity) and regional driving forces (for example, warming and nitrogen deposition).","Chen, Xu; McGowan, Suzanne; Peng, Jia; Zheng, Ting; Bai, Xue; Zeng, Linghan","Scholarly Journals",2021,24,"BIOSIS:PREV202100466662","wos",48,"ES","CP",NA,NA,NA,NA,NA,NA,NA
"longitudinal spatial variation in ecological conditions in an in-channel floodplain river system during flow pulses","A field survey was conducted during flow pulses to investigate the longitudinal spatial patterns in water quality, dissolved inorganic and organic matter, phytoplankton, planktonic bacteria, zooplankton, gross primary productivity (GPP) of phytoplankton and planktonic respiration (PR) in channels of the large floodplain system (˜¼124 km in length) of the Macquarie Marshes, south-eastern Australia. Four river reaches (areas) with distinct hydrogeomorphological characteristics within the distributary zone of the lower Macquarie River were chosen for analysis of abiotic and biotic variables in their in-stream environments. The results showed marked longitudinal spatial variation in the values within and among the measured environmental variables including such functional aspects as primary productivity and PR. The variables that tended to have increasing values in a downstream direction were conductivity, total nitrogen (TN), total phosphorus (TP), dissolved reactive phosphorus (DRP), dissolved silica, dissolved organic carbon (DOC), dissolved organic nitrogen (DON), dissolved organic phosphorus (DOP), ratio of DOC/DON and counts of planktonic bacteria. Conversely, the values that tended to decrease downstream were the ratios of TN/TP, DIN/DRP, DOC/DOP, DON/DOP and GPP/PR. Variables that had a localized peak(s) were dissolved oxygen, turbidity, dissolved inorganic nitrogen, GPP, PR and counts of cyanobacteria, diatoms, green algae, cryptomonads, protozoans, rotifers, copepods and cladocerans. Overall, two distinct ecological zones were identified within the broader distributary functional process zone (FPZ): these being the upstream zone with relatively high levels of DO, turbidity, diatoms and GPP/PR ratio, and the downstream zone with relatively high levels of nutrients, dissolved organic matter, cyanobacteria, planktonic bacteria, protozoans and cladocerans. The results of this study describe the spatial connectivity of ecological processes related to hydrogeomorphological factors within a FPZ of a riverine ecosystem, and support the predictions of the riverine ecosystem synthesis framework that ecological patterns and processes can be discontinuous on a longitudinal spatial scale. Copyright © 2010 John Wiley &amp; Sons, Ltd.","Kobayashi, Tsuyoshi;Ryder, Darren S;Ralph, Timothy J;Mazumder, Debashish;Saintilan, Neil;Iles, Jordan;Knowles, Lisa;Thomas, Rachael;Hunter, Simon","Scholarly Journals",2010,27,"1663561774","proquest",49,"RP","DC",NA,NA,NA,NA,NA,NA,NA
"machine learning algorithm-based risk assessment of riparian wetlands in padma river basin of northwest bangladesh","Wetland risk assessment is a global concern especially in developing countries like Bangladesh. The present study explored the spatiotemporal dynamics of wetlands, prediction of wetland risk assessment. The wetland risk assessment was predicted based on ten selected parameters, such as fragmentation probability, distance to road, and settlement. We used M5P, random forest (RF), reduced error pruning tree (REPTree), and support vector machine (SVM) machine learning techniques for wetland risk assessment. The results showed that wetland areas at present are declining less than one-third of those in 1988 due to the construction of the dam at Farakka, which is situated at the upstream of the Padma River. The distance to the river and built-up area are the two most contributing drivers influencing the wetland risk assessment based on information gain ratio (InGR). The prediction results of machine learning models showed 64.48% of area by M5P, 61.75% of area by RF, 62.18% of area by REPTree, and 55.74% of area by SVM have been predicted as the high and very high-risk zones. The results of accuracy assessment showed that the RF outperformed than other models (area under curve: 0.83), followed by the SVM, M5P, and REPTree. Degradation of wetlands explored in this study demonstrated the negative effects on biodiversity. Therefore, to conserve and protect the wetlands, continuous monitoring of wetlands using high resolution satellite images, feeding with the ecological flow, confining built up area and agricultural expansion towards wetlands, and new wetland creation is essential for wetland management.","Islam, Abu Reza Md Towfiqul;Talukdar, Swapan;Mahato, Susanta;Ziaul, Sk;Eibek, Kutub Uddin;Akhter, Shumona;Pham, Quoc Bao;Mohammadi, Babak;Karimi, Firoozeh;Linh, Nguyen Thi Thuy","Scholarly Journals",2021,28,"2495403946","proquest",50,"MB","ES",NA,NA,NA,NA,NA,NA,NA
"management options for restoring estuarine dynamics and implications for ecosystems: a quantitative approach for the southwest delta in the netherlands","The Delta Works, a series of dams and barriers constructed in the 1960's-1980's changed the estuarine landscape of the Rhine-Meuse-Scheldt delta (SW Netherlands) into more stagnant and disengaged freshwater, brackish water or saltwater lakes. The remaining tidal systems were adapted by building a storm surge barrier in the Oosterschelde and dike reinforcement works along the Westerschelde. The Delta Works brought protection against flooding, but at the same time resulted in environmental and socio-economic problems, such as degradation of ecological quality and ecosystem functioning, disruption of fish migration routes, water and sediment quality problems. In this study we explore in an integrated, quantitative way the consequences of a number of management options for the Southwest Delta and their implications for the occurrence and distribution of aquatic and estuarine habitats, considering the mutual coherence between the water basins. Five scenarios were evaluated using a 1D hydraulic, water quality and primary production numerical model and GIS habitat mapping. Scenarios vary from small-scale interventions, such as changes in day-to-day management of hydraulic infrastructures or creation of small inlets in dams, feasible in the short term, to restoration of an open delta by removing dams and barriers, as a long term potential. We evaluate the outcomes in relation to the restoration of estuarine dynamics, as this is in policy plans proposed as a generic solution for the current ecological and environmental problems. Net water flow rates show more complex patterns when connectivity between water basins is increased and when sluice management is less strict. Estuarine transition zones and fish migration routes are partly restored, but only fully develop when basins are in open connection with each other. Area of intertidal habitats, tidal flats and tidal marshes, increases in each scenario, ranging between 7 and 83%, 1-56%, and 8-100% respectively, depending on scenario. Large scale infrastructural adaptations are needed to restore estuarine dynamics at large scale. The use of a 1D numerical model allowed to quantify the effect of different management measures for all water basins simultaneously, but also has its limitations. The model does not resolve more complex processes such as vertical mixing and morphodynamic changes. This requires expert judgment and more detailed 3D modelling. (C) 2015 The Authors. Published by Elsevier Ltd.","Ysebaert, Tom; van der Hoek, Dirk-Jan; Wortelboer, Rick; Wijsman, Jeroen W.M.; Tangelder, Marijn; Nolte, Arno","Scholarly Journals",2016,121,"ZOOREC:ZOOR15205030616","wos",51,"CP","RP",NA,NA,NA,NA,NA,NA,NA
"nitrogen subsidies from hillslope alder stands to streamside wetlands and headwater streams, kenai peninsula, alaska","We examined nitrogen transport and wetland primary production along hydrologic flow paths that link nitrogen‐fixing alder ( Alnus spp.) stands to downslope wetlands and streams in the Kenai Lowlands, Alaska. We expected that nitrate concentrations in surface water and groundwater would be higher on flow paths below alder. We further expected that nitrate concentrations would be higher in surface water and groundwater at the base of short flow paths with alder and that streamside wetlands at the base of alder‐near flow paths would be less nitrogen limited than wetlands at the base of long flow paths with alder. Our results showed that groundwater nitrate‐N concentrations were significantly higher at alder‐near sites than at no‐alder sites, but did not differ significantly between alder‐far sites and no‐alder sites or between alder‐far sites and alder‐near sites. A survey of 15 N stable isotope signatures in soils and foliage in alder‐near and no‐alder flow paths indicated the alder‐derived nitrogen evident in soils below alder is quickly integrated downslope. Additionally, there was a significant difference in the relative increase in plant biomass after nitrogen fertilization, with the greatest increase occurring in the no‐alder sites. This study demonstrates that streamside wetlands and streams are connected to the surrounding landscapes through hydrologic flow paths, and flow paths with alder stands are potential “hot spots” for nitrogen subsidies at the hillslope scale.","Callahan, Michael K;Whigham, Dennis F;Rains, Mark C;Rains, Kai C;King, Ryan S;Walker, Coowe M;Maurer, Jasmine R;Baird, Steven J","Scholarly Journals",2017,53,"2008908833","proquest",52,"LY","DC",NA,NA,NA,NA,NA,NA,NA
"opening the tap: increased riverine connectivity strengthens marine food web pathways","Reduction of ecosystem connectivity has long-lasting impacts on food webs. Anadromous fish, which migrate from marine to freshwater ecosystems to complete reproduction, have seen their historically larger ecosystem role undercut by widespread riverine habitat fragmentation and other impacts mainly derived from anthropogenic sources. The result has been extensive extirpations and increased susceptibility to a suite of environmental factors that currently impede recovery. Under this present-day context of reduced productivity and connectivity, aggressive management actions and enforcement of catch limits including bycatch caps and complete moratoria on harvest have followed. What remains less understood are the implications of changes to food webs that co-occurred. What benefits restoration could provide in terms of ecosystem functioning in relation to economic costs associated with dam removal and remediation is unknown and can limit the scope and value of restoration activities. Here we employ, historical landscape-based biomass estimates of anadromous alosine for the first time in an ecosystem modeling of the Northeast US large marine ecosystem ( LME), to evaluate the value of improving connectivity by measuring the increase in energy flow and population productivity. We compared a restored alosine model to a contemporary model, analyzing the impacts of the potential increase of connectivity between riverine and oceanic systems. There was the potential for a moderate biomass increase of piscivorous species with high economic value, including Atlantic cod, and for a major increase for species of conservation concern such as pelagic sharks, seabirds and marine mammals. Our study highlights the benefits of increased connectivity between freshwater and ocean ecosystems. We demonstrate the significant role anadromous forage fish could play in improving specific fisheries and overall ecosystem functioning, mainly through the diversification of species capable of transferring primary production to upper trophic levels, adding to benefits associated with their restoration.","Dias, Beatriz S.; Frisk, Michael G.; Jordaan, Adrian","Scholarly Journals",2019,14,"BIOSIS:PREV201900594533","wos",53,"DC","MB",NA,NA,NA,NA,NA,NA,NA
"patterns of primary and heterotrophic productivity in an arid lowland river","Three river conceptual models make differing predictions about the major source of primary production in lowland rivers, acknowledging the importance of primary productivity in the ecology and management of lowland rivers. Patterns of primary production in lowland rivers are still an area of considerable uncertainty. The objective of this study was to examine the major sources and transformations of organic matter in an Australian lowland river and compare them to the predictions of existing models. The broad approach adopted was to quantify the contribution from the major ecosystem components and compare these with estimates of system metabolism determined using open water measures of diel oxygen change. Three 4-km river reaches were selected to represent the extent of variation found along the free-flowing lowland sections of the Murray River, one of Australia's largest and most regulated rivers. Annual open water gross primary production (GPP) estimates for the Murray R. during this study ranged from 221 to 376 gC m(-2) y(-1) and were similar to other large rivers. Examination of the net contribution of organic matter to the channel indicates that primary productivity in the Murray R. is derived from a combination of phytoplankton, riparian vegetation and macrophytes, but that the major source varies both spatially and temporally. The present study confirms that the River Continuum Concept (RCC), the Flood Pulse Concept (FPC) and Riverine Productivity Model (RPM) all have some application to Australian lowland rivers, but that synthesis of the models will be difficult until we can incorporate the extent, causes and consequences of primary production variability. This study also highlights the importance of the microbial loop and macrophytes in the ecology of the Murray R. Copyright (C) 2007 John Wiley & Sons, Ltd.","Gawne, Ben; Merrick, Chester; Williams, David G.; Rees, Gavin; Oliver, Rod; Bowen, P. M.; Treadwell, Simon; Beattie, Gillian; Ellis, Iain; Frankenberg, Judy; Lorenz, Zygmunt","Scholarly Journals",2007,23,"BIOSIS:PREV200800169213","wos",54,"PG","ES",NA,NA,NA,NA,NA,NA,NA
"persistence of clear-water, shallow-lake ecosystems: the role of protected areas and stable aquatic food webs","The roles of both landscape alteration and in-lake processes need to be considered in conservation strategies for shallow lakes in the prairie regions of North America. Here we focus on shallow lakes in west-central Minnesota, USA, highlighting the long-term ecological history and response to known landscape changes of a clear-water, macrophyte-dominated, shallow lake. Contemporary limnological data suggest the aquatic ecosystem has been very stable and fishless for the last ~15 years. Sediment proxies for primary production and ecological change confirm that a stable ecosystem likely prevailed for the last ~200 years. However, sedimentary indicators of catchment erosion detail a distinct response to land-use change during the conversion of native grassland to agricultural land, and following establishment of a protected waterfowl production area (WPA) around the lake. Post-WPA, the rate of sediment accrual decreased dramatically within 5-10 years and sources of organic matter were similar to those of the pre-settlement period. The aquatic ecosystem has been able to withstand nutrient enrichment and allochthonous inputs because stable trophic interactions have likely been in place for more than 200 years. We conclude that lack of hydrologic connectivity and isolated, small catchments are important factors in the promotion of clear-water shallow lake ecosystems, mainly because they prevent colonization by fish and associated ecological consequences. This study highlights the importance of managing both the landscape and in-lake processes to maintain stable, clear-water, shallow lakes.","Hobbs, William O;Theissen, Kevin M;Hagen, Sean M;Bruchu, Charles W;Czeck, Ben C;Ramstack Hobbs, Joy M;Zimmer, Kyle D","Scholarly Journals",2014,51,"1663542542","proquest",55,"ES","CP",NA,NA,NA,NA,NA,NA,NA
"phytoplankton dynamics in relation to connectivity, flow dynamics and resource availability the case of a large, lowland river, the hungarian tisza","Large lowland rivers with sufficient hydrological storage capacity are capable of supporting primary production, but the dynamics of the advecting phytoplankton is poorly understood. Our study aimed at exploring how longitudinal versus lateral connectivity, flow dynamics versus resource availability and continuous versus discontinuous environmental gradients shaped the species composition of phytoplankton. Samples were taken from February to October 2000 along the Hungarian Tisza River (HTR) and in its main tributaries. Longitudinal and seasonal patterns were related to resources (light and nutrients) availability and flow dynamics derived from a 1D hydrodynamic model. The HTR was autotrophic during the study period, but tributary input considerably exceeded net autochtonous production. The Szamos River was the major source of both phytoplankton and nutrients in the HTR. Chryso- and euglenophytes were flushed into the main river from floodplain oxbows during high discharge. Imported algae experienced discontinuity in environmental gradients when entering the main river. The merged impact areas of two dams (IAD) that separate the two large meandering patches of the HTR disrupted the longitudinal profiles of both physico-chemical variables and attributes of algal assemblages (biomass, species composition, richness, similarity between adjacent sampling sites). Hydraulic storage along the IAD selectively favoured the recruitment of cryptophytes that, however, could not compensate for the enhanced sedimentation of diatoms in terms of biomass. Although the meandering patches presented several small-scale differences in major environmental gradients, both patches supported the growth of planktonic diatoms. Changes in algal biomass were decoupled from nutrient availability. We conclude that various measures must be applied in various lowland rivers within the same catchment to control their trophic status as a component of the 'good ecological status' defined in the Water Framework Directive.","Istvánovics, Vera;Honti, Márk;VÃ¶rÃ¶s, Lajos;Kozma, Zsolt","Scholarly Journals",2010,637,"46458940","proquest",56,"RP","ES",NA,NA,NA,NA,NA,NA,NA
"reach-scale river metabolism across contrasting sub-catchment geologies; effect of light and hydrology","We investigated the seasonal dynamics of in-stream metabolism at the reach scale ( approximately 150 m) of headwaters across contrasting geological sub-catchments: clay, Greensand, and Chalk of the upper River Avon (UK). Benthic metabolic activity was quantified by aquatic eddy co-variance while water column activity was assessed by bottle incubations. Seasonal dynamics across reaches were specific for the three types of geologies. During the spring, all reaches were net autotrophic, with rates of up to 290 mmol C m (super -2) d (super -1) in the clay reach. During the remaining seasons, the clay and Greensand reaches were net heterotrophic, with peak oxygen consumption of 206 mmol m (super -2) d (super -1) during the autumn, while the Chalk reach was net heterotrophic only in winter. Overall, the water column alone still contributed to approximately 25% of the annual respiration and primary production in all reaches. Net ecosystem metabolism (NEM) across seasons and reaches followed a general linear relationship with increasing stream light availability. Sub-catchment specific NEM proved to be linearly related to the local hydrological connectivity, quantified as the ratio between base flow and stream discharge, and expressed on a timescale of 9 d on average. This timescale apparently represents the average period of hydrological imprint for carbon turnover within the reaches. Combining a general light response and sub-catchment specific base flow ratio provided a robust functional relationship for predicting NEM at the reach scale. The novel approach proposed in this study can help facilitate spatial and temporal upscaling of riverine metabolism that may be applicable to a broader spectrum of catchments. Abstract Copyright (2017), The Authors Limnology and Oceanography published by Wiley Periodicals, Inc. on behalf of Association for the Sciences of Limnology and Oceanography.","Rovelli, Lorenzo;Attard, Karl M;Binley, Andrew;Heppell, Catherine M;Stahl, Henrik;Trimmer, Mark;Glud, Ronnie N;Xenopoulos, Marguerite A;Downing, John A;Kumar, M Dileep;Menden-Deuer, Susanne;Voss, Maren","Scholarly Journals",2017,62,"2368748045","proquest",57,"MB","LY",NA,NA,NA,NA,NA,NA,NA
"refining the 'pulse-reserve' model for arid central australia: seasonal rainfall, soil moisture and plant productivity in sand ridge and stony plain habitats of the simpson desert","In dry ecosystems, water supply is highly variable in time and space, occurring either as short pulses of shallow soil water or long phases of deep soil water. There may be correspondence between hierarchical soil water pulses and hierarchical biological responses, but this has not been directly tested for arid Australia. We compared plant community responses to an isolated short rain pulse (about 130mm, November 2008) versus the start, mid and later stages of an extended high rainfall phase (about 540mm, February 2010 to March 2011) at a site on the western edge of the Simpson Desert. We sampled across contrasting habitats: tall longitudinal sand ridges and adjacent stony clay plains (gibber). Thus, we compared responses to spatially variable soil moisture availability (sand vs. clay soil; run-off/on relief) and temporally variable rainfall supply. Our results supported the hierarchical resource pulse-biological response concept for dry ecosystems, with the short and long rainfall phases modulating distinct responses among functional types. Shallow-rooted annual grasses showed an equivalent positive response to the isolated pulse as to the first pulse of the high rain phase; whereas short-lived forbs, longer-lived (2-3 years) grasses and persistent forbs had peak abundance during the high rainfall phase. Perennial grass and shrub productivity did not change over time, though there was a distinct trend towards heightened sexual reproduction at the mid-late stages of the high rain phase. We also found that species seasonal growth tendencies were pronounced, and that spatial aspects of moisture availability resulted in different composition patterns at the habitat scale with the gibber and sand ridge sites showing strong and weak correspondence with temporal rainfall patterning respectively. Thus, we confirm that plant productivity models for this region should include the effects of rainfall connectivity and soil texture as well as species seasonal growth constraints and rooting attributes.","Nano, Catherine E. M.; Pavey, Chris R.","Scholarly Journals",2013,38,"BIOSIS:PREV201300783895","wos",58,"CP","LY",NA,NA,NA,NA,NA,NA,NA
"resilience to drought of dryland wetlands threatened by climate change","Dryland wetlands are resilient ecosystems that can adapt to extreme periodic drought-flood episodes. Climate change projections show increased drought severity in drylands that could compromise wetland resilience and reduce important habitat services. These recognized risks have been difficult to evaluate due to our limited capacity to establish comprehensive relationships between flood-drought episodes and vegetation responses at the relevant spatiotemporal scales. We address this issue by integrating detailed spatiotemporal flood-drought simulations with remotely sensed vegetation responses to water regimes in a dryland wetland known for its highly variable inundation. We show that a combination of drought tolerance and dormancy strategies allow wetland vegetation to recover after droughts and recolonize areas invaded by terrestrial species. However, climate change scenarios show widespread degradation during drought and limited recovery after floods. Importantly, the combination of degradation extent and increase in drought duration is critical for the habitat services wetland systems provide for waterbirds and fish.","Sandi, Steven G;Rodriguez, Jose F;Saintilan, Neil;Wen, Li;Kuczera, George;Riccardi, Gerardo;Saco, Patricia M","Scholarly Journals",2020,10,"2431814975","proquest",59,"LY","DC",NA,NA,NA,NA,NA,NA,NA
"river and wetland food webs in australia's wet-dry tropics: general principles and implications for management","The tropical rivers of northern Australia have received international and national recognition for their high ecological and cultural values. Unlike many tropical systems elsewhere in the world and their temperate Australian counterparts, they have largely unmodified flow regimes and are comparatively free from the impacts associated with intensive land use. However, there is growing demand for agricultural development and existing pressures, such as invasive plants and feral animals, threaten their ecological integrity. Using the international literature to provide a conceptual framework and drawing on limited published and unpublished data on rivers in northern Australia, we have derived five general principles about food webs and related ecosystem processes that both characterise tropical rivers of northern Australia and have important implications for their management. These are: ( 1) the seasonal hydrology is a strong driver of ecosystem processes and food-web structure; ( 2) hydrological connectivity is largely intact and underpins important terrestrial-aquatic food-web subsidies; ( 3) river and wetland food webs are strongly dependent on algal production; ( 4) a few common macroconsumer species have a strong influence on benthic food webs; and ( 5) omnivory is widespread and food chains are short. The implications of these ecosystem attributes for the management and protection of tropical rivers and wetlands of northern Australian are discussed in relation to known threats. These principles provide a framework for the formation of testable hypotheses in future research programmes.","Douglas, Michael M.; Bunn, Stuart E.; Davies, Peter M.","Scholarly Journals",2005,56,"BIOSIS:PREV200510141744","wos",60,"DC","RP",NA,NA,NA,NA,NA,NA,NA
"soil bacterial diversity mediated by microscale aqueous-phase processes across biomes","Soil bacterial diversity varies across biomes with potential impacts on soil ecological functioning. Here, we incorporate key factors that affect soil bacterial abundance and diversity across spatial scales into a mechanistic modeling framework considering soil type, carbon inputs and climate towards predicting soil bacterial diversity. The soil aqueous-phase content and connectivity exert strong influence on bacterial diversity for each soil type and rainfall pattern. Biome-specific carbon inputs deduced from net primary productivity provide constraints on soil bacterial abundance independent from diversity. The proposed heuristic model captures observed global trends of bacterial diversity in good agreement with predictions by an individual-based mechanistic model. Bacterial diversity is highest at intermediate water contents where the aqueous phase forms numerous disconnected habitats and soil carrying capacity determines level of occupancy. The framework delineates global soil bacterial diversity hotspots; located mainly in climatic transition zones that are sensitive to potential climate and land use changes. Numerous micro- and macro-scale factors influence soil microbial diversity. Here the authors create a model to demonstrate that fine scale soil moisture influences the carrying capacity of microbes, which then scales up to larger biogeographic patterns.","Bickel, Samuel;Or Dani","Scholarly Journals",2020,11,"2342970499","proquest",61,"PG","MB",NA,NA,NA,NA,NA,NA,NA
"spatial dissimilarities in plankton structure and function during flood pulses in a semi-arid floodplain wetland system","Floodplain wetlands in semi-arid regions have intricate channel-floodplain networks with highly variable and unpredictable wet and dry phases related to changes in hydrology and geomorphology. We tested the hypothesis that the presence of different hydro-geomorphic habitats in those systems drives structural and functional differences in aquatic communities. To test this hypothesis, we examined the densities and species composition (structural variables), and primary productivity and respiration (functional variables) of plankton communities, and water chemistry in three spatially explicit channel, floodout and lagoon habitat types inundated by environmental water releases in the Macquarie Marshes, semi-arid Australia. Significant differences were recorded among the community-level structural and functional variables among the three habitats. Greater densities of phytoplankton, zooplankton and planktonic bacteria were observed in a hydrologically isolated floodplain lagoon. The lagoon habitat also had greater primary productivity of phytoplankton and planktonic respiration compared with the channel and floodout. Our results suggest that water release to meet environmental flow requirements can be an important driver of planktonic diversity and functional responses in semi-arid wetland systems by inundating diverse, hydro-geomorphically distinct habitats.","Kobayashi, Tsuyoshi; Ralph, Timothy J.; Ryder, Darren S.; Hunter, Simon J.; Shiel, Russell J.; Segers, Hendrik","Scholarly Journals",2015,747,"BIOSIS:PREV201500285482","wos",62,"ES","MB",NA,NA,NA,NA,NA,NA,NA
