"title","ID","qc","Abstract","Authors","year","Database_unique","search","qc_notes"
"solute transport dynamics in small, shallow groundwater-dominated agricultural catchments: insights from a high-frequency, multisolute 10 yr-long monitoring study","r3_17",19,"High-frequency, long-term and multisolute measurements are required to assess the impact of human pressures on water quality due to (i) the high temporal and spatial variability of climate and human activity and (ii) the fact that chemical solutes combine short- and long-term dynamics. Such data series are scarce. This study, based on an original and unpublished time series from the Kervidy-Naizin headwater catchment (Brittany, France), aims to determine solute transfer processes and dynamics that characterise this strongly human-impacted catchment. The Kervidy-Naizin catchment is a temperate, intensive agricultural catchment, hydrologically controlled by shallow groundwater. Over 10 yr, five solutes (nitrate, sulphate, chloride, and dissolved organic and inorganic carbon) were monitored daily at the catchment outlet and roughly every four months in the shallow groundwater. The concentrations of all five solutes showed seasonal variations but the patterns of the variations differed from one solute to another. Nitrate and chloride exhibit rather smooth variations. In contrast, sulphate as well as organic and inorganic carbon is dominated by flood flushes. The observed nitrate and chloride patterns are typical of an intensive agricultural catchment hydrologically controlled by shallow groundwater. Nitrate and chloride originating mainly from organic fertilisers accumulated over several years in the shallow groundwater. They are seasonally exported when upland groundwater connects with the stream during the wet season. Conversely, sulphate as well as organic and inorganic carbon patterns are not specific to agricultural catchments. These solutes do not come from fertilisers and do not accumulate in soil or shallow groundwater; instead, they are biogeochemically produced in the catchment. The results allowed development of a generic classification system based on the specific temporal patterns and source locations of each solute. It also considers the stocking period and the dominant process that limits transport to the stream, i.e. the connectivity of the stocking compartment. This mechanistic classification can be applied to any chemical solute to help assess its origin, storage or production location and transfer mechanism in similar catchments.","Aubert, AH;Gascuel-Odoux, C;Gruau, G;Akkal, N;Faucheux, M;Fauvel, Y;Grimaldi, C;Hamon, Y;Jaffrezic, A;Lecoz-Boutnik, M",2013,"ASFA: Aquatic Sciences and Fisheries Abstracts","chla",""
"spatial and temporal dynamics of suspended particle characteristics and composition in navigation pool 19 of the upper mississippi river","r3_18",96,"Suspended particles are an essential component of large rivers influencing channel geomorphology, biogeochemical cycling of nutrients, and food web resources. The Upper Mississippi River is a large floodplain river that exhibits pronounced spatiotemporal variation in environmental conditions and biota, providing an ideal environment for investigating dynamics of suspended particles in large river ecosystems. Here we investigated two questions: (i) How do suspended particle characteristics (e.g. size and morphology) vary temporally and spatially? and (ii) What environmental variables have the strongest association with particle characteristics? Water sampling was conducted in June, August, and September of 2013 and 2014 in Navigation Pool 19 of the Upper Mississippi River. A FlowCAM® (Flow Cytometer and Microscope) particle imaging system was used to enumerate and measure particles 53-300 µm in diameter for size and shape characteristics (e.g. volume, elongation, and symmetry). Suspended particle characteristics varied considerably over space and time and were strongly associated with discharge and concentrations of nitrate + nitrite (NO(3) ) and soluble reactive phosphorus. Particle characteristics in backwaters were distinct from those in other habitats for most of the study period, likely due to reduced hydrologic connectivity and higher biotic production in backwaters. During low discharge, phytoplankton and zooplankton made up relatively greater proportions of the observed particles. Concurrently during low discharge, concentrations of chlorophyll, volatile suspended solids, and total phosphorus were higher. Our results suggest that there are complex interactions among space, time, discharge, and other environmental variables (e.g. water nutrients), which drive suspended particle dynamics in large rivers. Copyright © 2017 John Wiley &amp; Sons, Ltd.","Milde, A S;Richardson, W B;Strauss, E A;Larson, J H;Vallazza, J M;Knights, B C",2017,"Agricultural & Environmental Science Collection","chla",""
"spatial connectivity in a large river system: resolving the sources and fate of dissolved organic matter","chl_60",100,"Large rivers are generally heterogeneous and productive systems that receive important inputs of dissolved organic matter (DOM) from terrestrial and in situ sources. Thus, they are likely to play a significant role in the biogeochemical cycling of the DOM flowing to the oceans. The asymmetric spatial gradient driven by directional flow and environmental heterogeneity contributes to the fate of DOM flowing downstream. Yet, the relative effects of spatial connectivity and environmental heterogeneity on DOM dynamics are poorly understood. For example, since environmental variables show spatial heterogeneity, the variation explained by environmental and spatial variables may be redundant. We used the St. Lawrence River (SLR) as a representative large river to resolve the unique influences of environmental heterogeneity and spatial connectivity on DOM dynamics. We used three-dimensional fluorescence matrices combined with parallel factor analysis (PARAFAC) to characterize the DOM pool in the SLR. Seven fluorophores were modeled, of which two were identified to be of terrestrial origin and three from algal exudates. We measured a set of environmental variables that are known to drive the fate of DOM in aquatic systems. Additionally, we used asymmetric eigenvector map (AEM) modeling to take spatial connectivity into account. The combination of spatial and environmental models explained 85% of the DOM variation. We show that spatial connectivity is an important driver of DOM dynamics, as a large fraction of environmental heterogeneity was attributable to the asymmetric spatial gradient. Along the longitudinal axis, we noted a rapid increase in dissolved organic carbon (DOC), mostly controlled by terrestrial input of DOM originating from the tributaries. Variance partitioning demonstrated that freshly produced protein-like DOM was found to be the preferential substrate for heterotrophic bacteria undergoing rapid proliferation, while humic-like DOM was more correlated to the diffuse attenuation coefficient of UVA radiation.","Massicotte, Philippe;Frenette, Jean-Jacques",2011,"Agricultural & Environmental Science Collection","chla",""
"spatial dissimilarities in plankton structure and function during flood pulses in a semi-arid floodplain wetland system","pro_62",172,"Floodplain wetlands in semi-arid regions have intricate channel-floodplain networks with highly variable and unpredictable wet and dry phases related to changes in hydrology and geomorphology. We tested the hypothesis that the presence of different hydro-geomorphic habitats in those systems drives structural and functional differences in aquatic communities. To test this hypothesis, we examined the densities and species composition (structural variables), and primary productivity and respiration (functional variables) of plankton communities, and water chemistry in three spatially explicit channel, floodout and lagoon habitat types inundated by environmental water releases in the Macquarie Marshes, semi-arid Australia. Significant differences were recorded among the community-level structural and functional variables among the three habitats. Greater densities of phytoplankton, zooplankton and planktonic bacteria were observed in a hydrologically isolated floodplain lagoon. The lagoon habitat also had greater primary productivity of phytoplankton and planktonic respiration compared with the channel and floodout. Our results suggest that water release to meet environmental flow requirements can be an important driver of planktonic diversity and functional responses in semi-arid wetland systems by inundating diverse, hydro-geomorphically distinct habitats.","Kobayashi, Tsuyoshi; Ralph, Timothy J.; Ryder, Darren S.; Hunter, Simon J.; Shiel, Russell J.; Segers, Hendrik",2015,"BiosisPreview","pro",""
"spatial distribution of nutrient limitation in the danube river floodplain in relation to hydrological connectivity","chl_61",159,"In this paper, we describe the influence of flooding on nutrient conditions and phytoplankton Chl-a concentrations in a hydrologically dynamic Danube floodplain in North-Eastern Croatia. Based on hydrological typology, the connectivity gradient extends from the main river stream (Eupotamal) to the backwater channels and side-arms (Parapotamal) to the edge of the floodplain (Paleopotamal). A spatial gradient of phytoplankton Chl-a occurred during low water levels, while uniformity of Chl-a across wetland habitats was observed during high water levels. Nutrient enrichment assays indicated that inorganic nutrients in Eupotamal waters (N/P ratio 16-22) could support a higher growth rate of the assay alga Chlorella kessleri, while potential N limitation was found in Parapotamal and Paleopotamal waters (both with N/P ratios< 14). Spatial expansion of N limitation toward the main river was observed as inundation continued. Lateral flood pulse connectivity along with the duration of inundation period affects the input and the retention of nutrients, especially of nitrogen. Understanding of the relationship between spatial (location of the floodplain waterbodies regarding the river) and temporal (hydrological connectivity between the river and its floodplain) dimensions contribute to the importance of healthy floodplains for the maintenance of water quality and environmental conditions in the Danube River.","Persic, Vesna; Horvatic, Janja",2011,"BiosisPreview","chla",""
"spatial heterogeneity in trophic status of shallow lakes on the boreal plain: influence of hydrologic setting","chl_62",32,"We used metrics of surface water and groundwater connectivity as explanatory variables in nonparametric regression models to explain the spatial heterogeneity in trophic status of shallow lakes. The concentration of chlorophyll (Chl ) was used as an indicator of trophic status and was estimated from 17 Landsat images acquired during the end of summer (August) over a 20-year period from 1984 to 2003. A long-term median of Chl was computed for each of 40 lakes on the basis of the 17-year data set. Hydrologic metrics explained 72% of the spatial variation in Chl . The regression tree showed that lakes with a higher concentration of calcium plus magnesium (Ca + Mg) exhibited higher Chl than lakes with a lower Ca + Mg. We hypothesized that this trend was a result of either higher internal nutrient loading in high Ca + Mg lakes due to groundwater discharge or differences in surficial geology. Among high Ca + Mg lakes, lakes with no inflowing streams had lower Chl , while connected lakes had higher Chl , possibly reflecting enhanced nutrient delivery to lakes connected to the stream network. Among low Ca + Mg lakes, lakes with larger wetland cover in their drainage basins had lower Chl , while lakes with smaller wetland cover in their drainage basins had higher Chl , possibly reflecting differential water loading rates between small and large wetlands that lead to either Chl concentration or dilution. These results suggest that relatively simple hydrologic metrics can be used to predict the trophic status of lakes in this area of the boreal forest.","Sass, G Z;Creed, I F;Devito, K J",2008,"ASFA: Aquatic Sciences and Fisheries Abstracts","chla",""
"spatial patterns of fish communities along two estuarine gradients in southern florida","pro_63",70,"In tropical and subtropical estuaries, gradients of primary productivity and salinity are generally invoked to explain patterns in community structure and standing crops of fishes. We documented spatial and temporal patterns in fish community structure and standing crops along salinity and nutrient gradients in two subtropical drainages of Everglades National Park, USA. The Shark River drains into the Gulf of Mexico and experiences diurnal tides carrying relatively nutrient enriched waters, while Taylor River is more hydrologically isolated by the oligohaline Florida Bay and experiences no discernable lunar tides. We hypothesized that the more nutrient enriched system would support higher standing crops of fishes in its mangrove zone. We collected 50 species of fish from January 2000 to April 2004 at six sampling sites spanning fresh to brackish salinities in both the Shark and Taylor River drainages. Contrary to expectations, we observed lower standing crops and density of fishes in the more nutrient rich tidal mangrove forest of the Shark River than in the less nutrient rich mangrove habitats bordering the Taylor River. Tidal mangrove habitats in the Shark River were dominated by salt-tolerant fish and displayed lower species richness than mangrove communities in the Taylor River, which included more freshwater taxa and yielded relatively higher richness. These differences were maintained even after controlling for salinity at the time of sampling. Small-scale topographic relief differs between these two systems, possibly created by tidal action in the Shark River. We propose that this difference in topography limits movement of fishes from upstream marshes into the fringing mangrove forest in the Shark River system, but not the Taylor River system. Understanding the influence of habitat structure, including connectivity, on aquatic communities is important to anticipate effects of construction and operational alternatives associated with restoration of the Everglades ecosystem.","Green David P J;Trexler, Joel C;Lorenz, Jerome J;McIvor, Carole C;Philippi, Tom",2006,"ASFA: Aquatic Sciences and Fisheries Abstracts","pro",""
"spatial variability in dissolved organic matter and inorganic nitrogen concentrations in a semiarid stream, san pedro river, arizona","r3_19",35,"We performed synoptic sampling of a 95-km reach of the San Pedro River, Arizona, to identify the effects of regional hydrology and land use on dissolved carbon and nitrogen concentrations. Six synoptic surveys, two before, two during, and two after the 2002 monsoon season, encompassed periods of both low and high stream discharge. Chloride concentrations and delta super(18)O values during low-flow periods indicated the river was divided into three hydrologically distinct reaches each roughly 30 km long. Upper and lower reaches were characterized by areas of localized groundwater input followed by downstream evapo-concentration gradients, limited downstream solute transport, and highly variable carbon and nitrogen concentrations. In contrast, the middle reach was characterized by widespread groundwater input, continuous downstream hydrologic connectivity, and less variable carbon and nitrogen concentrations. During the monsoon season, base flow discharge increased five- to ten-fold, dissolved organic matter and inorganic N increased two- to ten-fold, Fluorescence Index (FI) values indicated a large input of terrestrial solutes, and both chloride concentrations and delta super(18)O values indicated that stream water and alluvial groundwater were well mixed along the entire 95 km reach. Concurrently, the middle reach that exhibited continuous hydrologic connectivity during the nonmonsoon season was a net sink for N, while the reaches characterized by limited hydrologic connectivity during the low-flow season exhibited net N export. Our data suggest that instream biogeochemical cycling during the monsoon season is influenced by antecedent conditions, specifically hydrologic connectivity, during the dry season.","Brooks, Paul D;Lemon, Michelle M",2007,"ASFA: Aquatic Sciences and Fisheries Abstracts","chla",""
"spatial variability of chlorophyll-a and abiotic variables in a river-floodplain system during different hydrological phases","chl_63",133,"Chlorophyll-a (Chl-a) and abiotic variables were measured in the main channel and floodplain waterbodies of the Middle Parana River to analyse the system dynamics and to assess their spatial variability during different hydrological phases, including an extreme flood. We wanted to test that the flood does not always have a homogenising effect in a river-floodplain system. An explanatory model for Chl-a was performed according to Akaike's Information Criterion (AIC), and the relation of water level with the coefficient of variation (CV) among sites for each variable was explored. The model explained 64% of Chl-a variability. Water level, depth:euphotic zone ratio (Z (d):Z (eu)) (inverse correlation) and conductivity (direct correlation) were the significant explicative variables. The CV of Chl-a decreased with flood from the main channel to the floodplain, but for turbidity, Z (d):Z (eu), pH, dissolved oxygen, soluble reactive phosphorus and Chl-a:pheophytin-a ratio, it increased. However, within the floodplain, CV of turbidity, Z (d):Z (eu) and pH decreased during flood. These suggest that the homogenising effect frequently observed during inundation cannot be generalised and that the floodplain may maintain its identity even during flood. The extreme flood and its overlap with the warm season and sedimentological pulse probably contributed to the heterogeneity in the spatial gradient.","Mayora, Gisela; Devercelli, Melina; Giri, Federico",2013,"BiosisPreview","chla",""
"spatial variability of zooplankton along a section of river sio under different habitat conditions","chl_64",31,"Many factors influence the abundance and species richness of zooplankton in river systems, including river hydrology, morphology, phytoplankton development and biotic interactions. River Sio discharges into Lake Victoria and forms a boundary between Kenya and Uganda at its middle and lower reaches. The river has an average discharge of 11.4 m3s-1 contributing 1.5% of riverine water input into Lake Victoria. Zooplankton community studies were carried out along a section of River Sio and its floodplain on the Ugandan side between November 2008 and January 2009. The main focus of the study was that River Sio zooplankton diversity; biomass and abundance patterns were expected to change with differing levels of lateral connectivity and habitat heterogeneity of the river plus its floodplain. Sampling along lateral and longitudinal transects of the river were done to investigate the effect of habitat heterogeneity subject to the river's flooding regimes on the abundance, composition and diversity of its zooplankton. Zooplankton samples were collected using a zooplankton net of mesh size 60/lm and a Schindler trap sampler for qualitative and quantitative analyses. Other factors determined were selected physico-chemical variables. Zooplankton and physical-chemical data were subjected to statistical analyses (ANOVA, multivariate, regression and correlation analyses) for significant tests after log transformation. The ordination of samples (sites and dates) of physical-chemical or biological variables was carried out using Principal Components Analysis (PCA). Similarity and diversity indices were used to assess structural patterns. In total, 45 rotifer, 9 copepod and 7 cladocera species were identified. Mean zooplankton density and biomass of River Sio were lower in the main channel of the river compared to its floodplain sites. Significant habitat differences were observed for zooplankton composition and abundance but no seasonal biomass and density differences were identified. Nutrient levels of River Sio were found to be very low. Physicalchemical factors like chlorophyll-a showed strong influences on the zooplankton community structure. These findings suggest that both low and high river water levels and the availability of heterogeneous habitats are crucial for zooplankton development in River Sio. The high zooplankton density observed bears significance to the ecological functions of the river as a breeding and nursery ground for potamodromous fishes from Lake Victoria.","Gimbo, R",2009,"ASFA: Aquatic Sciences and Fisheries Abstracts","chla",""
"suspended sediment, nutrients, and chlorophyll in tropical floodplain lakes with different patterns of hydrological connectivity","chl_65",92,"The ecological functioning of floodplain lakes is largely influenced by the interaction with the river mainstem. In this study, seasonal variation in water chemistry and the relationship with the river conditions were compared between floodplain lakes that differ in the level of connection to the Usumacinta River, the largest river of Mesoamerica. Samples for suspended solids, nutrients, and chlorophyll a were collected through the year in lakes permanently connected to the river and in lakes that only received water from the Usumacinta for a short period during peak flow. Floodplain lakes showed higher total suspended solids than the river during the dry season while during the rainy season greater differences were observed between the river and the lakes, probably explained by higher concentrations in the river and greater sedimentation in the lakes. Greater organic matter content in the suspended solids was observed in the floodplain lakes, particularly in the more isolated lakes, likely related to high algal biomass. Nitrate concentrations were always higher in the river than in the lakes and lower nitrate concentrations occurred at the isolated lakes, suggesting that processes that remove nitrate occur through the year and are a common feature of floodplain lakes. Phosphorus in the connected lakes was higher than in the river only during the dry season, while in the isolated lakes concentrations were always greater than in the river. Chlorophyll a concentrations were higher in the connected lakes than in the river only during the dry season, while the more isolated lakes exhibited higher values through the year, showing signs of eutrophication. Suspended organic matter, nitrate, and chlorophyll showed larger differences between lake and river sites in the more isolated lakes, probably related to greater water residence time and its influence on primary production. Less connected lakes are more vulnerable to flow alteration because the brief period of connection to the river can be compromised and the effects of eutrophication exacerbated.","Castillo, María M",2020,"Agricultural & Environmental Science Collection","chla",""
"temperature and precipitation drive temporal variability in aquatic carbon and ghg concentrations and fluxes in a peatland catchment","pro_64",60,"The aquatic pathway is increasingly being recognized as an important component of catchment carbon and greenhouse gas (GHG) budgets, particularly in peatland systems due to their large carbon store and strong hydrological connectivity. In this study, we present a complete 5-year data set of all aquatic carbon and GHG species from an ombrotrophic Scottish peatland. Measured species include particulate and dissolved forms of organic carbon (POC, DOC), dissolved inorganic carbon (DIC), CO2, CH4 and N2O. We show that short-term variability in concentrations exists across all species and this is strongly linked to discharge. Seasonal cyclicity was only evident in DOC,CO2 and CH4 concentration; however, temperature correlated with monthly means in all species except DIC. Although the temperature correlation with monthly DOC and POC concentrations appeared to be related to biological productivity in the terrestrial system, we suggest the temperature correlation with CO2 and CH4 was primarily due to in-stream temperature-dependent solubility. Interannual variability in total aquatic carbon concentration was strongly correlated with catchment gross primary productivity (GPP) indicating a strong potential terrestrial aquatic linkage. DOC represented the largest aquatic carbon flux term (19.3 plus or minus 4.59 g C m-2 yr-1), followed by CO2 evasion (10.0 g C m-2 yr-1). Despite an estimated contribution to the total aquatic carbon flux of between 8 and 48%, evasion estimates had the greatest uncertainty. Interannual variability in total aquatic carbon export was low in comparison with variability in terrestrial biosphere-atmosphere exchange, and could be explained primarily by temperature and precipitation. Our results therefore suggest that climatic change is likely to have a significant impact on annual carbon losses through the aquatic pathway, and as such, aquatic exports are fundamental to the understanding of whole catchment responses to climate change.","Dinsmore, K J;Billett, M F;Dyson, KE",2013,"ASFA: Aquatic Sciences and Fisheries Abstracts","pro",""
"temporal coherence between lake and landscape primary productivity","chl_66",88,"Understanding the patterns and drivers of primary productivity is a major goal of ecology, but little is known about whether the primary productivities of different types of ecosystems—here, lakes and the landscapes in which they are embedded—fluctuate in related ways through time. Due to shared climatic variation and well-known connections between lake and terrestrial ecosystems, such as nutrient and resource subsidies, we hypothesized that interannual fluctuations in aquatic and terrestrial primary productivity indices could be coherent. We also expected that lake and watershed characteristics could modify the strength and nature of primary productivity relationships. We applied wavelet coherence analyses to time series of lake chlorophyll-a and satellite-derived NDVI to examine coherence between lakes and land, and used random forest regression and generalized additive models to evaluate why coherence varies among lakes. There can be substantial coherence between lake and terrestrial primary productivity, but the strength and phase (direction and time lag) of this relationship vary widely, and there were marked differences between short (2–4-year periods of oscillation) and long (&gt; 4-year periods of oscillation) timescales. Across all timescales, variables associated with the connectedness of lakes to their watersheds were consistently the important explanatory variables of the strength and phase of coherence. The patterns observed in this study suggest the importance of cross-ecosystem flows, as opposed to shared climatic variation, in determining temporal coherence between lakes and the landscape.","Walter, Jonathan A;Fleck, Rachel;Kastens, Jude H;Pace, Michael L;Wilkinson, Grace M",2021,"Agricultural & Environmental Science Collection","chla",""
"terrestrialization alters organic matter dynamics and habitat quality for freshwater mussels (unionoida) in floodplain backwaters","chl_67",158,"Anthropogenically induced reduction in flood inundation frequency often leads to terrestrialisation, which accompanies establishment and expansions of tree cover on areas formerly with little or no trees. We tested hypotheses that terrestrialisation degrades habitat for freshwater mussels (Unionoida: Unio douglasiae nipponensis and Lanceolaria grayana) by changing the organic matter (OM) dynamics in floodplain backwaters.Stable isotope composition of seston, periphyton, fine and coarse benthic particulate OM (FBPOM and CBPOM) and mussel tissues was measured to understand OM dynamics and food webs in 14 backwaters in the middle segment of the Kiso River, Japan. Isotope ratios, C:N ratio and chlorophyll a as a proxy of food resource characteristics and the frequency of hypoxia were related to mussel growth rates.delta C-13 of seston, periphyton and FBPOM was low at sites with lower inundation frequency (a greater degree of terrestrialisation), whereas such a trend was not observed for CBPOM (i.e. riparian leaf litter). Mussels fed exclusively on seston or mixtures of seston and periphyton with their delta C-13 tracking fluctuations in food resources.Sestonic delta C-13 differences were attributed to changes in dominant carbon origin from predominantly river-borne to autochthonous sources, while periphytic delta C-13 differences were possibly caused by a varying level of dependence on respiratory CO2. FBPOM-delta C-13 differences were associated with a greater contribution of CBPOM to the FBPOM pool in infrequently flooded backwaters. Variability in mussel growth was more closely related to hypoxia than food resource characteristics.We inferred that terrestrialisation changes quality of seston and benthic detritus and degrades habitat conditions largely by accumulating riparian leaf litter in the benthic detrital pool and increasing the frequency of hypoxia. The removal of riparian trees may temporarily improve habitat condition in backwaters heavily affected by terrestrialisation. However, ecological integrity in the long run requires the recovery of the process that suppresses terrestrialisation, which includes restoration of incised channels and flood pulses.","Negishi, Junjiro N.; Katsuki, Kotaro; Kume, Manabu; Nagayama, Shigeya; Kayaba, Yuichi",2014,"BiosisPreview","chla",""
"the danube restoration project: functional aspects and planktonic productivity in the floodplain system","pro_66",74,"In Austria, the 'Danube Restoration Project' (DRP) was implemented to re-establish the connectivity between the Danube and its floodplain along a free flowing section downstream of Vienna. Before the restoration, the status quo of the `Regelsbrunn' floodplain segment was investigated at different levels of abiotic, biotic and functional properties according to the spatio-temporal effects of hydrological connectivity. The present paper deals with temporal effects on hydrochemistry and on phyto- and bacterioplankton in the side channel (parapotamon). A hydrological situation of the present state of short-termed and intensive flood pulses followed by a period of isolation was compared with a period of higher connectivity reflecting the situation after the restoration. Rising water levels in the river, establishing local surface inflows, resulted in periodic nutrient pulses, high particle load and eutrophication in the floodplain. With disconnection after a spate, the nitrate and soluble reactive phosphate (SRP) concentration decreased significantly during 1 month. Phytoplankton correlated negatively with SRP during the first week after a flood pulse, reflecting the dominance of phytoplankton in SRP uptake. Planktonic primary production was stimulated by the nutrient import at higher connectivity and could be controlled by a decrease in retention time, related to the aims of the DRP. The two investigated periods indicated that increasing retention time in the side channel resulted in a shift from primary production towards prevailing bacterial secondary production.","Hein, T;Heiler, G;Pennetzdorfer, D;Riedler, P;Schagerl, M;Schiemer, F",1999,"ASFA: Aquatic Sciences and Fisheries Abstracts","pro",""
"the effects of river floodwaters on floodplain wetland water quality and diatom assemblages","pro_67",189,"We investigated the effects of river floodpulses on the water chemistry and diatom assemblages in a floodplain wetland. During the two year study period (November 2003-September 2005), the river and wetland exhibited three periods of surface hydrologic connectivity. The impacts of flooding depended on flood magnitude and duration. Both the long/high magnitude and short/high magnitude floods thoroughly mixed river and wetland waters, with conductivity, total nitrogen, and total phosphorus in the wetland decreasing to levels similar to the river. In contrast, the short/low magnitude flood did not mix water chemistry. Wetland conductivity, total nitrogen, and total phosphorus remained elevated. Changes in algal biomass followed changes in water chemistry with the high magnitude floods producing conditions unfavorable for algal growth. Algal biomass decreased in the wetland coinciding with the two high magnitude floods. Increases in algal biomass coincided with the short/low magnitude flood. Wetland and river water column diatom assemblages were dominated by periphytic taxa. The diatom assemblage in the river and wetland were distinct, except during the short/high magnitude flood. During this period, floodwaters brought diatoms into the wetland and both systems were dominated by planktonic centric taxa. Similar diatom taxa were observed in the wetland water column assemblage and the assemblage collected in settling chambers, although their relative abundances varied. Shifts in the settling diatom assemblage coincided with periods of flooding, indicating that river floodwaters leave a discernable signal within this assemblage. Our findings indicate that caution should be exercised when using diatom-based bioassessment in frequently flooded wetlands as the wetland diatom assemblage is influenced by river floodwaters and changes may depend on the duration and magnitude of flooding.","Weilhoefer, Christine L.; Pan, Yangdong; Eppard, Sara",2008,"BiosisPreview","pro",""
"the hydrochemical response of small and shallow floodplain water bodies to temporary surface water connections with the main river","chl_68",132,"We investigated the effects of temporary surface water connections with the main river on the water chemistry of large and small waterbodies in a Danube floodplain by comparing hydrochemical data before, during and after water exchange with the Danube during two large floods in 2009 and 2013. In addition, we studied the effects of an increased frequency of flood pulses on the water chemistry of the floodplain via long-term monitoring data. We used conservative (i.e. biologically non-reactive) parameters (alkalinity, Ca, Cl, K, Mg, Na, SO4, conductivity) to identify hydrochemical changes due to the mixing with river water. Changes in non-conservative parameters (PO4-P, NO3-N, NO2-N, NH4-N, total phosphorus, dissolved organic carbon, dissolved oxygen, chlorophyll-a), which deviated from pure mixing effects, were ascribed to alterations of biogeochemical processes induced by the imported river water. In large floodplain waterbodies, both conservative and non-conservative parameters changed towards Danube water concentrations during the connection with the main river and returned to pre-connection levels after the water exchange ended. Only chlorophyll-a concentrations were almost twice as high in the post-connection phase than before the connection. In small floodplain waterbodies, conservative and non-conservative parameters showed similar changes during the connection with the main river. However, the concentrations of PO4-P, total phosphorus and chlorophyll-a did not return to pre-connection levels, but increased further in the post-connection phase, exceeding even Danube water concentrations. We attribute these changes to phosphorus releases from the sediments and enhanced primary and bacterial production induced by the river water. In years with an increased flooding frequency, both conservative and non-conservative parameters approached Danube water concentrations in large floodplain waterbodies due to the increased surface water exchange. In small floodplain waterbodies, conservative parameters remained unaffected by the increased connection with the river, while nitrate, ammonium, phosphate, total phosphorus and chlorophyll-a concentrations were considerably higher in wet years than in dry years. We conclude that the temporary input of oxygen- and nutrient-rich river water to small, mainly isolated backwaters can induce changes in benthic biogeochemical processes, which may provoke an internal eutrophication of these waterbodies.","Weigelhofer, Gabriele; Preiner, Stefan; Funk, Andrea; Bondar-Kunze, Elisabeth; Hein, Thomas",2015,"BiosisPreview","chla",""
"the impact of inundation-isolation cycles on the culturable bacterioplankton in the danube river floodplain","chl_69",151,"The investigation was conducted in the Kopacki Rit Nature Park (eastern Croatia) which is established to protect the floodplain area of the Danube River. The samples were collected monthly in four sites (channels and lakes) with increasing distance from the river. The aim of investigation was to examine trophic structure of culturable bacterioplankton in relation to inundation-isolation cycles on sampling sites with unequal degree of connection with the Danube river. A change in the ratio of copiotrophs (r- strategists) to oligotrophs (K-strategists) was expected as the different organic carbon sources emerged. The composition of variables was revealed by Principal Component Analysis of abiotic water properties (temperature, water depth, transparency, pH, electrical conductivity, dissolved oxygen, nutrient concentrations) and the chlorophyll-a concentration. Scores of significant components were used in a Multiple Regression as independent variables and the relationship between the scores and abundance of colony forming units (CFUs) was examined. Regression model was significant only for copiotrophs, and their relative dominance was noticed in couple of samples on more isolated sampling sites. In all other samples oligotrophs were a dominant group, especially during the flood pulses or drainage after it. Their elevated abundance was equally distributed in all groups revealed by Principal Component Analysis, and corresponds to the fluvial action. Also concerning the two-way ANOVA (sites/samplings) oligotrophs are highly influenced by the sampling period i.e. inundation-isolation cycles. They are probably driven by the allochthonous organic matter provided by floods or have allochthonous origin itself. At the same time, copiotrophs are to some extent coupled with the established water properties, i.e. bottom-up controlled and their abundance is influenced by the localisation of sampling sites in the floodplain. These results describe the development of the conditions that promote habitat specific succession of the culturable bacterioplankton. Established differences had disappeared after additional inundation-isolation cycles.","Palijan, Goran; Bogut, Irella; Vidakovic, Jasna",2008,"BiosisPreview","chla",""
"the impact of surface water exchange on the nutrient and particle dynamics in side-arms along the river danube, austria","pro_68",72,"Results of two monitoring programs obtained in the free-flowing section of the Danube downstream of Vienna were used to evaluate the effects of river restoration designed to increase surface water inputs into side-arms. Functional descriptors like hydrochemical parameters and plankton react immediately to restored hydrological conditions and offer the opportunity to elucidate the hydrological control on organic processing as an important ecosystem function in fluvial landscapes. Two hydraulic parameters were estimated and linked to basic ecological properties. The level of hydrological connectivity was defined as the average annual duration (days per year) of upstream surface connection and can be used as a 'simple to estimate' parameter within the planning phase. Water age, an adapted measure of residence time based on more detailed information, allow description of the temporal development in side-arms. Greater hydrological connectivity leads to lower conductivity levels and increased nutrient concentrations due to the shift of the dominating source to river water. The contribution of river flow is indicated by higher suspended solid concentrations in side-arms than disconnected water bodies. The phytoplankton biomass shows the highest mean values at a duration of integration of 1 month a super(-1) and decrease with increasing connectivity. The relationships point to a more 'main channel like' hydrochemical situation in the side-arms, with a medium level of phytoplankton biomass and increased autochthonous carbon export. No evidence of eutrophication was found due to the shift of the side-arm from an organic matter sink to a source. On a more detailed level, water age demonstrates the temporal patterns of riverine input, the development of plankton production and the shift between hydrological and biological control of phytoplankton vs. riverine flow in a side-arm. The hydrologic parameters were useful predictors for evaluating the effects of restoration measures in river floodplain systems.","Hein, T;Baranyi, C;Reckendorfer, W;Schiemer, F",2004,"ASFA: Aquatic Sciences and Fisheries Abstracts","pro",""
