"ID","connectivity_type","connectivity_measure","seasonal_code","repeats_code","chlorophyll","country","watershed","water_body_type","basin_size","site_size","water_body_size","latitude","longitude","year","seasonality","seasons","study_type","connectivity","lateral","longitudinal","hyporheic","spatial","temporal_def","temporal","connectivity_process","connectivity_quantitative","connectivity_metric","connectivity_def","predictors","responses","primary_productivity_metric","chlorophyll_method","chlorophyll_response","p_value","food_web","mean","sd","n","data_published","data_figure","data_analysis_method","include_exclude","notes","regulated","cc_notes","meta_analysis","include_exclude_reason"
"chl_73","2","b, c","yes","no","ug/L","Austria","Regelsbrunn, River Danube","river and side arm channels","104,000 km2","570 ha (floodplain area), 100 ha (mean water surface area)",NA,"48<U+00B0>7'N","16<U+00B0>43'<U+0096>16<U+00B0>47'E","1997, 1998, 1999, 2003","Y","March-September for 2003 study, unclear timing of previous data 1997-1999","observational, lab","Y","Y","N","N","Y","daily fluxes of oxygen between main channel and side arm channel and estimated biweekly community metabolism","Y","weirs, artificial openings and culverts, lowering river embankments, flood","Y","water age, water level","low water age implies conditions in side arm are like those in main channel (i.e., low age indicates high ; 0.5 m below mean water level and river discharge of ~1700 m3/s establishes connection between main channel and side arm and disconnection/low water occurs ~ 1340 m3/s of discharge","modeled hydrologic parameters (basin volume, water surface area, mean flow velocity and discharge within the side-arm) to get water age (how long water has been in side arm),","POM, DOC, POC, PON, 13C, chl-a","POM, DOC, POC, PON, 13C, chl-a (pelagic primary production and primary production)","spectrophotometer","chl-a increased with increasing temperatures and other general seasonal patterns, and productivity also increased during low water periods with increasing water age when main and side arm channels were not connected for benthic production, while pelagic production occurred at medium water ages; chl-a not related to discharge",NA,NA,"Y","N","N","N","Y","REGELS for hydrology/water age,","include","Connectivity between main channel and side arm channel with different metrics of primary production","yes","see connectivity_def","maybe","include due to all 3 criteria met"
"chl_32","3","c","no","no","μg L–1","usa","hudson bay lowlands","tundra pond",NA,"varies","475,000 km2","N 58°45'","W 93°50'","2010","Y","summer","observational","Y","Y","Y","Y","Y","more than one season","Y","ice melt","Y","oblique aerial photos, water isotope tracers, water-level loggers","seasonal water chemistry trajectory","water chemistry (major ions, nutrients, chl-a, suspendend sediments, pH)","seasonal water chemistry trajectory","chl-a","lab","mixed, chl used as predictor of surface water trajectories but in my own analysis, the mean connected lakes chl concentrations were higher in two of the three seasons relative to disconnected lakes, also mixed results between surface water chemistry trajectories","N","N","N","N","Y","2014","y","PCA","include","permafrost","no",NA,"Y","all 3 criteria met"
"chl_40","1","b","no","yes","mg m3","Brazil","Taperaçu Estuary","estuary",NA,"not defined","not defined","S 1°00'","W 46°36'","2012-2013","Y","all","observational","Y","Y","Y","Y","Y","more than one season","Y","precipitation, tides","Y","precip, tides","temporal and spatial gradiants of water quality, nuts, and chl-a","spatial: sector, temporal: season, month, tide phase","water quality, nutrients, chl-a","chl-a","lab","increase, chlorophyll increases following rainfall event with increase of freshwater flows to the estuary","N","Y","Y","Y","N","2018","Y","ANOVA, Mann-Whitney, Kruskal-Wallis tests","include","hyperheic zone briefly mentioned in discussion - having to do with freshwater stored in mangrove sediments that are released one ebb tide","no",NA,"Y","all 3 criteria met"
"chl_50","2","d","yes","yes","ug cm-2","usa","Muskegon River","river, wetland, lake",NA,"1,033 km2)","7,060 km2","not included","not included","2006, 2007","Y","all","observational, field-based manipulation","N","Y","Y","N","Y","more than one season, across two years","Y","river stage?","N","habitat type","hydrology","nutrient addition, road salt, temporal synchrony","periphyton biomass and metabolism","periphyton biomass (chl-a, ADFM); community respiration, net community metabolism, synchrony in biomass between habitat pairs","accumulation on tiles, lab","mixed, modest chl response to increased nutrients in lake habitat, no effect on riverine and wetland habitat","Y","N","Y","Y","Y","2011","Y","one-way ANOVA (nutrients on microbial community); paired samples BACI analysis (nutrients on algal biomass -ash free dry mass and chl-a, APA, and metabolism - salt trials only); Pearson product moment correlation (synchrony in biomass, APA and metabolism between habitat pairs)","include","artificial substrates: in situ bio assay systems (tiles); no discussion about connectivity, experiments conducted in individual habitats","yes",NA,"Y","connectivity metric"
"chl_58","1","c","no","no","μg L–1","france","dombes region","lakes",NA,NA,"varaiable; >1 ha - 100 ha","N 45.75939°","E 4.82898°","2008, 2009","Y","spring, summer","observational","Y","N","Y","N","Y","N","N","disturbance (human-induced drainage)","Y","position in lake network","diaspore input","succession stage, productivity,  and connectivity","aquatic plant species richness","chl-a","lab","increase, chl increasing with decreasing aquatic plant species richness, decreasing aquatic plant species also occurred with increasing time since lake disturbance","Y","N","Y","Y","Y","2013","Y","GLM ANCOVA","include","deviance of ANCOVA reported","yes",NA,"Y","all 3 criteria met"
"chl_66","2","g","no","no",NA,"usa","several; northeastern and midwestern states","lakes",NA,"not defined","variable","variable","variable","1989-2018","Y","spring, summer","observational, manipulative","Y","N","N","N","Y","more than one year, continuous measurements","Y","Moran-like effects (climate, weather), cross-ecosystem flows","Y","aquatic and terrestrial primary productivity indices","coherence magnitude and phase difference between chlorophyll a and NDVI","coefficient of variation in NDVI and variables associated with modulation of flows between lake and the landscape","lake–landscape coherence magnitude and phase relationships","chl-a, terrestrial plant growth","remote sensing","NA, chla used as predictor, mean chla was a relatively important predictor of any response variable","Y","N","N","N","N","2021","N","wavelet, GAM","include","connectivity not mentioned much and perhaps connectivity type '0' is more appropriate; data figure shows log10 mean chl-a x-axis and partial residuals on y-axis, figure does not identify lakes","yes",NA,"Y","connectivity metric"
"chl_77","1","b","yes","no","μg L–1","croatia","danube","floodplain lake",NA,"0,12 km2","177 km2","N 45° 35","S 18° 51'","1998-2005","Y","several","observational, literature review, laboratory experiments - growth response of algae after nutrient additions
","Y","Y","N","N","N","more than one season","Y","flood","Y","river stage","macrophyte growth rate","sediment, hydrology, water quality, nutrients,  bacterial abundance, phytoplankton chlorophyll, invasive invertebrates","trophic state index","chl-a","lab","decrease ,under dry conditions – low water period and reduced connectivity between floodplain and river -  higher concentrations of Chl-a observed, with increasing river stage there were higher concentrations of Chl-b and Chl-c relative to Chl-a
","N","macrophytes","Y","Y","N","2011","Y","trophic state indices of secchi dephth, total phosphorus, phytoplankton chloropyll,and nitrogen","include","article in a book, article has original research and some results are lab based, evaluating growth response of algae after nutrient additions in laboaratory,  other data brought in through lit review but data not collected across same spatial and temporal scale","yes",NA,"Y","criteria metric - original research is laboratory based"
"pro_27","0","g","yes","no","N","switzerland","Maggia River","floodplain",NA,"7-km long and nearly 2-km wide","930 km2",NA,NA,"2014-2016","Y","winter, summer, fall","observational, modeled","Y","N","N","N","N","more than one season","Y","river stage- floodplain disturbance","Y","time since last flood, flooding frequency","floodplain disturbance","time since last flood, flooding frequency, habitat size, biofilm standing crop, POM","food chain length","POM",NA,NA,"Y","invertebrates","N","N","N","2020","Y","GLMM, isotope mixing models, isotope niche indices","include","data available upon request; modeled flood frequency and time elapsed since last flood","yes",NA,"Y","all 3 criteria met"
"pro_71","2","a","yes","no","N","Australia","South Aligator river","floodplain",NA,"10 km long","800 km2","S 13°00'","E 132°30'","2013-2014","Y","wet, dry","observational","Y","Y","Y","N","Y","more than one season, continuous","Y","precipitation","Y","distance from home, distance on floodplain","habitat variables","water depth, water coverage, periphyton/vegetation coverage, temperature","fish movement variables","N",NA,NA,"N","fish","N","N","N","2020","N","classification and regression tree modeling, GAM to describe temporal patterns of each habitat variable, GAMMS for fish movement","include","cool study - focus is on fish movement on flood plain; not sure its relevant withough chl-a","no",NA,"Y","connectivity metric"
"pro_68","1, 2","e","no","yes","μg L–1","Austria","danube","river",NA,"not defined","104,000 km2","N 48°12'","E 16°22'","1991, 1995, 1996, 1999, 2001","N","spring, summer, fall","observational","Y","Y","Y","Y","Y","more than one year, continuous measurements","Y","flow pattern and stage","Y","average annual duration (day per year) of upstream surface connection of the different floodplain water bodies with the main channel, and water age","duration of integration","average annual duration (day per year) of upstream surface connection of the different floodplain water bodies with the main channel, and water age","conductance, geochemistry, nutrients, particle concentration, chl-a","chl-a","lab","mixed, increased chla with moderate integration time, lower concentrations exist with low and high integration time","Y","N","Y","Y","Y","2004","Y","water age calculation","include",NA,"yes",NA,"Y","all 3 criteria met"
"pro_66","1","e","no","yes","μg L–1","Austria","danube","floodplain",NA,"10 km2","104,000 km2","not included","not included","1991, 1995, 1996, 1999, 2001","N","spring, fall","observational","Y","Y","Y","N","N","more than one season","Y","river stage","Y","river stage","retention time in side channel","PAR, water retention time","nutrients, primatry production","chl-a, bacteria, primary production (incubations) and field extrapolated","lab","increase","N","Y","Y","Y","N","1999","Y","theoretical water retention time calculation, primary production model, regression analyses and curve estimations for significant relationships","include","hyperheic mentioned but not measured","yes",NA,"Y","all 3 criteria met"
"pro_62","1","a","no","no","N","Australia","Macquarie River",NA,NA,"19,850 ha","210,000 ha","S 30°54'","E 137°32'","2008","N","summer","observational","Y","N","Y","N","Y","N","N","flood pulses",NA,"river stage","distance from river","presence of different hydro-geomorphic habitats","structural variables (densities and species composition),  functional variables (primary prouductivity and respiration), abiotic conditions","phytoplankton density (cells ml-1)",NA,NA,"N","zooplankton","Y","Y","Y","2015","Y","PCA, nMDS, ANOSIM (compositional similarities of phyto and zoop communities","include",NA,"yes",NA,"Y","all 3 criteria met"
"pro_49","1, 2","a","no","no","N","Australia","Macquarie River","floodplain",NA,"124 km in length","210 000 ha","not included","not included","2006","N","spring","observational","Y","Y","Y","N","Y","N","N","flow pulse","Y","functional process zone","spatial patterns of abiotic and biotic parameters","hydrogeomorphological characteristics, longitudinal variation of the measured environmental drivers","food web","cell density (cyano density, diatom density, green algae density, cryptomonads density); plankton respiration, gross primary productivity, GPP/Pr ratio",NA,NA,"n","cryptomonads, protozoans, rotifers, copepods and cladocerans","Y","Y","Y","2010","Y","Non-metric multidimensional scaling","include","range of relative depth of 90 study lakes reported with mean and standard deviation","yes",NA,"Y","all 3 criteria met"
"chl_11","0","h","no","no","µg g-1, µg L-1","china","Gehe River","lake",NA,"34.7 km2","378 km2","N 24°30'","E 102°45'","1955-2011","N","na","observational","Y","N","Y","N","N","across many years","Y","hydrology due to dam installation","N","na","na","nutrients, hydrology, climate","Chla, cladocera, diatoms","sediment chl-a, cladocera, diatoms","lab","NA, chla increased steadily with eutrophication,  effects of hydrological fluctuation were minor bc itshowed strong interaction with chla affecting cladoceran measures","n","diatoms, cladocerans","Y","N","N","2017","Y","Constrained incremental sum of squares (CONISS), DCA, PCA (for community variations), broken-stick model to determine signif. Of PCA axes, RDA","include","1 sediment core analyzed","yes",NA,"Y","no connectivity metric"
"chl_21","2","d","no","no","μg L–1","china","Yangtze","lake",NA,"variable","variable","several","several","2008-2011","N","all","observational","Y","N","Y","N","Y","N","N","river stage - control
gates/dams","N","water quality","flow rate/residence time","lake morphology, hydrologic characteristics","Chl-a, nutrients","chl-a","lab","mixed, Chl-a concentration in the lakes with relative depth less than 0.09 were significantly higher than those with  relative depth greater than 0.09 - Table 2; Chl-a in the lakes hydraulically connected with rivers were lower than in the isolated lakes (Table 3); chl tended to increase with increase of relative depth for the lakes with spatial area less than 25 km2 and decrease with increase of relative depth for lakes with spatial area greater than 25 km2","Y","N","Y","N","Y","2014","Y","correlation analysis","include","seasonality not discussed","yes, no",NA,"Y","all 3 criteria met"
"chl_47","1, 2","b, i","yes","no","μg L–1","china","pearl","estuary",NA,"not defined","not defined","N 22.5","E 113.5","2016","Y","winter, summer","observational","Y","Y","Y","N","Y","more than one season","Y","river inflow, tidal currents","Y","source contributions and transport routes","discharge, salinity","river-tide dynamics","trace metals","chl-a","lab","increase, higher chla observed near the mouths of freshwater outlets of the estuary","N","N","Y","N","Y","2021","Y","pearson's correlation analysis, multiple linear regression, hierarchial clustering, coefficient of variance to describe the spatial variability","include","water boday and site size not defined but could estimate water body/site size from map; riverine inputs to estuary are regulated but estuary itself is not; percent of variance of eigenvalues exists in table 1","no",NA,"Y","all 3 criteria met"
"chl_17","2","b, d","Y","Y","Y","USA","Upper Mississippi River, Illinois River","floodplain river",NA,NA,"1300 river km",NA,NA,"1994-2002, 2004-2011","Y","spring (last week April), summer (last week July), autumn (2nd week October)","observational","Y","Y","N - different reaches but no analysis of differences","N","Y","three seasons (see seasons); 17 years of data","Y","not described but dams mentioned","N","habitat","backwater vs main channel","discharge","ISS, VSS, chlorophyll, nutrients (total N, total P, NO3-, NO2-, NH3/NH4+, soluble reactive P, DIN): 1) concentration; 2) relative difference between concentration in backwater and concentration in main channel","chlorophyll-a","fluorometrically","decrease in connected channel areas (higher in backwater). Exceptions may be due to times when N is limiting, when low discharge increases residence time in main channel, when high veg shades production.",NA,"phytoplankton","N","N","Y","not reported","Y","locally weighted least squares regression; multiple regression, regression tree analysis (ISS and TP)","include",NA,"Y","habitat: backwater vs main channel; discharge","N",NA
"chl_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"exclude",NA,NA,"thesis","N","thesis"
"chl_3","2","c, d","Y","N","Y","Brazil","Central Amazon floodplain","lake, channel, ressaca (intermittent shallow channels) in floodplain",NA,NA,NA,"3°50'0""-2°0'0"" S","65°10'0"" -64°0'0""W","2009, 2010","Y","high (5/20-6/11/2009) and low (11/11-12/2009/10; 8/29-9/7/2010) water level periods, which are dependent on precipitation","observational","Y","Y","N","N","Y","two seasons (high/low); 1.5 years (1 year high/low, 1 year low)","Y","precipitation","N","water level; habitat","high (5/20-6/11/2009) and low (11/11-12/2009/10; 8/29-9/7/2010) water level periods; aquatic system type (lake, channel always connected; ressaca sometimes dried out during low water level periods)","aquatic system type (lake, channel, ressaca); hydrological year phase (low, high water phase)","surface temperature, conductivity, pH, dissolved oxygen, turbidity, transparency, suspended inorganic and organic matter, chlorophyll-a, pheophytin, total nitrogen, total phosphorus, organic and inorganic carbon","chlorophyll-a","lab","decrease in high water period; during low water, increase in more connected habitats",NA,"phytoplankton","Y","N","Y","not reported","Y","PERMANOVA two-way crossed design; Canonical Analysis of Principal Coordinates (CAP)","include","does pheophytin count as a primary productivity metric? Seems to be post-photosynthesis?","U","C (sometimes organized by month) is high or low water phase by date, D (river always connected but lake and ressaca change) is aquatic habitat type","Y",NA
"chl_35","2","c, d","Y","N","Y","Austria","Danube River","river-floodplain complex",NA,NA,"drains
104 000 km2 area; 10 km long river segment; channel network 37km; 520ha floodplain area",NA,NA,"1995, 1996","Y","Winter, Spring, Summer, Autumn; also connectivity phases could be related to wet/dry seasons","observational","Y","Y","N","maybe? Mentions groundwater.","Y",NA,"N","not described","Y","water level","disconnection (Phase I <MW -0.2m), seepage inflow groundwater (phase II MW -0.2 - 1.5m), upstream surface connection overbank (Phase III >MW 1.5m)","connectivity","specific conductance, temperature, dissolved oxygen, nitrate, suspended solids, particulate organic carbon, chlorophyll-a, dissolved organic matter, fine and coarse particulate matter","chlorophyll-a; Particulate organic matter: CPOM (>1.0MM), SPOM (0.1-1.0mm); contribution of chl-a to POC; chl-a, SPOM, CPOM, FPOM, DOC, POC flux (metric tons/year)","HPLC after extraction with hot ethanol","not significant; highest chla- in spring, contribution of chla to POC highest in autumn/winter and higher in floodplain. Above 3000m^3/s, decrease in concentrations.",NA,"phytoplankton; zooplankton","Y","Y","Y","not reported","Y","Wilcoxon paired-sample test (river-floodplain); correlation analyses (discharge vs parameters)","include","CPOM and SPOM significantly greater in main channel; floodplain major sink for FPOM, SPOM, POC, but also a net exporter. I think the fact there might be a optimal flow for chla could be relevant to us.","Y","C = categorical water level, D = 3 sites, one in channel, two in side channel","Y",NA
"chl_43","2","c","N","Y","Y","Argentina","Maluco river-floodplain system","river-floodplain complex",NA,NA,"1,580.4 ha","18º 05’ 24.49” N, 92º 45’ 34.30” W and 18º 05’ 22.47” N, 92º 45’ 10.45” W","18º 05’ 24.49” N, 92º 45’ 34.30” W and 18º 05’ 22.47” N, 92º 45’ 10.45” W","2004, 2005","N",NA,"observational","Y","Y","N","N","Y","6 sampling time points per year (Feb-Dec, every 2 months)","Y","not described","N","water level","not really defined, but overbanking would have led to connection. In this situation, disconnected.","water level","No2-, No3-, NH4+, TP, Chla","chlorophyll-a","SCOR-UNESCO 1966 (lab?)","not significant; decrease with higher WL but not sure it was significant",NA,"phytoplankton","N","SE","Y","not reported","Y","PCA, similarity profile","include","neither year was an overbank year.","U","water level, as corresponds to sampling event","Y",NA
"chl_54","2","c, d","Y","N","Y","Brazil","Patos lagoon, Upper Parana River, Ivinhema River","floodplain lake",NA,NA,NA,NA,NA,"1993, 1994","Y","month, representing high or low water levels","observational","Y","Y","N","N",NA,"month","Y","not described but precipitation during some seasons","Y (one plot of water level vs chlorophyll); rest N (month to represent high or low)","water level","water level = mean 14 days water level; used months to represent high vs low water level","water level (numeric for chla), water level month (applicable to rest of analyses), precipitation, depth, habitat","chlorophyll, total phosphorus, reactive soluble phosphorus, total Khedhahl nitrogen, silica, CO2, bicarbonate, total Nitrogen, water flow, temperature,","chlorophyll","Golterman et al. 1978?","decrease",NA,"phytoplankton","N","N","Y","not reported","Y","regression; PCA","include","Flood events led dilution in nutrients/chlorophyll, followed by intense decomposition (flooded vegetation) when environments interconnected. During low connectivity, precipitation influenced events. |High water = high CO2, low O2, low phytoplankton","U","C is sometimes quantitative water level, sometimes not","Y",NA
"chl_62","1, 2, 3","d, c, a","N","Y","Y","Canada","Utikuma River Drainage Basin","boreal lakes",NA,"0.01-3000 ha",NA,"map","map","1984-1991, 1993-1994, 1997-2003","N",NA,"observational","Y","Y","Y","Y","Y","year","Y","land-to-lake: saturated overland flow, lake-to-lake: streamflow, groundwater: Ca+Mg variation","N","land-lake: surface overland flow, lake-lake: stream connections, groundwater: groundwater flow path length","land-lake: % wetland in contributing area (using soil moisture, satellite imagery, buffering area), lake-lake: isolated
(no stream connections), outflow (only outflowing stream),
and flow through (both inflowing and outflowing streams) (based on DEM, classifications by Strahler order, modified, and lake connectivity index - Martin and Sorano), groundwater: Ca + Mg, where higher values indicate higher flow path length,  absorbing more P","connectivity (surface-lake, lake-lake, groundwater), Ca-Mg (flow path length), % wetland","trophic status (chla)","chlorophyll","satellite","increase with flow path length, decrease with % wetland, increase with lake connectivity",NA,"phytoplankton","Y","N","Y","not reported","Y","regression trees","include","boreal lakes - are these relevant?","U","1D: lake connectivity index, based on type of stream connections; 2C: long-term average of percent wetland within contributing area (continuous, not categorical); 3A: Ca+Mg as proxy for groundwater flow length","Y",NA
"chl_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"exclude",NA,NA,"meta-analysis","N","meta-analysis"
"chl_71","2","d","N","N","Y","Argentina","Salado River Basin","Pampean Lakes",NA,NA,"600 ha and 1700 ha","35º 47’S 57º 52’W, 36º 04’S 58º 01’W","35º 47’S 57º 52’W, 36º 04’S 58º 01’W","2016, 2017","N",NA,"observational/cage","Y","Y","N","N","Y","6 sampling time points","Y","hydro-meteorological conditions (e.g. rainfall)","N","type of lake","connected lake/not connected lake","lake (type)","water temperature, conductivity, pH, depth, transparency, hourly rainfall, phosphorus, dissolved nutrients, chlorophyll-a, phosophorus, nitrite, ammonia nitrogen","chlorophyll-a; phytoplankton","fluorometrically","not significant",NA,"phytoplankton; zooplankton; fish","Y","Y","can be determined","not reported","Y","MANOVA; Spearman correlations; ANOVA; one-way ANOSIM, SIMPER, 2-way ANOVA","include","Difference in species comp phyto (Cyanobacteria in connected lake); More cladocerans in disconnected","U","lake: connected/not connected","Y",NA
"pro_18","2","d, e","Y","N","Y","USA","Illinois River","floodplain lakes",NA,NA,"484 ha (Merwin) and 2723 ha (Emiquon)",NA,NA,"2013","Y","months","observational","Y","Y","N","N","Y","month; pre-flood, flood, post-flood","Y","levee failure from rain, flooding","N","habitat; flood period","river vs lake; pre-during-post flood",NA,"water temperature, dissolved oxygen, pH, conductivity, turbidity, total depth, secchi depth, chla, TSS, nitrate, soluble reactive phosphorus, total ammonia, total phosphorus, total nitrogen, pelagic bacterial community composition, zooplankton; aquatic vegetation; fishes; waterbirds","chlorophyll a","lab","greater at more connected lake",NA,"phytoplankton; zooplankton; fishes; waterbirds","N","N","Y","not reported","Y","NMDS, ANOSIM, Shannon diversity index","include",NA,"U","D: comparison of a site with longer flooding vs shorter flooding; E: sampled by month but talk in terms of pre-flood, flooding, and post-flood","Y",NA
"pro_20","2","d, c","Y","Y","Y","USA","Upper Missippi River",NA,NA,NA,NA,"map","map","2006, 2007","Y","day of year","observational","Y","Y","N","N","Y","model results by day of year","Y","not described","N","habitat (main channel vs backwater)","main channel, backwater, backwater could be low connectivity or high connectivity depending on number of connections to main channel","total daily surface irradiance, mean daily water temperature, TN, TP, chlorophyll,  discharge","dissolved oxygen, rates of ecosystem metabolism","aquatic GPP, aquatic respiration, aquatic net ecosystem production (NEP)","fluorometrically","chlorophyll is a predictor",NA,"aquatic ecosystem","N","N","N","not reported","Y","first order autoregressive model","include","backwater had greater GPP and R than main channel, but NEP>0 more common in main channel. Chlorophyll correlated with NEP, R, GPP in models. Chlorophyll is not the response variable here.","Y","habitat: backwater (low connectivity and high connectivity) vs main channel","N",NA
"pro_24","1, 3","d","N","Y","N","USA","Bandy Experimental Ranch, Blackfoot Valley","depressional wetlands",NA,"1609 x 804m",NA,"113.2341deg W)","47.0566deg N","1976-1999","N",NA,"observational","Y","N","from high to low elevation?","Y","Y","year","Y","overland flow from spring snowmelt","N","isolated vs connected wetland","receives surface/groundwater inflow; does not","Type of wetland (ground water discharge vs. surface water discharge, connected vs isolated), precipitation, geomorphology","Species richness, species evenness, net primary productivity, vegetation species comp","NPP",NA,NA,NA,"vegetation","Y","SE","Y","not reported","Y","DCA for vegetation species composition and relationships with abiotic measurements","include","Not relevant to our system. Lots of variation in dates for different parameters. The study was between 1998-1999.",NA,"1D, 3D: isolated (no visible connection to other wetland) vs connected wetlands (visually confirmed or suspected connection to upslope wetland)","N",NA
"pro_33","0","g","N","Y","N","USA","Lake Logan Martin (part of Coosa River), Choccolocco Creek","lake, creek",NA,"Lake Logan Martin: 6179 ha",NA,"map","map","1996, 1999, 2000, 2001, 2002","N","drought","observational","N","N","N","N","Y","years; drought periods","Y",NA,"N","habitat","lentic vs lotic","PDSI (drought index); Habitat (lotic vs lentic)","fish lipid content, fish growth",NA,NA,NA,NA,"fish","N","SE","Y","not reported","Y","Pearson correlation, ANCOVA, growth modeling","include","wholly focused on fish. lentic vs lotic - does this count as connectivity?More ""hydrologic habitats."" Really don't discuss connectivity in this paper so I put ""N"" for connectivity but did put lentic v lotic as a classification for the coding exercise.  did not separate out fish analyses since not phyto.","N","habitat: lentic vs lotic. No mention of connectivity except one small note in intro.","N",NA
"pro_36","2","b, c, e","Y","Y","Y","Austria","Danube River","floodplain segments",NA,NA,NA,"map","map","1988, 1989, 1990","Y","months","review","Y","Y","N","N","N","month; flooding periods","Y",NA,"Y","months connection; water age; connected/disconnected/flooding (not defined)","duration of surface water connectivity between river and its backwaters in  months per year; water age: Here,
age is defined as how long the water has
been contained in the water body system, up to any
position within the system, at any point in time.","connectivity (water age, floodplain discharge, hydrological connectivity month), Phosphate, restoration before/after","chlorophyll, PIM, bacteria, phosphate, POC, C:N ratio, 13C isotope values of POC , bacteria","chlorophyll a, POC","not sure","greater at intermediate connectedness (until phosphate limited, or too high flows); decreased by high macrophyte densities, increase with bacteria, phosphate",NA,"phytoplankton, zooplankton","N","N","N","not reported","Y","not discussed","exclude","this is a review of studies","Y","months per year of connectivity; discharge; water age; this is a review study","N","not research article"
"pro_7","2","c","Y","Y","N","South America","Amazon River Basin",NA,NA,"2000-km reach",NA,"22° 43’12’’S e 53° 17’37’’W","22° 43’12’’S e 53° 17’37’’W","1982-1991","Y","low water, rising, falling","modeling","Kind of?","Kind of?","N","N",NA,"low water, rising, falling waters",NA,"not described","N","hydrograph stage","low water, rising, falling waters","Hydrograph stage, station","carbon flux, proportion of aquatic carbon flux, Carbon13 isotopic signature, Nitrate, pH, O2, DON, DOC/DON, fumic to humic acid ratio, outgassing rates of CH4, , mineralization rate of DOM, more…","Carbon flux, Carbon isotopic signature",NA,NA,NA,NA,"overall mean annual flux","N","N","Y","Y","process-based model","include","There is a lot I don't understand in this paper. The main useful takeaway seems to be that flooded area and discharge affect the processes. During low waters, there is more aquatic photosynthesis, and depending on water stage (falling, low, rising), main source (terrestrial/aquatic) of carbonsequestraton will change.","U","season = falling water, low water, rising water. This study not really focused on connectivity, but does talk about water stage.","N",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categories","def of each category",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chl_13","0","g","yes","yes","","Poland, Germany","Young Glacial","river, ponds",NA,"32.5 sqkm","small (<1 ha)","N",NA,"2012-2014","Y","wet/dry","observational","Y","Y","Y","N","Y","2 seasons","Y","seasonal runoff and precip","N","total N, total P","river network density, total length of water courses, and pond surface area","total N, total P","","none","","none","N","N","Y","N","Y","Y","Y","biogenic ions and water levels","N","","no","biogenic ion paper looking at drainage network length, density and surface area and changes in N and P in relation to pollution and flow.","N","doesn't mention chlorophyl or connectivity"
"chl_22","2","b, c","yes","yes","ug/L","US","Guadalupe","estuary",NA,"10km","10km","N",NA,"2005-2006","Y","Y","observational","Y","Y","N","N","Y","connected","Y","critical depth at which ponds connected","Y","surface water connectivity","critical depth (tidal creek water level above which surface water connection occurs) build on relationship btwn tidal creek and pond water level","chl-a, sediment, TSS","chl-a","chl-a","photometric","mixed","<.005","Y","N","N","Y","N","N","statistical, nmds","Y","chlorophyll used as surrogate for algal biomass, sampled monthly but lack clear dataset, could pull from figures?","no","monthly sampling using chla as surrogate for algal biomass and food web floodpulse concept","N","connectivity and chl-a"
"chl_33","1, 2","d, e","no","no","ug/L","Austria","Danube","river",NA,"large","350km","N",NA,"1991","N","","observational","Y","Y","Y","Y","Y","","N","water level at different habitat transects","N","cross section measurements of nutrients/wq","water flow/level","chl-a","chl-a","chl-a and inorg sed, nitrate","photometric","mixed","","N","N","N","N","N","Y","statistical, lm","Y","","yes","effect of hydrologic connectivity/flood pulses on backwater nutrients and trophic process","N","connectivity metric, response"
"chl_41","1, 2","b, c, d","yes","no","ug/L","North America","Saskatchewan","floodplain",NA,"large","10000 sqkm","Y",NA,"2014","Y","wet/dry","observational","Y","Y","Y","N","Y","2 seasons","Y","dams, precip, snowmelt","N","remote sensing, dO18 and dH2, and connectivity class (based on flow)","surface water coverage area for different flood categories (discharge based)","dO18 and dH2","dO18 and dH2, Surface Water Coverage Area (SWCA), O, TN, TP, DOC, chl- a,SO 4,NO 3- NO 2,NH 3-NH 4, turbidity, pH, and conductivity","chl-a and others","Turner Trilogy fluorometer following a 7 min digestion in 90% EtOH at 80 °C","mixed","N","N","N","N","Y","N","Y","isotope, remote sensing, PCA","Y","drainage area 405 864 sqkm, could extract from figures but not clear what specific mean would be for connectivity measure","no","floodplain connected lakes via surface water remote sensing","N","connectivity metric"
