"title","abstract","authors","article_type","pub_year","volume","database_id","database_type","reviewer_name","marine_y_n","water_body_type","original_research_y_n","response_variable","connectivity_metric","inclusion","notes"
"the significance of side-arm connectivity for carbon dynamics of the river danube, austria","1. Side-arms connected to the main stem of the river are key areas for biogeochemical cycling in fluvial landscapes, exhibiting high rates of carbon processing. 2. This work focused on quantifying autochthonous and allochthonous carbon pools and, thereby, on comparing transport and transformation processes in a restored side-arm system of the River Danube (Regelsbrunn). We established a carbon budget and quantified carbon processing from March to September 2003. In addition, data from previous studies during 1997 to 1999 were assessed. 3. Gross primary production (GPP) and community respiration were estimated by diel oxygen time curves and an oxygen mass balance. Plankton primary production was determined to estimate its contribution to GPP under different hydrological conditions. 4. Based on the degree of connectivity, three hydrological phases were differentiated. Most of the organic matter, dominated by allochthonous carbon, was transported in the main channel and through the side-arm during floods, while at intermediate and low flows (and thus connectivity), transformation processes became more important and autochthonous carbon dominated the carbon pool. The side-arm system functioned as a sink for particulate matter [total suspended solids and particulate organic carbon (POC)] and a source of dissolved organic carbon (DOC) and chlorophyll-a. 5. Autochthonous primary production of 4.2 t C day¹ in the side-arm was equivalent to about 20% of the allochthonous inputs of 20 t C day¹ (POC and DOC) entering the area at mean flow (1% of the discharge of the main channel). Pelagic photosynthesis was generally high at mean flow (1.3-3.8 g C m² day¹), and contributed up to 90% of system productivity. During long stagnant periods at low discharge, the side-arm was controlled by biological processes and a shift from planktonic to benthic activity occurred (benthic primary production of 0.4-14 g C m² day¹). 6. The transformation of the organic matter that passes through the side-arm under different hydrological conditions, points to the importance of these subsystems in contributing autochthonous carbon to the food web of the main channel.","Preiner, S;Drozdowski, I;Schagerl, M;Schiemer, F;Hein, T","Scholarly Journals","2008","53","47516161","proquest","LY",NA,NA,NA,NA,NA,NA,NA
"floods increase similarity among aquatic habitats in river-floodplain systems","During low water levels, habitats in river-floodplain systems are isolated from each other and from the main river. Oppositely, floods tend to connect water bodies with distinct hydrological characteristics and, as a result, ecological processes and biological communities tend to be more similar among the distinct habitats that comprise a river-floodplain system. Based on a literature review and also using unpublished data obtained in tropical floodplains, the aim of this paper is to highlight the effects of floods as a process that reduce spatial variability. The usual negative relationship between the coefficient of variation of any ecological indicator (e.g., chlorophyll-a or total phosphorus) and water level is the main result demonstrating a reduction in spatial variability due to floods. Considering physical, chemical or biotic data gathered in distinct habitats within the floodplain, this pattern was found in temperate and tropical regions, subjected to distinct levels of anthropogenic impacts, and at different spatial extents. The main mechanism that accounts for this pattern may be stated as follow. During low water level, the biological communities of each habitat in the floodplain (e.g. lagoons, backwater, streams) follow distinct temporal trajectories due to the effects of local driving forces (e.g. an efficient predator trapped in a lagoon but not in another). Management plans and biodiversity conservation in river floodplain systems will benefit by considering the effects of flood homogenization and increased connectivity peculiar to these unique ecosystems.[PUBLICATION ABSTRACT]","Thomaz, Sidinei M;Bini, Luis Mauricio;Bozelli, Reinaldo Luiz","Scholarly Journals","2007","579","821237454","proquest","DC",NA,NA,NA,NA,NA,NA,NA
"hydrological seasonality and benthic algal biomass in a neotropical floodplain river","Our study evaluated spatiotemporal variation of physicochemical parameters and benthic and sestonic algal biomass in littoral areas of the main channel and floodplain lakes of the Cinaruco River, a lowland tributary of the Orinoco River in Venezuela. The Cinaruco is characterized by a highly predictable annual flood pulse, high transparency, and extremely low conductivity and suspended sediment load. During 2002 and 2003, 10 sites in the main channel and floodplain lagoons were sampled on 12 occasions. Correspondence analysis based on water physicochemical variables and algal biomass showed that (similar to)80% of the variation in the multivariate space among sites and sampling dates was explained by 2 axes. During the high-water periods, river and lagoon sites showed high similarity in water variables and algal biomass. Conductivity, SiO 3 , and chlorophyll a concentrations (both benthic and sestonic) were low during the high-water phase. On the other hand, water variables and algal biomass differed between river and lagoon sites during the low-water period. The absence of flow in lagoons and consistently low algal biomass (sestonic and benthic) in river sites were the most important features of the spatial variability between main channel and lagoon sites during low-water phases. Benthic chlorophyll a was highly uniform at small spatial scales and significantly heterogeneous at large spatial scales. The annual flood regime of the Cinaruco, which drives the concentrations of dissolved materials and affects material interchanges between aquatic and terrestrial systems, also appears to be responsible for creating strong patterns of seasonal and spatial variation in benthic algal crops. (copyright) 2006 by The North American Benthological Society.","Montoya, J V;Roelke, D L;Winemiller, KO;Cotner, J B;Snider, JA","Scholarly Journals","2006",NA,"925402266","proquest","PG",NA,NA,NA,NA,NA,NA,NA
"hydrologic controls on the trophic status of shallow lakes on the boreal plain","The trophic status of shallow lakes on the Boreal Plain of Alberta exhibits high natural variation in space and time. It is not currently known what the dominant controls on this variation are at regional scales and over longer time periods. The aim of this thesis is to characterize the natural variation in trophic status, as measured by the concentration of chlorophyll a (CHLa), and assess the importance of hydrology, captured by climatic and landscape metrics, in explaining the spatial and temporal variation in trophic status. Indicators of trophic status were derived from Landsat images acquired during late summer (August) over a 20 year period from 1984 to 2003. A two-way analysis of variance revealed that of the total variation in CHLa, approximately 50 percent was in the spatial component, 10 percent was in the temporal component and 40 percent was in the spatio-temporal component, which also included the error term. Variation in the temporal component was related non-linearly to climate, as measured by effective precipitation (precipitation minus evapotranspiration). The relation between CHLa and climate indicated that under wet conditions CHLa decreased possibly due to phosphorus dilution and that under dry conditions CHLa increased possibly due to phosphorus concentration. Variation in the spatial component was related to indicators of groundwater and surface water connectivity. Lakes, situated in regional groundwater flow systems, exhibited higher CHLa than lakes situated in local groundwater flow systems. For the majority of lakes, situated in local groundwater flow systems, high wetland cover in their catchments corresponded to low CHLa whereas low wetland cover corresponded to high CHLa. For the minority of lakes, located in regional groundwater flow systems, higher stream connectivity was associated with higher CHLa. Overall, groundwater and surface water variables explained 74 percent of the spatial variation and climatic variables explained 78 percent of the temporal variation. These results underscore the importance of considering hydrology when understanding the sources of variation in trophic status measured at regional scales over long time periods. Incorporating hydrologic knowledge in resource management may help in mitigating impacts of resource activities.","Sass, Gabor Z","Books","2006","68","20435600","proquest","ES",NA,NA,NA,NA,NA,NA,NA
"transversal and lateral exciton energy transfer in grana thylakoids of spinach","The excitation energy transfer between photosystem (PS) II complexes was studied in isolated grana disks and thylakoids using chlorophyll a fluorescence induction measurements in the presence of DCMU under stacked and destacked conditions. Destacking of grana was achieved using a sonication protocol in a buffer without MgCl 2 . The degree of stacking was controlled and quantified by atomic force microscopy and by the concomitant absorption changes. As expected from the literature, intact thylakoids showed a strong dependency of the connectivity of PSII centers, the F m /F o ratio as well as the fraction of PSII(beta) centers on the MgCl 2 concentration. In contrast, these parameters did not change in isolated grana disks. In particular, the connectivity remained constantly high irrespective of the degree of destacking. These differences were explained by the high protein density in grana disks, which hinders separation and mixing of proteins sufficiently to change energy transfer properties. Due to the occurrence of stroma lamella in intact thylakoids, intermixing of PSII and PSI is possible and allows for changes in F m /F o ratio as is the separation of LHCII from PSII, thus leading to an increase in the fraction of PSII(beta). Even if mixing and separation of proteins are impaired in isolated grana disks, destacking should lead to a decrease in connectivity if transversal excitation energy transfer between two opposite membranes is significant. Because the connectivity is constant over all degrees of destacking employed, we conclude that the energy transfer in granas is mainly lateral.","Kirchhoff, H;Borinski, M;Lenhert, S;Chi, L;Büchel, C","Scholarly Journals","2004",NA,"925361516","proquest","RP",NA,NA,NA,NA,NA,NA,NA
"hydrological connectivity, and the exchange of organic matter and nutrients in a dynamic river-floodplain system (danube, austria)","1. The relationship between hydrological connectivity, and the exchange processes of suspended sediments, organic matter and nutrients (NO sub(3)-N) was investigated in a dynamically connected river-floodplain segment of the Danube over a 15-month period in 1995 and 1996 in the Alluvial Zone National Park, Austria. 2. Based on water level dynamics and water retention times, three phases of river-floodplain connectivity were identified: disconnection (phase I), seepage inflow (phase II) and upstream surface connection (phase III). The frequency of occurrence of these phases was 67.5%, 29.3% and 3.2%, respectively, during the study period. 3. A conceptual model is presented linking hydrological connectivity with ecological processes. Generally, the floodplain shifts from a closed and mainly biologically controlled ecosystem during phase I to an increasingly open and more hydrologically controlled system during phases II and III. Phase I, with internal processes dominating, is designated the 'biotic interaction phase'. 4. Phase II, with massive nutrient inputs to the floodplain yet relatively high residence times, and therefore, high algal biomass, is classified as the 'primary production phase'. This demonstrates that water level fluctuations well below bankfull may considerably enhance floodplain productivity. 5. Finally, since transport of particulate matter is mainly restricted to short flood pulses above bankfull level, phase III has been defined as the 'transport phase'. 6. The floodplain served as a major sink for suspended sediments (250 mt ha super(-1) year super(-1)), FPOM (96 mt ha super(-1) year super(-1)), particulate organic carbon (POC; 2.9 mt ha super(-1) year super(-1)) and nitrate-nitrogen (0.96 mt ha super(-1) year super(-1)), but was a source for dissolved organic carbon (DOC; 240 kg ha super(-1) year super(-1)), algal biomass (chlorophyll-a; 0.5 kg ha super(-1) year super(-1)) and CPOM (21 kg ha super(-1) year super(-1)). Considerable quantities of DOC and algal biomass were exported to the river channel during phase II, whereas particulate matter transport was largely restricted to the short floods of phase III. 7. The Danube Restoration Project will create a more gradual change between the individual phases by increasing hydrological connectivity between the river channel and the floodplain, and is predicted to enhance productivity by maintaining a balance between retention and export of nutrients and organic matter.","Tockner, K;Pennetzdorfer, D;Reiner, N;Schiemer, F;Ward, J V","Scholarly Journals","1999","41","17380345","proquest","MB",NA,NA,NA,NA,NA,NA,NA
"role of lhcii-containing macrodomains in the structure, function and dynamics of grana","In higher plants and green algae two types of thylakoids are distinguished, granum (stacked) and stroma (unstacked) thylakoids. They form a three-dimensional (3D) network with large lateral heterogeneity: photosystem II (PSII) and the associated main chlorophyll a/b light-harvesting complex (LHCII) are found predominantly in the stacked region, while PSI and LHCI are located mainly in the unstacked region of the membrane. This picture emerged from the discovery of the physical separation of the two photosystems (Boardman and Anderson 1964). Granal chloroplasts possess significant flexibility, which is essential for optimizing the photosynthetic machinery under various environmental conditions. However, our understanding concerning the assembly, structural dynamics and regulatory functions of grana is far from being complete. In this paper we overview the significance of the three-dimensional structure of grana in the absorption properties, ionic equilibrations, and in the diffusion of membrane components between the stacked and unstacked regions. Further, we discuss the role of chiral macrodomains in the grana. Lateral heterogeneity of thylakoid membranes is proposed to be a consequence of the formation of macrodomains constituted of LHCII and PSII; their long range order permits long distance migration of excitation energy, which explains the energetic connectivity of PSII particles. The ability of macrodomains to undergo light-induced reversible structural changes lends structural flexibility to the granum. In purified LHCII, which has also been shown to form stacked lamellar aggregates with long range chiral order, excitation energy migrates for large distances; these macroaggregates are also capable of undergoing light-induced reversible structural changes and fluorescence quenching. Hence, some basic properties of grana appear to originate from its main constituent, the LHCII.","Garab, G;Mustardy, L","Scholarly Journals","1999",NA,"925182554","proquest","CP",NA,NA,NA,NA,NA,NA,NA
"hydrological connectivity and flood pulses as the central aspects for the integrity of a river-floodplain system","Interactions between the Danube river and its backwaters were analysed by determining the correspondence between river fluctuation and ground- and back-water levels and the extent of surface connectivity within the river floodplain at different water levels. Samples from a longitudinal and a lateral transect taken during low water mean water, high water and flood were analysed for inorganic nutrients, suspended solids and chlorophyll-a. In longitudinal, connectivity decreased with distance from the Danube. At low water sample there was no surface connection between the river and its backwaters. Conditions in backwaters were determined by internal processes, characterized by low concentrations of nutrients and suspended solids. As water levels increased, local surface inflow and seepage caused nutrient pulses and eutrophication. The significance of flood pulses for dynamics of biological processes was emphasized by short-term changes. The response of different water bodies depended on connectivity to the river. Floods reset the ecosystem at an earlier successional stage. In the pelagic zone, floods removed biota and established initial set points.","Heiler, G;Hein, T;Schiemer, F;Bornette, G","Scholarly Journals","1995","11","13645558","proquest","LY",NA,NA,NA,NA,NA,NA,NA
"hydrologic variability, water chemistry, and phytoplankton biomass in a large floodplain of the sacramento river, ca, u.s.a","The Yolo Bypass, a large, managed floodplain that discharges to the headwaters of the San Francisco Estuary, was studied before, during, and after a single, month-long inundation by the Sacramento River in winter and spring 2000. The primary objective was to identify hydrologic conditions and other factors that enhance production of phytoplankton biomass in the floodplain waters. Recent reductions in phytoplankton have limited secondary production in the river and estuary, and increased phytoplankton biomass is a restoration objective for this system. Chlorophyll a was used as a measure of phytoplankton biomass in this study. Chlorophyll a concentrations were low (<4 mug l-1) during inundation by the river when flow through the floodplain was high, but concentrations rapidly increased as river inflow decreased and the floodplain drained. Therefore, hydrologic conditions in the weeks following inundation by river inflow appeared most important for producing phytoplankton biomass in the floodplain. Discharges from local streams were important sources of water to the floodplain before and after inundation by the river, and they supplied dissolved inorganic nutrients while chlorophyll a was increasing. Discharge from the floodplain was enriched in chlorophyll a relative to downstream locations in the river and estuary during the initial draining and later when local stream inflows produced brief discharge pulses. Based on the observation that phytoplankton biomass peaks during drainage events, we suggest that phytoplankton production in the floodplain and biomass transport to downstream locations would be higher in years with multiple inundation and draining sequences.","Schemel, Laurence Edward; Sommer, Ted R.; Muller-Solger, Anke B.; Harrell, William C.","Scholarly Journals","2004","513","BIOSIS:PREV200400273679","wos","DC",NA,NA,NA,NA,NA,NA,NA
"contrasts between channels and backwaters in a large, floodplain river: testing our understanding of nutrient cycling, phytoplankton abundance, and suspended solids dynamics","In floodplain rivers, variability in hydraulic connectivity interacts with biogeochemistry to determine the distribution of suspended and dissolved substances. Nutrient, chlorophyll a, and suspended solids data spanning longitudinal (5 study reaches across 1300 river km), lateral (main channel and backwaters), and temporal (1994-2011) gradients in the Upper Mississippi River (UMR) were used to examine the extent to which observed differences between the main channel and backwaters were consistent with expectations based on current understanding of biogeochemical processes in large rivers. For N and P, the results largely conformed to expectations. N concentrations were greater in the main channel than in the backwaters in 82 to 96% of the observations across river reaches. Maximum TP concentrations generally occurred in backwaters during summer, when backwater TP often exceeded that of the main channel. Flux of P from sediments may be a substantial source of water-column P in UMR backwaters in summer. The data for suspended solids and chlorophyll a suggest that some refinements are needed of our understanding of ecosystem processes in large rivers. During low-discharge conditions, concentrations of inorganic suspended solids often were greater in backwaters than in the main channel, suggesting the importance of sediment resuspension. Chlorophyll a concentrations were usually greater in backwaters than in the main channel, but exceptions indicate that phytoplankton abundance in the main channel of the UMR can sometimes be greater than is typically expected for large rivers.","Houser, Jeffrey N.","Scholarly Journals","2016","35","BIOSIS:PREV201600572060","wos","PG",NA,NA,NA,NA,NA,NA,NA
"the hydrochemical response of small and shallow floodplain water bodies to temporary surface water connections with the main river","We investigated the effects of temporary surface water connections with the main river on the water chemistry of large and small waterbodies in a Danube floodplain by comparing hydrochemical data before, during and after water exchange with the Danube during two large floods in 2009 and 2013. In addition, we studied the effects of an increased frequency of flood pulses on the water chemistry of the floodplain via long-term monitoring data. We used conservative (i.e. biologically non-reactive) parameters (alkalinity, Ca, Cl, K, Mg, Na, SO4, conductivity) to identify hydrochemical changes due to the mixing with river water. Changes in non-conservative parameters (PO4-P, NO3-N, NO2-N, NH4-N, total phosphorus, dissolved organic carbon, dissolved oxygen, chlorophyll-a), which deviated from pure mixing effects, were ascribed to alterations of biogeochemical processes induced by the imported river water. In large floodplain waterbodies, both conservative and non-conservative parameters changed towards Danube water concentrations during the connection with the main river and returned to pre-connection levels after the water exchange ended. Only chlorophyll-a concentrations were almost twice as high in the post-connection phase than before the connection. In small floodplain waterbodies, conservative and non-conservative parameters showed similar changes during the connection with the main river. However, the concentrations of PO4-P, total phosphorus and chlorophyll-a did not return to pre-connection levels, but increased further in the post-connection phase, exceeding even Danube water concentrations. We attribute these changes to phosphorus releases from the sediments and enhanced primary and bacterial production induced by the river water. In years with an increased flooding frequency, both conservative and non-conservative parameters approached Danube water concentrations in large floodplain waterbodies due to the increased surface water exchange. In small floodplain waterbodies, conservative parameters remained unaffected by the increased connection with the river, while nitrate, ammonium, phosphate, total phosphorus and chlorophyll-a concentrations were considerably higher in wet years than in dry years. We conclude that the temporary input of oxygen- and nutrient-rich river water to small, mainly isolated backwaters can induce changes in benthic biogeochemical processes, which may provoke an internal eutrophication of these waterbodies.","Weigelhofer, Gabriele; Preiner, Stefan; Funk, Andrea; Bondar-Kunze, Elisabeth; Hein, Thomas","Scholarly Journals","2015","60","BIOSIS:PREV201500321559","wos","ES",NA,NA,NA,NA,NA,NA,NA
"spatial variability of chlorophyll-a and abiotic variables in a river-floodplain system during different hydrological phases","Chlorophyll-a (Chl-a) and abiotic variables were measured in the main channel and floodplain waterbodies of the Middle Parana River to analyse the system dynamics and to assess their spatial variability during different hydrological phases, including an extreme flood. We wanted to test that the flood does not always have a homogenising effect in a river-floodplain system. An explanatory model for Chl-a was performed according to Akaike's Information Criterion (AIC), and the relation of water level with the coefficient of variation (CV) among sites for each variable was explored. The model explained 64% of Chl-a variability. Water level, depth:euphotic zone ratio (Z (d):Z (eu)) (inverse correlation) and conductivity (direct correlation) were the significant explicative variables. The CV of Chl-a decreased with flood from the main channel to the floodplain, but for turbidity, Z (d):Z (eu), pH, dissolved oxygen, soluble reactive phosphorus and Chl-a:pheophytin-a ratio, it increased. However, within the floodplain, CV of turbidity, Z (d):Z (eu) and pH decreased during flood. These suggest that the homogenising effect frequently observed during inundation cannot be generalised and that the floodplain may maintain its identity even during flood. The extreme flood and its overlap with the warm season and sedimentological pulse probably contributed to the heterogeneity in the spatial gradient.","Mayora, Gisela; Devercelli, Melina; Giri, Federico","Scholarly Journals","2013","717","BIOSIS:PREV201300670242","wos","RP",NA,NA,NA,NA,NA,NA,NA
"the role of hydrologic connectivity and spatial scale in measuring lake landscape position","","Martin, Sherry L.; Soranno, Patricia A.","Scholarly Journals","2004","89","BIOSIS:PREV200500123695","wos","MB",NA,NA,NA,NA,NA,NA,NA
"lake age and water level affect the turbidity of floodplain lakes along the lower rhine","1. We sampled a set of 93 lakes situated in the floodplains of the lower River Rhine in search for morphometric and other factors that explain their variation in clarity. 2. Lakes with a drop in summer water level were less turbid at the time of sampling, mainly because of a lower concentration of inorganic suspended solids (ISS). 3. We also found that older lakes were more turbid than younger lakes and that this was largely because of an increase in phytoplankton. 4. Water clarity was positively related to lake depth and the presence of vegetation. 5. Model calculations indicated that the underwater light climate was strongly affected by chlorophyll and ISS, the latter being the dominant factor affecting Secchi depth. Dissolved organic carbon (DOC) was less important. 6. The high concentration of ISS suggests that intensive resuspension occurs in most of the lakes. Using a simple wave model, and assuming that vegetation protects sediments against resuspension, we could eliminate wind resuspension as an important process in 90% of the lakes, leaving resuspension by benthivorous fish as probably the most important factor determining transparency. 7. Chlorophyll a concentration showed a strong positive correlation to ISS concentration, suggesting that resuspension may also have a positive effect on phytoplankton biomass in these lakes. 8. In conclusion, in-lake processes, rather than river dynamics, seem to be driving the turbidity of floodplain lakes along the lower River Rhine.","Roozen, F. C. J. M.; Van Geest, G. J.; Ibelings, B. W.; Roijackers, R.; Scheffer, M.; Buijse, A. D.","Scholarly Journals","2003","48","BIOSIS:PREV200300189998","wos","CP",NA,NA,NA,NA,NA,NA,NA
"changing characteristics and driving factors of trophic state of lakes in the middle and lower reaches of yangtze river in the past 30 years","To understand the current eutrophication status, main drivers of eutrophication and restoration strategy of Yangtze-connected or Yangtze-isolated lakes (historically connected to the Yangtze River but isolated by artificial dikes currently), the trophic parameters and main water quality variables were surveyed seasonally in 27 large lakes and reservoirs of this region during 2017 to 2018. In addition, the temporal eutrophication dynamics and associated driving mechanisms of these lakes over the past 30 years were analyzed based on the historical data of these lakes (investigated during 1988 to 1992 and 2008). Our results showed that most of the lakes in the middle and lower reaches of Yangtze River were eutrophic now, and significantly worse than the status of 1988 to 1992, mainly contributed by chlorophyll-a of phytoplankton and total phosphorus. Human activities, including changes of water retention time (primarily depend on the lake-Yangtze connection condition), fishery activities, catchment pollution condition, and lake restoration are decisive factors in shaping the eutrophication status of these lakes. Comparing with the historical records, phytoplankton chlorophyll-a and associated organic matter concentrations are increased drastically, while nutrients (e.g., total phosphorus and nitrogen) experienced relatively small increase, yet. Therefore, it is suggested that the non-nutrients factors were the major causes which strengthen the eutrophication risk. From the perspective of restoration strategies of lakes in the middle and lower reaches of Yangtze River, it is crucial that rebuild the hydrological connectivity, restore natural water level fluctuation, optimize the fishery management and enhance the catchment nutrient abatement ability and applying the in-lake restoration engineering.","Zhu Guangwei; Xu Hai; Zhu Mengyuan; Zou Wei; Guo Chaoxuan; Ji Pengfei; Da Wenye; Zhou Yongqiang; Zhang Yunlin; Qin Boqiang","Scholarly Journals","2019","31","BIOSIS:PREV202000014603","wos","LY",NA,NA,NA,NA,NA,NA,NA
"hydrological seasonality and spatio-temporal dynamics of physico-chemical variables of a tropical floodplain river","","Montoya, Jose V.; Roelke, Daniel L.; Winemiller, Kirk O.; Cotner, James","Scholarly Journals","2004","89","BIOSIS:PREV200500123844","wos","DC",NA,NA,NA,NA,NA,NA,NA
"intra-annual variation of chlorophyll-a and nutrients in a hydraulically perturbed river-floodplain system in the grijalva river basin","Background: The lateral connectivity in the Maluco river-floodplain system was partially reduced by the highway built on a natural barrier. Goal: To determine if the concentrations of chlorophyll-a (Chl-a) and nutrients contrast in different water levels (WL) during a hydrologic year in the Maluco river-floodplain system. Methods: The WL, Chl-a, and nutrients (NO2-, NO3-, NH(4)(+)and TP) were simultaneously measured six times in two sites during two years. The expected differences of Chl-a and nutrients concentrations, related to the intra-annual fluctuation of the WL, were tested through multivariate techniques. The hypothesis holds that there will be no intra-annual differences of Chl-a and nutrients due to the reduction of lateral interconnection by the physical effect of the embankment. Results: No variable was discarded during PCA. The intra-annual distribution of samples was similar according to the similarity profile routine. Furthermore: 1) more than 54% of the Chl-a and TP values indicated hypereutrophic conditions throughout the year, and 2) none of the values of WL surpassed the height of the bankfull (4.5 mast). The maximum concentrations of Chl-a were registered at the minimum WL values. Conclusions: The intra-annual similarity of Chl-a and inorganic nutrients can be linked to the disconnection between the floodplain and the Grijalva river since the bankfull was not overflowed throughout the sampling time. The intra-annual trend independent at the time of persistence of the high Chl-a and TP concentrations ill the river-floodplain system opens up the opportunity to estimate the minimum input flow required to biogeochemical processes in a long-term study.","Cruz-Ramirez, Allan K.; Angel Salcedo, Miguel; Sanchez, Alberto J.; de Dios Mendoza, Juan; Barba, Everardo; Alvarez-Pliego, Nicolas; Florido, Rosa","Scholarly Journals","2019","29","BIOSIS:PREV202100568878","wos","PG",NA,NA,NA,NA,NA,NA,NA
"influence of a drought event on hydrological characteristics of a small estuary on the amazon mangrove coast","The effects of atypical climatic conditions, such as those of a drought event, are remarkably accentuated in minor estuaries filled with sediments and with reduced or sporadic freshwater input, where the salinity intrusion is pronounced. To understand these effects, hydrological and hydrodynamic parameters were evaluated during a drought period in a small estuary located on the eastern Amazon coast in northern Brazil. Five campaigns were conducted between June 2012 and June 2013. Samples were collected from the surface and bottom layer every 3 h over a 25-h period at three stations of the Tapera double dagger u Estuary. To compare drought and post-drought periods, in terms of salinity and chlorophyll-a, data was recorded until June 2015. Tapera double dagger u is a relatively shallow estuary of the Amazon coastal zone, which is characterized by the absence of any direct fluvial discharge, although it does receive freshwater input from adjacent wetlands, as well as less saline waters from the Caet, Estuary through the Taici Creek. Hydrological variables were controlled by rainfall levels and the tidal range, and the water became more saline and more oxygenated, with reduced dissolved nutrient and chlorophyll-a concentrations when precipitation decreased. A significant variation was found between the months of June 2012 (most intense drought) and 2013 (less intense drought). The connection to the neighboring Caet, Estuary and adjacent mangroves and wetlands contributed to the influx of nutrient-enriched waters. Overall, then, it is hoped that the results of this study can contribute to the understanding of the effects of drought events in other minor estuaries on the highly indented Amazon coast, as well as in other areas of the equatorial zone with similar environmental characteristics.","Carneiro Pereira, Luci Cajueiro; Rodrigues da Costa, Adila Kelly; da Costa, Rauquirio Marinho; Magalhaes, Andre; Flores-Montes, Manuel de Jesus; Jimenez, Jose A.","Scholarly Journals","2018","41","BIOSIS:PREV201800387074","wos","ES",NA,NA,NA,NA,NA,NA,NA
"trophic state and water quality in the danube floodplain lake (kopacki rit nature park, croatia) in relation to hydrological connectivity","The investigated floodplain lake is located in the marginal part of the Kopacki Rit Nature Park, Croatia, a floodplain area of the Danube. In this chapter, we have assessed the influence of hydrological connectivity with the main channel on the trophic state and water quality in the Lake Sakadas. The evaluation of trophic state combines a number of physical, chemical and biological parameters with the objective to select the relevant indicators for the floodplain lakes. The following environmental parameters have been considered: water temperature, nutrients, dissolved oxygen, water transparency, chlorophyll-a concentration, phytoplankton primary productivity, benthic and periphytic communities and laboratory experiments (nutrient enrichment bioassay). An integrative approach, which includes in situ research and laboratory experiments, indicated strong correlations of abiotic and biotic components with a hydrological regime. Also, during the biological monitoring, occurrence and spread of invasive species was noted as an indication of ecosystem disturbance (hydrological and/or anthropogenic). Therefore, our results contribute to the perception of importance of the hydrological connectivity (by inundation) on the eutrophication process in the investigated floodplain lake.","Persic, Vesna; Cerba, Dubravka; Bogut, Irella; Horvatic, Janja","Books","2011",NA,"BIOSIS:PREV201100325239","wos","RP",NA,NA,NA,NA,NA,NA,NA
"microcrustacean (cladocera, copepoda, ostracoda) diversity in three side arms in the gemenc floodplain (danube river, hungary) in different hydrological situations","The microcrustacean assemblages, from different functional units of the Gemenc Floodplain (Danube River), were studied in various hydrological situations between 2002 and 2009. Sixty-three microcrustacean taxa were recorded from which 38 belonged to Cladocera, 18 to Copepoda and seven to Ostracoda. Among them there were some rare for the Middle Danube Region species, such as Dunhevedia crassa King, 1853, Holopedium gibberum Zaddach, 1855, Monospilus dispar (Sars, 1862). Significant differences were found between the different functional units of the floodplain focusing on the examined parameters of the microcrustacean assemblages. The most important factors influencing the species richness, as well as the density and diversity patterns of the assemblages, were the occurrence of flow, the connectivity with the main arm and the hydrological distance from the main arm. Most of these environmental factors are determined by the water level fluctuations of the Danube River which showed a negative correlation with all the examined parameters of the zooplankton assemblages. The density of the communities in both side arms correlated positively with the chlorophyll-a concentration. Moreover, the microcrustacean abundance showed an inverse relationship with the temperature but not in all of the side arms.","Kiss, Anita; Agoston-Szabo, Edit; Dinka, Maria; Schoell, Karoly; Berczik, Arpad","Scholarly Journals","2014",NA,"BIOSIS:PREV201400560928","wos","MB",NA,NA,NA,NA,NA,NA,NA
"seasonal fluctuation of some limnological variables on a floodplain lake (patos lagoon) of the upper parana river, mato grosso do sul state, brazil","Temporal variations of some limnological variables in limnetic and littoral regions of Patos lagoon, a varzea lake on the floodplain of the Upper Parana River (22degree 43'12S e 53degree 17'37W), were studied in relation to hydrological and climatological factors. Measurements of water temperature, euphotic zone, suspended material, electrical conductivity, total alkalinity, pH, dissolved oxygen, carbon dioxide, total nitrogen, total Kjeldahl nitrogen, total phosphorus, dissolved phosphorus, reactive soluble phosphorus and chlorophyll a were taken monthly between March 1993 and February 1994. Results lend evidence to the importance of the hydrological regime on the dynamic of limnological variables in floodplain lakes. A dilution of nutrients in the lagoon, especially phosphates, occurred during floods. This was followed by fertilization of the environment by nutrients from the inundated marginal regions. During low connectivity periods, autochthonous, events such as ressuspension of sediment, brought on by wind and rain, governed limnological events in the lagoon.","Rodrigues, Luzia Cleide; Train, Sueli; Roberto, Maria do Carmo; Pagioro, Thomaz Aurelio","Scholarly Journals","2002","45","BIOSIS:PREV200300162521","wos","CP",NA,NA,NA,NA,NA,NA,NA
