"","title","abstract","authors","article_type","pub_year","volume","database_id","database_type","reviewer_name","consistency_check","marine_y_n","water_body_type","original_research_y_n","response_variable","connectivity_metric","inclusion","notes","ID"
"50","immigration and early life stages recruitment of the european flounder (platichthys flesus) to an estuarine nursery: the influence of environmental factors","Connectivity between coastal spawning grounds and estuarine nurseries is a critical step in the life cycle of many fish species. Larval immigration and transport-associated physical–biological processes are determinants of recruitment success to nursery areas. The recruitment of the European flounder, Platichthys flesus, to estuarine nurseries located at the southern edge of the species distribution range, has been usually investigated during its juvenile stages, while estuarine recruitment during the earlier planktonic life stage remains largely unstudied. The present study investigated the patterns of flounder larval recruitment and the influence of environmental factors on the immigration of the early life stages to the Lima estuary (NW Portugal), integrating data on fish larvae and post-settlement individuals (&lt;50mm length), collected over 7years. Late-stage larvae arrived at the estuary between February and July and peak abundances were observed in April. Post-settlement individuals (&lt;50mm) occurred later between April and October, whereas newly-settled ones (&lt;20mm) were found only in May and June. Variables associated with the spawning, survival and growth of larvae in the ocean (sea surface temperature, chlorophyll a and inland hydrological variables) were the major drivers of flounder occurrence in the estuarine nursery. Although the adjacent coastal area is characterized by a current system with strong seasonality and mesoscale variability, we did not identify any influence of variables related with physical processes (currents and upwelling) on the occurrence of early life stages in the estuary. A wider knowledge on the influence of the coastal circulation variability and its associated effects upon ocean-estuarine connectivity is required to improve our understanding of the population dynamics of marine spawning fish that use estuarine nurseries.","Amorim, Eva;Bordalo, Adriano A;Elliott, Michael;Ramos, Sandra","Scholarly Journals","2016","107","2000151948","proquest","PG","ES","n","estuary","y","fish larvae and post-settlement spawning, survival and growth, sea surface temperature, chlorophyll a and ""inland hydrological variables""","unknown","n","coastal circulation variability was referenced as a source of connectivity","chl_39"
"51","influence of a drought event on hydrological characteristics of a small estuary on the amazon mangrove coast","The effects of atypical climatic conditions, such as those of a drought event, are remarkably accentuated in minor estuaries filled with sediments and with reduced or sporadic freshwater input, where the salinity intrusion is pronounced. To understand these effects, hydrological and hydrodynamic parameters were evaluated during a drought period in a small estuary located on the eastern Amazon coast in northern Brazil. Five campaigns were conducted between June 2012 and June 2013. Samples were collected from the surface and bottom layer every 3 h over a 25-h period at three stations of the Tapera double dagger u Estuary. To compare drought and post-drought periods, in terms of salinity and chlorophyll-a, data was recorded until June 2015. Tapera double dagger u is a relatively shallow estuary of the Amazon coastal zone, which is characterized by the absence of any direct fluvial discharge, although it does receive freshwater input from adjacent wetlands, as well as less saline waters from the Caet, Estuary through the Taici Creek. Hydrological variables were controlled by rainfall levels and the tidal range, and the water became more saline and more oxygenated, with reduced dissolved nutrient and chlorophyll-a concentrations when precipitation decreased. A significant variation was found between the months of June 2012 (most intense drought) and 2013 (less intense drought). The connection to the neighboring Caet, Estuary and adjacent mangroves and wetlands contributed to the influx of nutrient-enriched waters. Overall, then, it is hoped that the results of this study can contribute to the understanding of the effects of drought events in other minor estuaries on the highly indented Amazon coast, as well as in other areas of the equatorial zone with similar environmental characteristics.","Carneiro Pereira, Luci Cajueiro; Rodrigues da Costa, Adila Kelly; da Costa, Rauquirio Marinho; Magalhaes, Andre; Flores-Montes, Manuel de Jesus; Jimenez, Jose A.","Scholarly Journals","2018","41","BIOSIS:PREV201800387074","wos","ES","DC","Y","estuary","Y","salinity, chl-a","precipitation, tidal range","Y","look at full paper","chl_40"
"52","influence of hydrological connectivity on winter limnology in floodplain lakes of the saskatchewan river delta, saskatchewan","NA","NA","NA","NA","NA","NA","NA","CP","NA","N","shallow floodplain lakes","Y","water chemistry and stable isotopes","five lake categories determined by remote sensing of surface water coverage area from years of varying flood intensities","Y","","chl_41"
"53","influence of hydrological connectivity on winter limnology in floodplain lakes of the saskatchewan river delta, saskatchewan","NA","NA","NA","NA","NA","NA","NA","LY","NA","N ","lakes and floodplain","Y","stable isotopes and WQ","drought-connected, low flood-connected, moderate flood-connected , high flood-connected,  extreme flood-connected lakes","Y","","chl_41"
"54","influence of hydrological heterogeneity on rotifer community structure in three different water bodies in shantou area, guangdong (china)","Rotifers, small but essential invertebrates in aquatic ecosystems, are sensitive to environmental changes and are proposed to be indicators of trophic state. However, the effects of hydrological heterogeneity on the rotifer community and the ability of rotifer indices to reflect trophic state across different water bodies are still unclear. Here, we investigated rotifer community structure in different seasons in the three types of water bodies: Han river downstream (HD), Reservoir (RE) and Tidal creek (TC) in Shantou City, Guangdong, China. Our findings revealed that rotifer community structure differes significantly among the three water bodies, resulting from a dominance of Keratella cochlearis, Anuraeopsis fissa and Polyarthra vulgaris, who largely accounted for the differences in water bodies. Chlorophyll-a and transparency were the main environmental drivers in RE rotifer communities, while total nitrogen, total phosphorus and salinity were the main factors in HD and TC communities. Rotifer abundance and the rotifer trophic state index decreased in the order: RE > HD > TC. However, both the Sladecek's B/T quotient and the Keratella-index decreased in the order: HD > RE > TC, which was in accordance with the Carlson's trophic index. We conclude that it is efficient to use rotifer composition in water quality assessments when comparing different water bodies. Alpha diversity of rotifers was the highest in HD, which is consistent with the intermediate disturbance hypothesis. Hydrological heterogeneity is the micro-factor that regulates rotifer community structures in the Shantou area.","Liang, Diwen; Wei, Nan; Wang, Qing; Jersabek, Christian D.; He, Xuejia; Yang, Yufeng","Scholarly Journals","2019","58","BIOSIS:PREV201900931662","wos","PG","LY","n","river, reservior and tidal creek","y","rotifer community structure, Chlorophyll-a, transparency, total nitrogen, total phosphorus and salinity ","location","y",NA,"chl_42"
"55","intra-annual variation of chlorophyll-a and nutrients in a hydraulically perturbed river-floodplain system in the grijalva river basin","Background: The lateral connectivity in the Maluco river-floodplain system was partially reduced by the highway built on a natural barrier. Goal: To determine if the concentrations of chlorophyll-a (Chl-a) and nutrients contrast in different water levels (WL) during a hydrologic year in the Maluco river-floodplain system. Methods: The WL, Chl-a, and nutrients (NO2-, NO3-, NH(4)(+)and TP) were simultaneously measured six times in two sites during two years. The expected differences of Chl-a and nutrients concentrations, related to the intra-annual fluctuation of the WL, were tested through multivariate techniques. The hypothesis holds that there will be no intra-annual differences of Chl-a and nutrients due to the reduction of lateral interconnection by the physical effect of the embankment. Results: No variable was discarded during PCA. The intra-annual distribution of samples was similar according to the similarity profile routine. Furthermore: 1) more than 54% of the Chl-a and TP values indicated hypereutrophic conditions throughout the year, and 2) none of the values of WL surpassed the height of the bankfull (4.5 mast). The maximum concentrations of Chl-a were registered at the minimum WL values. Conclusions: The intra-annual similarity of Chl-a and inorganic nutrients can be linked to the disconnection between the floodplain and the Grijalva river since the bankfull was not overflowed throughout the sampling time. The intra-annual trend independent at the time of persistence of the high Chl-a and TP concentrations ill the river-floodplain system opens up the opportunity to estimate the minimum input flow required to biogeochemical processes in a long-term study.","Cruz-Ramirez, Allan K.; Angel Salcedo, Miguel; Sanchez, Alberto J.; de Dios Mendoza, Juan; Barba, Everardo; Alvarez-Pliego, Nicolas; Florido, Rosa","Scholarly Journals","2019","29","BIOSIS:PREV202100568878","wos","PG","LY","n","river-floodplain","y","Chl-a, and nutrients (NO2-, NO3-, NH(4)(+)and TP) ","water level","y",NA,"chl_43"
"56","lake age and water level affect the turbidity of floodplain lakes along the lower rhine","NA","NA","NA","NA","NA","NA","NA","CP","NA","N","floodplain lake","Y","turbidity",NA,"Y","connectivity not really discussed","chl_44"
"57","land-sea connectivity, ecohydrology and holistic management of the great barrier reef and its catchments: time for a change","NA","NA","NA","NA","NA","NA","NA","CP","NA","Y","uncertain - coastal and marine ecosystems around Great Barrier Reef","N",NA,NA,"N","Seems more a summary of issues around the system","chl_45"
"58","land-sea connectivity, ecohydrology and holistic management of the great barrier reef and its catchments: time for a change","The Great Barrier Reef (GBR) is an iconic and highly valued ecosystem in Queensland, Australia that is recognised internationally for its natural and cultural values. The coastal and marine ecosystems of the GBR are interconnected with the adjacent catchment area through hydrological connections. However, many GBR ecosystems are in a poor state, driven by several factors including a highly modified catchment. Land use changes over the last 160 years have led to development of agricultural land uses, modification of the coastal floodplains and loss of freshwater wetlands, and disruption of drainage and hydrological connections. These ecohydrological changes have led to declining water quality in catchment waterways and increases in the loads of pollutants that are delivered to the GBR, which predominantly occurs in wet season rainfall events. The Australian and State governments have recognised the need to address water quality issues for the GBR through management of the catchments, however, the management strategies adopted to date are largely associated with improvement of agricultural management practices and are not likely to be enough to maintain or restore the health of the GBR ecosystems. Future management strategies need to take into the account the need to protect, maintain and restore coastal ecosystems, system functions and land-sea connectivity if the values of the GBR are to be retained in the long term. Crown Copyright (C) 2015 Published by Elsevier Sp. z o.o. on behalf of European Regional Centre for Ecohydrology of the Polish Academy of Sciences. All rights reserved.","Waterhouse, Jane; Brodie, Jon; Lewis, Stephen; Audas, Donna-marie","Scholarly Journals","2016","16","BIOSIS:PREV201600355877","wos","DC","CP","y",NA,"n",NA,NA,"n","appears to be more of an issue paper, not research or meta-anlaysis","chl_45"
"59","lateral mobility of the light harvesting complex in chloroplast membranes controls excitation energy distribution in higher plants","Chloroplast [pea] thylakoid protein phosphorylation produces changes in light-harvesting properties and in membrane structure as revealed by freeze-fracture electron microscopy. Protein phosphorylation resulted in an increase in the 77.degree. K fluorescence signal at 735 nm relative to that at 685 nm. In addition, a decrease in connectivity between Photosystem II centers (PS II) and a dynamic quenching of the room temperature variable fluorescence was observed upon phosphorylation. Accompanying these fluorescence changes was a 23% decrease in the amount of stacked membranes. Microscopic analyses indicated that 8.0-nm particles fracturing on the P-face moved from the stacked into the unstacked regions upon phosphorylation. The movement of the 8.0-nm particles was accompanied by the appearance of chlorophyll b and 25 to 29 kD [kiloDalton] polypeptides in isolated stroma lamellae fractions. Phosphorylation of a population of the light-harvesting chlorophyll a/b protein complexes (LHC) in grana partitions causes the migration of these pigment proteins from the PS II-rich appressed membranes into the Photosystem I (PS I) enriched unstacked regions. This increases the absorptive cross section of PS I. In addition, we suggest that the mobile population of LHC functions to interconnect PS II centers in grana partitions; removal of this population of LHC upon phosphorylation limits PS II .fwdarw. PS II energy transfer and thereby favors spillover of energy from PS II to PS I.","KYLE D J; STAEHELIN L A; ARNTZEN C J","Scholarly Journals","1983","222","BIOSIS:PREV198376083516","wos","check","ES","N","n/a","Y","energy transfer and fluorescence emission?","Photosystem II centers (PS II)","N","paper is specifically studying connectivity of fluorometric differentiation of algal populations","chl_46"
"60","metal pollution in the pearl river estuary and implications for estuary management: the influence of hydrological connectivity associated with estuarine mixing","NA","NA","NA","NA","NA","NA","NA","LY","NA","Y, partly","upper river, estuary, coast","Y","metals","source contributions and transport routes","Y","I included this (cannot tell from the abstract that it is partly marine)","chl_47"
"61","microcrustacean (cladocera, copepoda, ostracoda) diversity in three side arms in the gemenc floodplain (danube river, hungary) in different hydrological situations","The microcrustacean assemblages, from different functional units of the Gemenc Floodplain (Danube River), were studied in various hydrological situations between 2002 and 2009. Sixty-three microcrustacean taxa were recorded from which 38 belonged to Cladocera, 18 to Copepoda and seven to Ostracoda. Among them there were some rare for the Middle Danube Region species, such as Dunhevedia crassa King, 1853, Holopedium gibberum Zaddach, 1855, Monospilus dispar (Sars, 1862). Significant differences were found between the different functional units of the floodplain focusing on the examined parameters of the microcrustacean assemblages. The most important factors influencing the species richness, as well as the density and diversity patterns of the assemblages, were the occurrence of flow, the connectivity with the main arm and the hydrological distance from the main arm. Most of these environmental factors are determined by the water level fluctuations of the Danube River which showed a negative correlation with all the examined parameters of the zooplankton assemblages. The density of the communities in both side arms correlated positively with the chlorophyll-a concentration. Moreover, the microcrustacean abundance showed an inverse relationship with the temperature but not in all of the side arms.","Kiss, Anita; Agoston-Szabo, Edit; Dinka, Maria; Schoell, Karoly; Berczik, Arpad","Scholarly Journals","2014",NA,"BIOSIS:PREV201400560928","wos","check","DC","n","river floodplain","y","microcrustancean community","flow, connectivity with main arm and distance from main arm","y","chla is included in predictors, but is not the main response variable, so may not work","chl_48"
"62","microcrustacean (cladocera, copepoda, ostracoda) diversity in three side arms in the gemenc floodplain (danube river, hungary) in different hydrological situations","The microcrustacean assemblages, from different functional units of the Gemenc Floodplain (Danube River), were studied in various hydrological situations between 2002 and 2009. Sixty-three microcrustacean taxa were recorded from which 38 belonged to Cladocera, 18 to Copepoda and seven to Ostracoda. Among them there were some rare for the Middle Danube Region species, such as Dunhevedia crassa King, 1853, Holopedium gibberum Zaddach, 1855, Monospilus dispar (Sars, 1862). Significant differences were found between the different functional units of the floodplain focusing on the examined parameters of the microcrustacean assemblages. The most important factors influencing the species richness, as well as the density and diversity patterns of the assemblages, were the occurrence of flow, the connectivity with the main arm and the hydrological distance from the main arm. Most of these environmental factors are determined by the water level fluctuations of the Danube River which showed a negative correlation with all the examined parameters of the zooplankton assemblages. The density of the communities in both side arms correlated positively with the chlorophyll-a concentration. Moreover, the microcrustacean abundance showed an inverse relationship with the temperature but not in all of the side arms.","Kiss, Anita; Agoston-Szabo, Edit; Dinka, Maria; Schoell, Karoly; Berczik, Arpad","Scholarly Journals","2014",NA,"BIOSIS:PREV201400560928","wos","MB","DC","n","floodplain","y","microcrustacean assemblage","connected/not connected; hydrological distance to main arm","y","describes the impact of floodplain connectivity on zooplankton assemblage. Chlorophyll a included as predictor, not response. ","chl_48"
"63","patterns of fish communities and water quality in impounded lakes of china's south-to-north water diversion project","Understanding the ecological impacts of large-scale hydraulic projects is critical for maintaining ecosystem health while meeting human water needs. It is, however, currently hindered by a lack of direct evidence on ecological impacts associated with this type of project particularly on water quality and fish communities. Here, we characterized patterns and variations of fish communities and water quality in five impounded lakes of the Chinese South-to-North Water Diversion Project (SNWDP), with the aim of better understanding potential ecological impacts of inter-basin water transfers. We found that 1) the impacts of water transfer on water quality in the impounded lakes was generally characterized by hydrological parameters (e.g. total suspended solids, turbidity, transparency, chlorophyll a, dissolved oxygen, conductivity and total hardness) in an upstream-downstream direction; 2) increased hydrological connectivity may have favored biological invasion (e.g. Tridentiger bifasciatus) and promoted a potential biotic homogenization among the impounded lakes; and 3) there was a pattern of decreased fish abundance and biomass from the upstream to downstream lakes with fish communities strongly driven by changing water quality patterns across the impounded lakes. These findings improve our understanding of ecological impacts of large-scale hydraulic projects and provide a significant basis for water agencies with similar water transfer systems to optimize their water transfer management in order to minimize ecological impacts.","Guo, Chuanbo;Chen, Yushun;Gozlan, Rodolphe E;Liu, Han;Lu, Ying;Qu, Xiao;Wang, Lizhu;Xia, Wentong;Xie, Songguang;Xiong, Fangyuan","Scholarly Journals","2020","713","2388744981","proquest","PG","CP","n","lake","y","total suspended solids, turbidity, transparency, chlorophyll a, dissolved oxygen, conductivity, total hardness, fish abundance and biomass"," inter-basin water transfers","y","connectivity metric is water transfer management, but includes response variables of interest to us","chl_49"
"64","periphyton response to simulated nonpoint source pollution: local over regional control","We investigated functional and structural responses of periphyton communities to simulated nonpoint source (NPS) pollution over a 2-year period. Periphyton communities were examined in three unique but hydrologically connected habitats in the lower Muskegon River: river, wetland, and lake. Our study addressed several major questions: (1) what are the effects of nonpoint source pollutants on periphyton structure and function, (2) to what degree do environmental conditions, including the pollutant delivery system and hydrologic conditions, affect periphyton response, and (3) do periphyton communities show synchronous responses to nonpoint source pollution? Nutrients were added over a 21-day period in each of the four seasons over 2 years. The effect of road salt on metabolism was evaluated in the winter and spring seasons in the river habitat only. In general, the periphyton community showed complex responses to the NPS amendments, but there was little evidence of nutrient limitation in this system based on community structure, biomass accrual, metabolism, or alkaline phosphatase activity. This result was unexpected given the relatively low ambient concentrations of phosphorus. We discuss the possibilities that nutrient delivery was ineffective or that herbivory and/or irradiance might have constrained periphyton growth, but ultimately conclude that our results suggest that periphyton communities in the lower Muskegon River watershed were (1) nutrient-replete, (2) tolerant of short-term salt additions, and (3) influenced more by local conditions (habitat) than by regional (watershed) factors. In systems where nonpoint source pollutant delivery is diffuse and hydrologic residence time is short, the influence of nonpoint source pollutants on periphyton may be either modest or too difficult to detect using traditional endpoints.","Steinman, Alan D.; Ogdahl, Mary E.; Wessell, Kelly; Biddanda, Bopi; Kendall, Scott; Nold, Stephen","Scholarly Journals","2011","45","BIOSIS:PREV201100740998","wos","RP","ES","N","all","Y","chla/salt","categorical","Y","much more about pollution and salts but may be relevant","chl_50"
"65","phytoplankton dynamics in the congo river","We report a dataset of phytoplankton in the Congo River, acquired along a 1700-km stretch in the mainstem during high water (HW, December 2013) and falling water (FW, June 2014). Samples for phytoplankton analysis were collected in the main river, in tributaries and one lake, and various relevant environmental variables were measured. Phytoplankton biomass and composition were determined by high-performance liquid chromatography analysis of chlorophyll a (Chl a) and marker pigments and by microscopy. Primary production measurements were made using the ¹³C incubation technique. In addition, data are also reported from a 19-month regular sampling (bi-monthly) at a fixed station in the mainstem of the upper Congo (at the city of Kisangani). Chl a concentrations differed between the two periods studied: in the mainstem, they varied between 0.07 and 1.77 µg L¹ in HW conditions and between 1.13 and 7.68 µg L¹ in FW conditions. The relative contribution to phytoplankton biomass from tributaries (mostly black waters) and from a few permanent lakes was low, and the main confluences resulted in phytoplankton dilution. Based on marker pigment concentration, green algae (both chlorophytes and streptophytes) dominated in the mainstem in HW, whereas diatoms dominated in FW; cryptophytes and cyanobacteria were more abundant but still relatively low in the FW period, both in the tributaries and in the main channel. Daily integrated production measured in the mainstem (n = 15) varied between 64.3 and 434.1 mg C m² day¹ in FW conditions and between 51.5 and 247.6 mg C m² day¹ in HW. Phytoplankton biomass in the Congo River mainstem was likely constrained by hydrological factors (accumulation due to increased retention time during FW, dilution by increased discharge during HW), even though increased nutrient availability in the FW period might have also stimulated phytoplankton production. In contrast to other tropical river systems where connectivity with the floodplain and the presence of natural lakes and man-made reservoirs play a prominent role in the recruitment of phytoplankton to the main river, our results show that phytoplankton growth in the Congo River can take place in the main channel, with hydrological processes allowing maintenance of phytoplankton biomass even during HW.","Descy, Jean-Pierre;Darchambeau, François;Lambert, Thibault;Stoyneva-Gaertner, Maya P;Bouillon, Steven;Borges, Alberto V","Scholarly Journals","2017","62","2000461867","proquest","DC","CP","n","lake and river","y","chlorophyll-a","proximity to main-stem river","y",NA,"chl_51"
"66","phytoplankton dynamics in the congo river","NA","NA","NA","NA","NA","NA","NA","CP","NA","N","river, lake","Y","phytoplankton biomass and composition, chla",NA,"Y","Description of differences between high water and falling water conditions in river, lake","chl_51"
"67","role of lhcii-containing macrodomains in the structure, function and dynamics of grana","NA","NA","NA","NA","NA","NA","NA","CP","NA","N",NA,"Y",NA,NA,"N","this is about chloroplast/thylakoid connectivity","chl_52"
"68","rotifer abundance, biomass, and secondary production after the recovery of hydrologic connectivity between a river and two marginal lakes (sao paulo, brazil)","Rotifera density, biomass, and secondary production on two marginal lakes of Paranapanema River were compared after the recovery of hydrologic connectivity with the river (Sao Paulo State, Brazil). Daily samplings were performed in limnetic zone of both lakes during the rainy season immediately after lateral inflow of water and, in the dry period, six months after hydrologic connectivity recovery. In order to identify the factors that affect rotifer population dynamics, lake water level, volume, depth, temperature, transparency, dissolved oxygen, pH, alkalinity, conductivity, suspended solids, nutrients, and chlorophyll-a were determined. Variations of water physical and chemical factors that affect rotifer population were related to the lake-river degree of connection and to water level rising after drought. The water lateral inflow from the river resulted in an increase in lake water volume, depth, and transparency and a decrease in water pH, alkalinity, and suspended solids. The lake with the wider river connection, more frequent biota exchange, and larger amount of particulate and dissolved materials was richer and more diverse, while rotifer density, biomass, and productivity were lower in both periods studied. Density, biomass, and secondary production were higher in the lake with the smaller river connection and the higher physical and chemical stability. Our results show that the connectivity affects the limnological stability, associated to seasonality. Stable conditions, caused by low connectivity in dry periods, were related with high density, biomass and secondary production. Conversely, instability conditions in rainy periods were associated to elevated richness and diversity values, caused by exchange biota due to higher connectivity.","Casanova, Silvia Maria Caglierani;Panarelli, Eliana Aparecida;Henry, Raoul","Scholarly Journals","2009","39","883018575","proquest","ES","CP","N","lake","Y","rotifer density and biomass","water lateral inflow and river width","Y","look at full paper","chl_53"
"69","seasonal fluctuation of some limnological variables on a floodplain lake (patos lagoon) of the upper parana river, mato grosso do sul state, brazil","NA","NA","NA","NA","NA","NA","NA","LY","NA","N ","floodplain lakes","Y","various hydrological and climatological factors","high/low connectivity ","Y","","chl_54"
"70","seasonal fluctuation of some limnological variables on a floodplain lake (patos lagoon) of the upper parana river, mato grosso do sul state, brazil","NA","NA","NA","NA","NA","NA","NA","CP","NA","N","floodplain lake","Y","nutrients, chlorophyll-a","not specific - low connectivity periods, floods mentioned","Y","","chl_54"
"71","seasonal variations in food web dynamics of floodplain lakes with contrasting hydrological connectivity in the southern gulf of mexico","Floodplains are some of the most productive and diverse ecosystems on Earth. The Usumacinta River Basin, in the Southern Gulf of Mexico, hosts several floodplain lakes, whose integrity is threatened by water resource development. We aimed to investigate how food webs in these ecosystems vary in relation to their hydrological connectivity and seasonal flood cycles. To do this, we combined analysis of water quality and stable isotopes in two lakes with permanent connection to the Usumacinta River and two isolated lakes during dry, early rainy and late rainy season. Significant differences in chlorophyll-a, nutrients and suspended solids were reflected in distinct trophic dynamics among lakes. Stable isotope analysis revealed that fish from all lakes relied predominantly on autochthonous primary production, but while phytoplankton was the dominant resource for fish in the isolated lakes, aquatic macrophytes made the highest contribution to consumers’ production in the connected lakes. Fish tended to have broader isotopic niches during the early rainy season, likely reflecting consumption of a wider range of resources following the first flow pulses of the year. Our study highlights the importance of hydrological connectivity and natural flow regimes to maintain the outstanding biodiversity and fishery yield of these floodplain ecosystems.","Cazzanelli, Matteo;Soria-Barreto, Miriam;Castillo, María Mercedes;Rodiles-Hernández, Rocío","Scholarly Journals","2021","848","2574330225","proquest","RP","LY","N","lake","Y","water quality and stable isotope","stable isotope","Y","all lakes but has chla and water quality","chl_55"
"72","serial discontinuity along the descoberto river basin, central brazil","Aim: The Descoberto Basin was studied as a discontinuous ecological system through one seasonal cycle (about one year), at 13 sampling sites; Methods: The connectivity was analyzed in relation to environmental and limnological characteristics along the length of the Descoberto River, and the variables that most influenced the different sampling sites were determined; Results: Sites K and L, located upstream and downstream of the entrance of the Melchior River, respectively, differed most in physical and chemical parameters. A Principal Components Analysis demonstrated that the system was more influenced spatially than temporally, with 74.57% of accumulated variance accounted for by the first two axes. High values of chloride, chlorophyll-a, BOD5, total phosphorus, and total organic carbon, as well as low dissolved-oxygen concentrations separated sites L and M from the others. Winter and spring were the seasons in which most parameters showed significant differences among the sites; Conclusions: The construction of the dam and waste discharge act as discontinuity factors affecting the referred system, mainly at middle region and lower patch, between the sites K and L. Besides the construction of the reservoir, the Melchior River, an extremely impacted system, affects the Descoberto River downstream from its entry. Important changes in water quality occur in the lower basin, especially downstream of the Descoberto Reservoir, with significant increases in nutrient concentrations, suspended solids, turbidity, and chlorophyll a, and therefore a decrease in water clarity.Original Abstract: Objetivo: A bacia do rio Descoberto foi estudada como um sistema descontinuo atraves de um ciclo sazonal (um ano) em 13 estacoes amostrais; Metodos: A conectividade foi analisada em relacao a caracteristicas ambientais e limnologicas ao longo eixo longitudinal do rio Descoberto e as variaveis que mais influenciaram as diferentes estacoes amostrais foram determinadas; Resultados: As estacoes K e L, localizadas a montante e jusante da entrada do rio Melchior, respectivamente, diferiram mais quanto aos parametros fisicos e qulmicos da agua. Uma analise de componentes principals (PCA) demonstrou que o sistema foi mais influenciado espacialmente que temporalmente, com 74,57% da variancia total acumulada nos dois primeiros eixos. Altos valores de cloreto, clorofila a, DBO5, fosforo total e carbono organico total, tanto quanto baixas concentracoes de oxigenio dissolvido separaram as estacoes L e M das demais. Inverno e primavera foram estacoes nas quais a maioria dos parametros apresentou diferencas significativas entre as estacoes; Conclusoes: A construcao do reservatorio e descargas de esgoto atuaram como fatores de descontinuidade afetando o referido sistema, principalmente no trecho medio do rio e no trecho inferior, entre estacoes K e L. O rio Melchior, a partir de sua entrada, afetou o rio Descoberto. Importantes mudancas na qualidade de agua ocorreram na bacia especialmente a jusante do reservatorio, com aumentos significativos de nutrientes, solidos suspensos, turbidez e clorofila a e, portanto, na diminuicao da transparencia da agua.","da Silva, WJ;Felisberto, SA;Fonseca, C P;das Gracas Machado de Souza, M","Scholarly Journals","2010","22","869576543","proquest","DC","CP","n","river","y","chlorophyll-a, BOD5, phosphorus, organic carbon, dissolved oxygen, turbidity, suspended solids","distance along river","y","also includes a temporal metric","chl_56"
"73","shifts of environmental and phytoplankton variables in a regulated river: a spatial-driven analysis","The longitudinal structure of the environmental and phytoplankton variables was investigated in the Ebro River (NE Spain), which is heavily affected by water abstraction and regulation. A first exploration indicated that the phytoplankton community did not resist the impact of reservoirs and barely recovered downstream of them. The spatial analysis showed that the responses of the phytoplankton and environmental variables were not uniform. The two set of variables revealed spatial variability discontinuities and river fragmentation upstream and downstream from the reservoirs. Reservoirs caused the replacement of spatially heterogeneous habitats by homogeneous spatially distributed water bodies, these new environmental conditions downstream benefiting the opportunist and cosmopolitan algal taxa. The application of a spatial auto-regression model to algal biomass (chlorophyll-a) permitted to capture the relevance and contribution of extra-local influences in the river ecosystem.","Sabater-Liesa, Laia;Ginebreda, Antoni;Barceló, Damià","Scholarly Journals","2018","642","2084071810","proquest","RP","DC","N","river","Y","chla","not specified","Y","looks at regulation impacts downstream of impoundments via chla","chl_57"
"74","short-term succession of aquatic plant species richness along ecosystem productivity and dispersal gradients in shallow lakes","Questions: The highest species richness is usually expected at an intermediate stage of development since the last major disturbance event, but some studies have shown that ecosystem productivity and dispersal may modify this pattern, suggesting the need for further studies on the effects of productivity and dispersal on the dynamics of species richness through succession. In this study, we analysed aquatic plant species richness in relation to (1) succession stage, measured as numbers of years since the last disturbance that affected the ecosystems; (2) lake productivity, measured as the chlorophyll a concentration; and (3) connectivity to similar nearby ecosystems, a proxy for the potential input of diaspores. Location: Shallow lakes of the Dombes region, France. Methods: Every 5-7 yr these shallow lakes are emptied and left to dry out for 1 yr. These drought disturbances lead to complete destruction of the submerged aquatic plant communities. Sixty lakes arranged along a gradient of productivity were selected. The probability of diaspore input was considered to increase from upstream to downstream, as lakes are organized in hydrologically connected networks via ditches, through which the downstream lakes receive water from the upstream lakes. For each lake, the aquatic plant species richness (from systematic summer vegetation sampling), time since the last disturbance (last summer drying), productivity (estimated as chlorophyll a concentration) and probability of diaspore input (assessed from position in the network) were recorded. Results: The aquatic plant species richness decreased with the time since the last disturbance for all of the lakes, but there was a significant interaction with the chlorophyll a concentration and position of the lake in the network. At the lowest ecosystem productivities, the relationship between successional stage and species richness was hump-shaped, whereas the species richness decreased with increasing time since the last disturbance when productivity increased. The lake's position in the network did not influence species richness during the first 2 yr after disturbance, but from year 3 and thereafter, lakes connected to high numbers of upstream lakes consistently exhibited decreased richness, contradicting the expected trend of increasing species richness with increasing diaspore inputs. Conclusions: This study indicates that both ecosystem productivity and connectivity strongly affected the relationship between aquatic plant species richness and succession, and that these factors should be taken into account in further developments of the intermediate disturbance hypothesis. In this study, we analysed the effect of the lake productivity and the lake connectivity on the relationship between aquatic plant species richness and the succession stage. These factors affected the dynamics of species richness through succession and they should be taken into account in further developments of the intermediate disturbance hypothesis. © 2012 International Association for Vegetation Science.","Arthaud, F;Vallod, D;Robin, J;Bornette, G;Wezel, A","Scholarly Journals","2013","24","1315882897","proquest","check","DC","n","lake","y","chlorophyll-a, aquatic plant species richness","degree of connection to other lakes, watershed position (upstream vs. downstream)","y","also includes a disturbance metric in analysis","chl_58"
